TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
CLE,106,CLE @ GSW,L,240,120,47,88,53.4,11,24,45.8,15,23,65.2,12,28,40,22,6,5,14,22
CLE,06/09/2017,CLE vs. GSW,W,240,137,46,87,52.9,24,45,53.3,21,31,67.7,11,30,41,27,6,3,11,24
CLE,06/07/2017,CLE vs. GSW,L,240,113,40,90,44.4,12,44,27.3,21,25,84.0,10,27,37,17,9,3,12,25
CLE,06/04/2017,CLE @ GSW,L,239,113,45,100,45.0,8,29,27.6,15,19,78.9,10,31,41,27,15,1,9,18
CLE,06/01/2017,CLE @ GSW,L,240,91,30,86,34.9,11,31,35.5,20,25,80.0,15,44,59,15,0,6,20,23
CLE,05/25/2017,CLE @ BOS,W,240,135,48,85,56.5,19,41,46.3,20,24,83.3,6,32,38,24,13,5,11,21
CLE,05/23/2017,CLE vs. BOS,W,238,112,44,74,59.5,10,22,45.5,14,17,82.4,4,33,37,23,5,4,14,16
CLE,05/21/2017,CLE vs. BOS,L,240,108,32,70,45.7,16,39,41.0,28,36,77.8,11,35,46,21,5,4,15,11
CLE,05/19/2017,CLE @ BOS,W,241,130,48,85,56.5,19,39,48.7,15,23,65.2,9,36,45,28,10,6,12,17
CLE,05/17/2017,CLE @ BOS,W,240,117,39,81,48.1,11,31,35.5,28,35,80.0,12,32,44,21,9,2,8,17
CLE,05/07/2017,CLE @ TOR,W,240,109,39,82,47.6,16,41,39.0,15,16,93.8,5,32,37,24,8,5,10,11
CLE,05/05/2017,CLE @ TOR,W,240,115,39,76,51.3,13,23,56.5,24,28,85.7,8,41,49,15,2,7,16,20
CLE,05/03/2017,CLE vs. TOR,W,241,125,41,75,54.7,18,33,54.5,25,34,73.5,6,34,40,28,9,4,16,22
CLE,05/01/2017,CLE vs. TOR,W,239,116,39,85,45.9,14,34,41.2,24,29,82.8,7,39,46,26,8,4,12,18
CLE,04/23/2017,CLE @ IND,W,241,106,37,90,41.1,9,31,29.0,23,27,85.2,15,33,48,11,9,8,13,15
CLE,04/20/2017,CLE @ IND,W,240,119,39,87,44.8,21,44,47.7,20,30,66.7,8,32,40,23,6,7,8,23
CLE,04/17/2017,CLE vs. IND,W,239,117,42,76,55.3,13,31,41.9,20,23,87.0,7,30,37,19,6,8,18,16
CLE,04/15/2017,CLE vs. IND,W,240,109,42,78,53.8,11,28,39.3,14,27,51.9,10,24,34,26,7,2,11,19
CLE,04/12/2017,CLE vs. TOR,L,240,83,28,76,36.8,10,37,27.0,17,24,70.8,10,32,42,20,5,7,15,14
CLE,04/10/2017,CLE @ MIA,L,265,121,44,89,49.4,14,35,40.0,19,22,86.4,7,40,47,19,7,4,21,25
CLE,04/09/2017,CLE @ ATL,L,264,125,45,98,45.9,19,46,41.3,16,20,80.0,13,40,53,28,4,3,14,27
CLE,04/07/2017,CLE vs. ATL,L,240,100,39,81,48.1,9,36,25.0,13,17,76.5,3,35,38,23,5,3,13,10
CLE,04/05/2017,CLE @ BOS,W,240,114,43,92,46.7,11,36,30.6,17,18,94.4,13,38,51,19,7,5,10,26
CLE,04/04/2017,CLE vs. ORL,W,238,122,44,82,53.7,18,36,50.0,16,21,76.2,5,37,42,30,9,3,12,18
CLE,04/02/2017,CLE vs. IND,W,290,135,47,95,49.5,18,43,41.9,23,33,69.7,15,41,56,29,7,4,13,19
CLE,03/31/2017,CLE vs. PHI,W,240,122,50,95,52.6,13,29,44.8,9,16,56.3,13,36,49,30,8,4,8,16
CLE,03/30/2017,CLE @ CHI,L,239,93,37,83,44.6,10,27,37.0,9,16,56.3,9,35,44,23,6,5,15,22
CLE,03/27/2017,CLE @ SAS,L,241,74,31,83,37.3,4,26,15.4,8,13,61.5,9,31,40,20,8,2,16,20
CLE,03/25/2017,CLE vs. WAS,L,239,115,41,83,49.4,12,33,36.4,21,27,77.8,11,21,32,24,6,6,13,18
CLE,03/24/2017,CLE @ CHA,W,241,112,41,74,55.4,9,25,36.0,21,24,87.5,3,35,38,26,6,5,12,22
CLE,03/22/2017,CLE @ DEN,L,239,113,43,85,50.6,15,37,40.5,12,14,85.7,7,31,38,22,4,4,10,12
CLE,03/19/2017,CLE @ LAL,W,242,125,45,85,52.9,13,36,36.1,22,27,81.5,10,34,44,19,4,2,10,16
CLE,03/18/2017,CLE @ LAC,L,240,78,32,83,38.6,5,27,18.5,9,13,69.2,4,36,40,15,5,0,12,24
CLE,03/16/2017,CLE vs. UTA,W,239,91,36,86,41.9,9,33,27.3,10,19,52.6,11,41,52,14,6,2,10,12
CLE,03/14/2017,CLE vs. DET,W,239,128,46,77,59.7,19,30,63.3,17,23,73.9,3,38,41,29,4,3,9,18
CLE,03/12/2017,CLE @ HOU,L,240,112,42,80,52.5,17,43,39.5,11,13,84.6,4,34,38,24,3,7,15,23
CLE,03/11/2017,CLE @ ORL,W,242,116,43,86,50.0,15,39,38.5,15,25,60.0,9,43,52,30,1,6,9,18
CLE,03/09/2017,CLE @ DET,L,240,101,39,84,46.4,11,39,28.2,12,19,63.2,8,34,42,24,4,1,9,17
CLE,03/06/2017,CLE vs. MIA,L,241,98,35,78,44.9,9,27,33.3,19,29,65.5,11,41,52,15,3,6,17,15
CLE,03/04/2017,CLE @ MIA,L,242,92,35,73,47.9,11,27,40.7,11,18,61.1,8,25,33,20,4,1,15,16
CLE,03/03/2017,CLE @ ATL,W,239,135,47,86,54.7,25,46,54.3,16,20,80.0,5,28,33,31,7,5,14,24
CLE,03/01/2017,CLE @ BOS,L,240,99,37,91,40.7,10,33,30.3,15,22,68.2,12,29,41,20,3,5,10,21
CLE,02/27/2017,CLE vs. MIL,W,239,102,35,70,50.0,10,28,35.7,22,26,84.6,4,41,45,20,4,2,16,11
CLE,02/25/2017,CLE vs. CHI,L,240,99,37,80,46.3,14,37,37.8,11,15,73.3,4,36,40,24,5,3,12,17
CLE,02/23/2017,CLE vs. NYK,W,241,119,46,87,52.9,15,38,39.5,12,15,80.0,8,36,44,29,5,10,12,16
CLE,02/15/2017,CLE vs. IND,W,242,113,39,82,47.6,18,39,46.2,17,19,89.5,9,31,40,23,6,2,8,19
CLE,02/14/2017,CLE @ MIN,W,241,116,44,86,51.2,13,39,33.3,15,22,68.2,9,34,43,27,3,4,10,18
CLE,02/11/2017,CLE vs. DEN,W,240,125,46,84,54.8,15,30,50.0,18,22,81.8,8,37,45,30,9,3,15,16
CLE,02/09/2017,CLE @ OKC,L,241,109,38,79,48.1,10,21,47.6,23,30,76.7,5,30,35,14,9,6,16,14
CLE,02/08/2017,CLE @ IND,W,240,132,46,84,54.8,16,36,44.4,24,26,92.3,5,34,39,24,7,5,9,16
CLE,02/06/2017,CLE @ WAS,W,265,140,49,92,53.3,19,38,50.0,23,28,82.1,12,34,46,31,7,2,20,26
CLE,02/04/2017,CLE @ NYK,W,240,111,41,84,48.8,16,40,40.0,13,18,72.2,12,37,49,20,3,0,15,19
CLE,02/01/2017,CLE vs. MIN,W,239,125,48,89,53.9,15,37,40.5,14,22,63.6,12,36,48,37,10,10,10,13
CLE,01/30/2017,CLE @ DAL,L,241,97,35,75,46.7,12,32,37.5,15,21,71.4,6,36,42,17,6,3,17,17
CLE,01/29/2017,CLE vs. OKC,W,241,107,41,92,44.6,8,29,27.6,17,22,77.3,8,43,51,22,9,6,10,16
CLE,01/27/2017,CLE vs. BKN,W,240,124,49,92,53.3,13,36,36.1,13,20,65.0,9,38,47,26,4,5,14,14
CLE,01/25/2017,CLE vs. SAC,L,265,112,40,82,48.8,15,38,39.5,17,34,50.0,13,34,47,29,9,6,18,21
CLE,01/23/2017,CLE @ NOP,L,241,122,43,93,46.2,15,37,40.5,21,25,84.0,11,34,45,24,6,3,11,20
CLE,01/21/2017,CLE vs. SAS,L,266,115,45,91,49.5,13,34,38.2,12,22,54.5,11,36,47,25,7,1,18,16
CLE,01/19/2017,CLE vs. PHX,W,241,118,43,85,50.6,19,42,45.2,13,19,68.4,4,32,36,29,7,6,12,24
CLE,01/16/2017,CLE @ GSW,L,241,91,31,88,35.2,9,34,26.5,20,27,74.1,7,28,35,11,7,4,15,21
CLE,01/13/2017,CLE @ SAC,W,241,120,44,87,50.6,15,37,40.5,17,22,77.3,10,29,39,27,11,3,12,20
CLE,01/11/2017,CLE @ POR,L,240,86,28,82,34.1,9,30,30.0,21,28,75.0,13,35,48,14,5,4,15,20
CLE,01/10/2017,CLE @ UTA,L,240,92,31,85,36.5,9,31,29.0,21,25,84.0,13,29,42,15,6,2,16,19
CLE,01/08/2017,CLE @ PHX,W,240,120,44,82,53.7,15,34,44.1,17,19,89.5,13,25,38,15,8,5,20,12
CLE,01/06/2017,CLE @ BKN,W,239,116,38,88,43.2,9,33,27.3,31,43,72.1,5,41,46,19,14,3,12,16
