TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
MEM,12/29/2016,MEM vs. OKC,W,241,114,34
MIA,12/29/2016,MIA @ CHA,L,240,82,-9
PHI,12/29/2016,PHI @ UTA,L,240,83,-17
CHA,12/29/2016,CHA vs. MIA,W,238,91,9
LAL,12/29/2016,LAL vs. DAL,L,241,89,-12
OKC,12/29/2016,OKC @ MEM,L,240,80,-34
BOS,12/29/2016,BOS @ CLE,L,241,118,-6
CLE,12/29/2016,CLE vs. BOS,W,239,124,6
TOR,12/29/2016,TOR @ PHX,L,241,91,-8
UTA,12/29/2016,UTA vs. PHI,W,241,100,17
DAL,12/29/2016,DAL @ LAL,W,240,101,12
PHX,12/29/2016,PHX vs. TOR,W,240,99,8
IND,12/30/2016,IND vs. CHI,W,240,111,10
DET,12/30/2016,DET @ ATL,L,240,98,-7
DAL,12/30/2016,DAL @ GSW,L,240,99,-9
HOU,12/30/2016,HOU vs. LAC,W,240,140,24
DEN,12/30/2016,DEN vs. PHI,L,240,122,-2
WAS,12/30/2016,WAS vs. BKN,W,240,118,23
MIA,12/30/2016,MIA @ BOS,L,240,114,-3
NOP,12/30/2016,NOP vs. NYK,W,240,104,12
PHI,12/30/2016,PHI @ DEN,W,240,124,2
BOS,12/30/2016,BOS vs. MIA,W,241,117,3
CHI,12/30/2016,CHI @ IND,L,239,101,-10
NYK,12/30/2016,NYK @ NOP,L,240,92,-12
MIL,12/30/2016,MIL @ MIN,L,240,99,-17
POR,12/30/2016,POR @ SAS,L,240,94,-16
MIN,12/30/2016,MIN vs. MIL,W,240,116,17
SAS,12/30/2016,SAS vs. POR,W,240,110,16
BKN,12/30/2016,BKN @ WAS,L,240,95,-23
GSW,12/30/2016,GSW vs. DAL,W,241,108,9
LAC,12/30/2016,LAC @ HOU,L,240,116,-24
ATL,12/30/2016,ATL vs. DET,W,240,105,7
LAC,12/31/2016,LAC @ OKC,L,241,88,-26
CLE,12/31/2016,CLE @ CHA,W,239,121,12
MIL,12/31/2016,MIL @ CHI,W,241,116,20
PHX,12/31/2016,PHX @ UTA,L,241,86,-5
OKC,12/31/2016,OKC vs. LAC,W,242,114,26
CHI,12/31/2016,CHI vs. MIL,L,239,96,-20
UTA,12/31/2016,UTA vs. PHX,W,240,91,5
NYK,12/31/2016,NYK @ HOU,L,241,122,-7
HOU,12/31/2016,HOU vs. NYK,W,241,129,7
MEM,12/31/2016,MEM @ SAC,W,240,112,14
CHA,12/31/2016,CHA vs. CLE,L,240,109,-12
SAC,12/31/2016,SAC vs. MEM,L,239,98,-14
DET,01/01/2017,DET @ MIA,W,240,107,9
MIN,01/01/2017,MIN vs. POR,L,242,89,-6
SAS,01/01/2017,SAS @ ATL,L,265,112,-2
POR,01/01/2017,POR @ MIN,W,241,95,6
ATL,01/01/2017,ATL vs. SAS,W,264,114,2
LAL,01/01/2017,LAL vs. TOR,L,239,114,-9
TOR,01/01/2017,TOR @ LAL,W,241,123,9
MIA,01/01/2017,MIA vs. DET,L,240,98,-9
IND,01/01/2017,IND vs. ORL,W,240,117,13
ORL,01/01/2017,ORL @ IND,L,241,104,-13
UTA,01/02/2017,UTA @ BKN,W,241,101,12
CHI,01/02/2017,CHI vs. CHA,W,241,118,7
MIL,01/02/2017,MIL vs. OKC,W,241,98,4
NOP,01/02/2017,NOP @ CLE,L,240,82,-8
DEN,01/02/2017,DEN @ GSW,L,240,119,-8
GSW,01/02/2017,GSW vs. DEN,W,239,127,8
CHA,01/02/2017,CHA @ CHI,L,240,111,-7
HOU,01/02/2017,HOU vs. WAS,W,240,101,10
OKC,01/02/2017,OKC @ MIL,L,241,94,-4
ORL,01/02/2017,ORL @ NYK,W,241,115,12
BKN,01/02/2017,BKN vs. UTA,L,239,89,-12
LAC,01/02/2017,LAC vs. PHX,W,240,109,11
WAS,01/02/2017,WAS @ HOU,L,239,91,-10
CLE,01/02/2017,CLE vs. NOP,W,241,90,8
NYK,01/02/2017,NYK vs. ORL,L,241,103,-12
PHX,01/02/2017,PHX @ LAC,L,239,98,-11
SAC,01/03/2017,SAC @ DEN,W,240,120,7
MEM,01/03/2017,MEM @ LAL,L,240,102,-14
TOR,01/03/2017,TOR @ SAS,L,241,82,-28
MIN,01/03/2017,MIN @ PHI,L,239,91,-2
BOS,01/03/2017,BOS vs. UTA,W,240,115,11
DEN,01/03/2017,DEN vs. SAC,L,238,113,-7
MIA,01/03/2017,MIA @ PHX,L,240,90,-9
DAL,01/03/2017,DAL vs. WAS,W,239,113,8
SAS,01/03/2017,SAS vs. TOR,W,240,110,28
DET,01/03/2017,DET vs. IND,L,240,116,-5
LAL,01/03/2017,LAL vs. MEM,W,240,116,14
PHX,01/03/2017,PHX vs. MIA,W,240,99,9
PHI,01/03/2017,PHI vs. MIN,W,239,93,2
WAS,01/03/2017,WAS @ DAL,L,240,105,-8
IND,01/03/2017,IND @ DET,W,240,121,5
UTA,01/03/2017,UTA @ BOS,L,240,104,-11
CLE,01/04/2017,CLE vs. CHI,L,240,94,-12
MIA,01/04/2017,MIA @ SAC,W,239,107,5
ATL,01/04/2017,ATL @ ORL,W,241,111,19
CHI,01/04/2017,CHI @ CLE,W,239,106,12
OKC,01/04/2017,OKC @ CHA,L,240,112,-11
LAC,01/04/2017,LAC vs. MEM,W,239,115,9
MIL,01/04/2017,MIL @ NYK,W,242,105,1
POR,01/04/2017,POR @ GSW,L,239,117,-8
GSW,01/04/2017,GSW vs. POR,W,241,125,8
ORL,01/04/2017,ORL vs. ATL,L,240,92,-19
CHA,01/04/2017,CHA vs. OKC,W,240,123,11
SAC,01/04/2017,SAC vs. MIA,L,240,102,-5
MEM,01/04/2017,MEM @ LAC,L,239,106,-9
NYK,01/04/2017,NYK vs. MIL,L,240,104,-1
POR,01/05/2017,POR vs. LAL,W,240,118,9
DEN,01/05/2017,DEN vs. SAS,L,239,99,-28
HOU,01/05/2017,HOU vs. OKC,W,240,118,2
IND,01/05/2017,IND vs. BKN,W,240,121,12
DET,01/05/2017,DET vs. CHA,W,240,115,1
LAL,01/05/2017,LAL @ POR,L,241,109,-9
SAS,01/05/2017,SAS @ DEN,W,240,127,28
PHX,01/05/2017,PHX @ DAL,W,240,102,7
CHA,01/05/2017,CHA @ DET,L,240,114,-1
OKC,01/05/2017,OKC @ HOU,L,239,116,-2
TOR,01/05/2017,TOR vs. UTA,W,240,101,8
NOP,01/05/2017,NOP vs. ATL,L,240,94,-5
UTA,01/05/2017,UTA @ TOR,L,241,93,-8
DAL,01/05/2017,DAL vs. PHX,L,240,95,-7
BKN,01/05/2017,BKN @ IND,L,240,109,-12
ATL,01/05/2017,ATL @ NOP,W,240,99,5
BOS,01/06/2017,BOS vs. PHI,W,241,110,4
PHI,01/06/2017,PHI @ BOS,L,241,106,-4
CLE,01/06/2017,CLE @ BKN,W,239,116,8
MIL,01/06/2017,MIL vs. NYK,L,240,111,-5
MEM,01/06/2017,MEM @ GSW,W,266,128,9
BKN,01/06/2017,BKN vs. CLE,L,239,108,-8
HOU,01/06/2017,HOU @ ORL,W,240,100,7
LAL,01/06/2017,LAL vs. MIA,W,239,127,27
MIA,01/06/2017,MIA @ LAL,L,239,100,-27
SAC,01/06/2017,SAC vs. LAC,L,240,98,-8
WAS,01/06/2017,WAS vs. MIN,W,240,112,7
LAC,01/06/2017,LAC @ SAC,W,240,106,8
ORL,01/06/2017,ORL vs. HOU,L,240,93,-7
GSW,01/06/2017,GSW vs. MEM,L,265,119,-9
NYK,01/06/2017,NYK @ MIL,W,240,116,5
MIN,01/06/2017,MIN @ WAS,L,241,105,-7
BOS,01/07/2017,BOS vs. NOP,W,240,117,9
TOR,01/07/2017,TOR @ CHI,L,264,118,-5
OKC,01/07/2017,OKC vs. DEN,W,240,121,15
CHI,01/07/2017,CHI vs. TOR,W,265,123,5
IND,01/07/2017,IND vs. NYK,W,240,123,14
CHA,01/07/2017,CHA @ SAS,L,241,85,-17
DAL,01/07/2017,DAL vs. ATL,L,241,82,-15
MIN,01/07/2017,MIN vs. UTA,L,240,92,-2
UTA,01/07/2017,UTA @ MIN,W,241,94,2
NYK,01/07/2017,NYK @ IND,L,239,109,-14
NOP,01/07/2017,NOP @ BOS,L,239,108,-9
DEN,01/07/2017,DEN @ OKC,L,240,106,-15
SAS,01/07/2017,SAS vs. CHA,W,240,102,17
ATL,01/07/2017,ATL @ DAL,W,241,97,15
MIA,01/08/2017,MIA @ LAC,L,240,86,-12
UTA,01/08/2017,UTA @ MEM,L,241,79,-9
BKN,01/08/2017,BKN vs. PHI,L,239,95,-10
CLE,01/08/2017,CLE @ PHX,W,240,120,4
ORL,01/08/2017,ORL @ LAL,L,240,95,-16
POR,01/08/2017,POR vs. DET,L,289,124,-1
WAS,01/08/2017,WAS @ MIL,W,240,107,6
LAL,01/08/2017,LAL vs. ORL,W,240,111,16
GSW,01/08/2017,GSW @ SAC,W,240,117,11
SAC,01/08/2017,SAC vs. GSW,L,238,106,-11
MIL,01/08/2017,MIL vs. WAS,L,242,101,-6
TOR,01/08/2017,TOR vs. HOU,L,241,122,-7
HOU,01/08/2017,HOU @ TOR,W,241,129,7
LAC,01/08/2017,LAC vs. MIA,W,240,98,12
PHI,01/08/2017,PHI @ BKN,W,241,105,10
MEM,01/08/2017,MEM vs. UTA,W,240,88,9
PHX,01/08/2017,PHX vs. CLE,L,240,116,-4
DET,01/08/2017,DET @ POR,W,289,125,1
CHI,01/09/2017,CHI vs. OKC,L,239,94,-15
OKC,01/09/2017,OKC @ CHI,W,241,109,15
NYK,01/09/2017,NYK vs. NOP,L,241,96,-14
MIN,01/09/2017,MIN vs. DAL,W,239,101,9
DAL,01/09/2017,DAL @ MIN,L,240,92,-9
NOP,01/09/2017,NOP @ NYK,W,238,110,14
LAL,01/10/2017,LAL vs. POR,L,241,87,-21
CLE,01/10/2017,CLE @ UTA,L,240,92,-8
SAS,01/10/2017,SAS vs. MIL,L,241,107,-2
GSW,01/10/2017,GSW vs. MIA,W,242,107,12
CHA,01/10/2017,CHA @ HOU,L,240,114,-7
MIA,01/10/2017,MIA @ GSW,L,241,95,-12
BKN,01/10/2017,BKN vs. ATL,L,239,97,-20
WAS,01/10/2017,WAS vs. CHI,W,241,101,2
HOU,01/10/2017,HOU vs. CHA,W,241,121,7
MIL,01/10/2017,MIL @ SAS,W,239,109,2
POR,01/10/2017,POR @ LAL,W,241,108,21
UTA,01/10/2017,UTA vs. CLE,W,238,100,8
ATL,01/10/2017,ATL @ BKN,W,240,117,20
TOR,01/10/2017,TOR vs. BOS,W,240,114,8
DET,01/10/2017,DET @ SAC,L,240,94,-6
CHI,01/10/2017,CHI @ WAS,L,240,99,-2
BOS,01/10/2017,BOS @ TOR,L,241,106,-8
SAC,01/10/2017,SAC vs. DET,W,239,100,6
PHI,01/11/2017,PHI vs. NYK,W,239,98,1
MIN,01/11/2017,MIN vs. HOU,W,241,119,14
NYK,01/11/2017,NYK @ PHI,L,240,97,-1
ORL,01/11/2017,ORL @ LAC,L,239,96,-9
HOU,01/11/2017,HOU @ MIN,L,239,105,-14
POR,01/11/2017,POR vs. CLE,W,241,102,16
BOS,01/11/2017,BOS vs. WAS,W,239,117,9
OKC,01/11/2017,OKC vs. MEM,W,241,103,8
MEM,01/11/2017,MEM @ OKC,L,240,95,-8
CLE,01/11/2017,CLE @ POR,L,240,86,-16
WAS,01/11/2017,WAS @ BOS,L,240,108,-9
LAC,01/11/2017,LAC vs. ORL,W,241,105,9
CHI,01/12/2017,CHI @ NYK,L,240,89,-15
IND,01/12/2017,IND @ DEN,L,239,112,-28
NYK,01/12/2017,NYK vs. CHI,W,240,104,15
BKN,01/12/2017,BKN vs. NOP,L,241,95,-9
PHX,01/12/2017,PHX vs. DAL,L,240,108,-5
DEN,01/12/2017,DEN vs. IND,W,240,140,28
GSW,01/12/2017,GSW vs. DET,W,240,127,20
DET,01/12/2017,DET @ GSW,L,241,107,-20
LAL,01/12/2017,LAL @ SAS,L,241,94,-40
NOP,01/12/2017,NOP @ BKN,W,239,104,9
DAL,01/12/2017,DAL @ PHX,W,238,113,5
SAS,01/12/2017,SAS vs. LAL,W,240,134,40
TOR,01/13/2017,TOR vs. BKN,W,240,132,19
ORL,01/13/2017,ORL @ POR,W,240,115,6
POR,01/13/2017,POR vs. ORL,L,239,109,-6
UTA,01/13/2017,UTA vs. DET,W,240,110,33
PHI,01/13/2017,PHI vs. CHA,W,239,102,9
MIA,01/13/2017,MIA @ MIL,L,240,108,-8
OKC,01/13/2017,OKC @ MIN,L,240,86,-10
HOU,01/13/2017,HOU vs. MEM,L,241,105,-5
MIN,01/13/2017,MIN vs. OKC,W,240,96,10
DET,01/13/2017,DET @ UTA,L,240,77,-33
MIL,01/13/2017,MIL vs. MIA,W,240,116,8
CLE,01/13/2017,CLE @ SAC,W,241,120,12
SAC,01/13/2017,SAC vs. CLE,L,241,108,-12
CHA,01/13/2017,CHA @ PHI,L,240,93,-9
BKN,01/13/2017,BKN @ TOR,L,241,113,-19
MEM,01/13/2017,MEM @ HOU,W,240,110,5
ATL,01/13/2017,ATL vs. BOS,L,241,101,-2
BOS,01/13/2017,BOS @ ATL,W,239,103,2
LAC,01/14/2017,LAC vs. LAL,W,240,113,16
ORL,01/14/2017,ORL @ UTA,L,239,107,-7
LAL,01/14/2017,LAL @ LAC,L,242,97,-16
CHI,01/14/2017,CHI vs. NOP,W,239,107,8
PHI,01/14/2017,PHI @ WAS,L,241,93,-16
UTA,01/14/2017,UTA vs. ORL,W,243,114,7
WAS,01/14/2017,WAS vs. PHI,W,239,109,16
PHX,01/14/2017,PHX vs. SAS,W,239,108,3
NOP,01/14/2017,NOP @ CHI,L,239,99,-8
SAS,01/14/2017,SAS @ PHX,L,238,105,-3
LAL,01/15/2017,LAL vs. DET,L,240,97,-5
MEM,01/15/2017,MEM vs. CHI,L,242,104,-4
ATL,01/15/2017,ATL vs. MIL,W,240,111,13
DAL,01/15/2017,DAL vs. MIN,W,239,98,11
SAC,01/15/2017,SAC vs. OKC,L,240,118,-4
BKN,01/15/2017,BKN vs. HOU,L,238,112,-25
HOU,01/15/2017,HOU @ BKN,W,240,137,25
NYK,01/15/2017,NYK @ TOR,L,240,101,-15
MIN,01/15/2017,MIN @ DAL,L,241,87,-11
OKC,01/15/2017,OKC @ SAC,W,241,122,4
DET,01/15/2017,DET @ LAL,W,240,102,5
CHI,01/15/2017,CHI @ MEM,W,240,108,4
MIL,01/15/2017,MIL @ ATL,L,240,98,-13
TOR,01/15/2017,TOR vs. NYK,W,240,116,15
OKC,01/16/2017,OKC @ LAC,L,240,98,-22
IND,01/16/2017,IND vs. NOP,W,241,98,3
LAC,01/16/2017,LAC vs. OKC,W,239,120,22
BOS,01/16/2017,BOS vs. CHA,W,240,108,10
WAS,01/16/2017,WAS vs. POR,W,240,120,19
GSW,01/16/2017,GSW vs. CLE,W,242,126,35
CHA,01/16/2017,CHA @ BOS,L,240,98,-10
NYK,01/16/2017,NYK vs. ATL,L,240,107,-1
MIL,01/16/2017,MIL vs. PHI,L,240,104,-9
POR,01/16/2017,POR @ WAS,L,241,101,-19
ATL,01/16/2017,ATL @ NYK,W,241,108,1
UTA,01/16/2017,UTA @ PHX,W,239,106,5
PHX,01/16/2017,PHX vs. UTA,L,240,101,-5
DEN,01/16/2017,DEN vs. ORL,W,240,125,13
ORL,01/16/2017,ORL @ DEN,L,240,112,-13
CLE,01/16/2017,CLE @ GSW,L,241,91,-35
PHI,01/16/2017,PHI @ MIL,W,241,113,9
NOP,01/16/2017,NOP @ IND,L,239,95,-3
BKN,01/17/2017,BKN vs. TOR,L,239,109,-10
SAS,01/17/2017,SAS vs. MIN,W,240,122,8
DEN,01/17/2017,DEN @ LAL,W,240,127,6
MIN,01/17/2017,MIN @ SAS,L,241,114,-8
DAL,01/17/2017,DAL @ CHI,W,240,99,1
LAL,01/17/2017,LAL vs. DEN,L,240,121,-6
HOU,01/17/2017,HOU @ MIA,L,241,103,-6
MIA,01/17/2017,MIA vs. HOU,W,240,109,6
TOR,01/17/2017,TOR @ BKN,W,239,119,10
CHI,01/17/2017,CHI vs. DAL,L,241,98,-1
POR,01/18/2017,POR @ CHA,L,240,85,-22
GSW,01/18/2017,GSW vs. OKC,W,241,121,21
MIL,01/18/2017,MIL @ HOU,L,241,92,-19
NYK,01/18/2017,NYK @ BOS,W,240,117,11
DET,01/18/2017,DET vs. ATL,W,239,118,23
BOS,01/18/2017,BOS vs. NYK,L,241,106,-11
PHI,01/18/2017,PHI vs. TOR,W,239,94,5
CHA,01/18/2017,CHA vs. POR,W,240,107,22
OKC,01/18/2017,OKC @ GSW,L,240,100,-21
HOU,01/18/2017,HOU vs. MIL,W,239,111,19
ORL,01/18/2017,ORL @ NOP,L,241,98,-20
IND,01/18/2017,IND @ SAC,W,240,106,6
SAC,01/18/2017,SAC vs. IND,L,239,100,-6
NOP,01/18/2017,NOP vs. ORL,W,239,118,20
WAS,01/18/2017,WAS vs. MEM,W,240,104,3
MEM,01/18/2017,MEM @ WAS,L,240,101,-3
ATL,01/18/2017,ATL @ DET,L,241,95,-23
TOR,01/18/2017,TOR @ PHI,L,241,89,-5
LAC,01/19/2017,LAC vs. MIN,L,241,101,-3
MIA,01/19/2017,MIA vs. DAL,W,240,99,4
MIN,01/19/2017,MIN @ LAC,W,241,104,3
CLE,01/19/2017,CLE vs. PHX,W,241,118,15
NYK,01/19/2017,NYK vs. WAS,L,240,110,-3
WAS,01/19/2017,WAS @ NYK,W,239,113,3
DAL,01/19/2017,DAL @ MIA,L,240,95,-4
PHX,01/19/2017,PHX @ CLE,L,240,103,-15
SAS,01/19/2017,SAS vs. DEN,W,238,118,14
DEN,01/19/2017,DEN @ SAS,L,241,104,-14
SAC,01/20/2017,SAC @ MEM,L,240,91,-16
MIL,01/20/2017,MIL @ ORL,L,241,96,-16
HOU,01/20/2017,HOU vs. GSW,L,239,108,-17
GSW,01/20/2017,GSW @ HOU,W,238,125,17
BKN,01/20/2017,BKN @ NOP,W,240,143,29
POR,01/20/2017,POR @ PHI,L,239,92,-1
ORL,01/20/2017,ORL vs. MIL,W,240,112,16
CHA,01/20/2017,CHA vs. TOR,W,239,113,35
UTA,01/20/2017,UTA @ DAL,W,264,112,5
CHI,01/20/2017,CHI @ ATL,L,240,93,-9
MEM,01/20/2017,MEM vs. SAC,W,240,107,16
PHI,01/20/2017,PHI vs. POR,W,240,93,1
IND,01/20/2017,IND @ LAL,L,240,95,-13
ATL,01/20/2017,ATL vs. CHI,W,241,102,9
LAL,01/20/2017,LAL vs. IND,W,240,108,13
NOP,01/20/2017,NOP vs. BKN,L,240,114,-29
TOR,01/20/2017,TOR @ CHA,L,240,78,-35
DAL,01/20/2017,DAL vs. UTA,L,265,107,-5
UTA,01/21/2017,UTA vs. IND,W,239,109,9
MIL,01/21/2017,MIL @ MIA,L,239,97,-12
ATL,01/21/2017,ATL vs. PHI,W,241,110,17
SAC,01/21/2017,SAC @ CHI,L,240,99,-3
DEN,01/21/2017,DEN vs. LAC,W,240,123,25
CHI,01/21/2017,CHI vs. SAC,W,239,102,3
IND,01/21/2017,IND @ UTA,L,242,100,-9
NYK,01/21/2017,NYK vs. PHX,L,239,105,-2
LAC,01/21/2017,LAC @ DEN,L,241,98,-25
BKN,01/21/2017,BKN @ CHA,L,239,105,-7
PHI,01/21/2017,PHI @ ATL,L,239,93,-17
HOU,01/21/2017,HOU @ MEM,W,240,119,24
SAS,01/21/2017,SAS @ CLE,W,265,118,3
MEM,01/21/2017,MEM vs. HOU,L,242,95,-24
CHA,01/21/2017,CHA vs. BKN,W,240,112,7
DET,01/21/2017,DET vs. WAS,W,241,113,1
BOS,01/21/2017,BOS vs. POR,L,265,123,-4
POR,01/21/2017,POR @ BOS,W,265,127,4
PHX,01/21/2017,PHX @ NYK,W,240,107,2
WAS,01/21/2017,WAS @ DET,L,240,112,-1
CLE,01/21/2017,CLE vs. SAS,L,266,115,-3
MIA,01/21/2017,MIA vs. MIL,W,238,109,12
DAL,01/22/2017,DAL vs. LAL,W,240,122,49
TOR,01/22/2017,TOR vs. PHX,L,240,103,-12
ORL,01/22/2017,ORL vs. GSW,L,239,98,-20
LAL,01/22/2017,LAL @ DAL,L,241,73,-49
MIN,01/22/2017,MIN vs. DEN,W,240,111,3
DEN,01/22/2017,DEN @ MIN,L,240,108,-3
PHX,01/22/2017,PHX @ TOR,W,239,115,12
GSW,01/22/2017,GSW @ ORL,W,239,118,20
OKC,01/23/2017,OKC @ UTA,W,238,97,2
UTA,01/23/2017,UTA vs. OKC,L,241,95,-2
MIA,01/23/2017,MIA vs. GSW,W,241,105,3
SAS,01/23/2017,SAS @ BKN,W,240,112,26
NYK,01/23/2017,NYK @ IND,W,240,109,6
BKN,01/23/2017,BKN vs. SAS,L,242,86,-26
IND,01/23/2017,IND vs. NYK,L,240,103,-6
NOP,01/23/2017,NOP vs. CLE,W,241,124,2
ATL,01/23/2017,ATL vs. LAC,L,239,105,-10
MIL,01/23/2017,MIL vs. HOU,W,240,127,13
GSW,01/23/2017,GSW @ MIA,L,241,102,-3
LAC,01/23/2017,LAC @ ATL,W,241,115,10
HOU,01/23/2017,HOU @ MIL,L,241,114,-13
DET,01/23/2017,DET vs. SAC,L,241,104,-5
SAC,01/23/2017,SAC @ DET,W,240,109,5
CLE,01/23/2017,CLE @ NOP,L,241,122,-2
CHA,01/23/2017,CHA vs. WAS,L,240,99,-10
WAS,01/23/2017,WAS @ CHA,W,242,109,10
DEN,01/24/2017,DEN vs. UTA,W,241,103,10
SAS,01/24/2017,SAS @ TOR,W,241,108,2
LAC,01/24/2017,LAC @ PHI,L,239,110,-11
BOS,01/24/2017,BOS @ WAS,L,240,108,-15
TOR,01/24/2017,TOR vs. SAS,L,240,106,-2
WAS,01/24/2017,WAS vs. BOS,W,240,123,15
MIN,01/24/2017,MIN @ PHX,W,242,112,1
UTA,01/24/2017,UTA @ DEN,L,241,93,-10
PHI,01/24/2017,PHI vs. LAC,W,239,121,11
CHI,01/24/2017,CHI @ ORL,W,241,100,8
PHX,01/24/2017,PHX vs. MIN,L,239,111,-1
ORL,01/24/2017,ORL vs. CHI,L,241,92,-8
MIA,01/25/2017,MIA @ BKN,W,240,109,3
LAL,01/25/2017,LAL @ POR,L,239,98,-7
ATL,01/25/2017,ATL @ CHI,W,241,119,5
MIL,01/25/2017,MIL vs. PHI,L,240,109,-5
PHI,01/25/2017,PHI @ MIL,W,240,114,5
NOP,01/25/2017,NOP vs. OKC,L,240,105,-9
BKN,01/25/2017,BKN vs. MIA,L,239,106,-3
CLE,01/25/2017,CLE vs. SAC,L,265,112,-4
CHI,01/25/2017,CHI vs. ATL,L,240,114,-5
BOS,01/25/2017,BOS vs. HOU,W,240,120,11
DAL,01/25/2017,DAL vs. NYK,W,240,103,8
GSW,01/25/2017,GSW @ CHA,W,238,113,10
MEM,01/25/2017,MEM vs. TOR,W,239,101,2
CHA,01/25/2017,CHA vs. GSW,L,240,103,-10
SAC,01/25/2017,SAC @ CLE,W,264,116,4
NYK,01/25/2017,NYK @ DAL,L,240,95,-8
OKC,01/25/2017,OKC @ NOP,W,240,114,9
HOU,01/25/2017,HOU @ BOS,L,240,109,-11
POR,01/25/2017,POR vs. LAL,W,240,105,7
TOR,01/25/2017,TOR @ MEM,L,241,99,-2
MIN,01/26/2017,MIN vs. IND,L,242,103,-6
IND,01/26/2017,IND @ MIN,W,241,109,6
LAL,01/26/2017,LAL @ UTA,L,239,88,-8
PHX,01/26/2017,PHX @ DEN,L,240,120,-7
DEN,01/26/2017,DEN vs. PHX,W,239,127,7
UTA,01/26/2017,UTA vs. LAL,W,241,96,8
OKC,01/26/2017,OKC vs. DAL,W,240,109,11
DAL,01/26/2017,DAL @ OKC,L,241,98,-11
BOS,01/27/2017,BOS vs. ORL,W,241,128,30
WAS,01/27/2017,WAS @ ATL,W,240,112,26
TOR,01/27/2017,TOR vs. MIL,W,240,102,16
CLE,01/27/2017,CLE vs. BKN,W,240,124,8
CHI,01/27/2017,CHI vs. MIA,L,240,88,-12
ORL,01/27/2017,ORL @ BOS,L,241,98,-30
POR,01/27/2017,POR vs. MEM,W,240,112,3
MEM,01/27/2017,MEM @ POR,L,241,109,-3
MIA,01/27/2017,MIA @ CHI,W,239,100,12
MIL,01/27/2017,MIL @ TOR,L,239,86,-16
NYK,01/27/2017,NYK vs. CHA,W,239,110,3
BKN,01/27/2017,BKN @ CLE,L,240,116,-8
ATL,01/27/2017,ATL vs. WAS,L,240,86,-26
SAC,01/27/2017,SAC @ IND,L,266,111,-4
NOP,01/27/2017,NOP vs. SAS,W,238,119,16
CHA,01/27/2017,CHA @ NYK,L,241,107,-3
HOU,01/27/2017,HOU @ PHI,W,239,123,5
PHI,01/27/2017,PHI vs. HOU,L,239,118,-5
SAS,01/27/2017,SAS @ NOP,L,239,103,-16
IND,01/27/2017,IND vs. SAC,W,265,115,4
DEN,01/28/2017,DEN @ PHX,W,238,123,11
CHA,01/28/2017,CHA vs. SAC,L,240,106,-3
MEM,01/28/2017,MEM @ UTA,W,241,102,7
LAC,01/28/2017,LAC @ GSW,L,240,98,-46
DET,01/28/2017,DET @ MIA,L,240,103,-13
MIA,01/28/2017,MIA vs. DET,W,239,116,13
MIL,01/28/2017,MIL vs. BOS,L,263,108,-4
BOS,01/28/2017,BOS @ MIL,W,266,112,4
PHX,01/28/2017,PHX vs. DEN,L,240,112,-11
SAC,01/28/2017,SAC @ CHA,W,240,109,3
BKN,01/28/2017,BKN @ MIN,L,240,109,-20
UTA,01/28/2017,UTA vs. MEM,L,240,95,-7
GSW,01/28/2017,GSW vs. LAC,W,241,144,46
MIN,01/28/2017,MIN vs. BKN,W,241,129,20
HOU,01/29/2017,HOU @ IND,L,241,101,-19
ORL,01/29/2017,ORL @ TOR,W,240,114,1
WAS,01/29/2017,WAS @ NOP,W,239,107,13
SAS,01/29/2017,SAS vs. DAL,L,242,101,-4
OKC,01/29/2017,OKC @ CLE,L,240,91,-16
NYK,01/29/2017,NYK @ ATL,L,339,139,-3
IND,01/29/2017,IND vs. HOU,W,241,120,19
DAL,01/29/2017,DAL @ SAS,W,241,105,4
NOP,01/29/2017,NOP vs. WAS,L,238,94,-13
PHI,01/29/2017,PHI @ CHI,L,239,108,-13
ATL,01/29/2017,ATL vs. NYK,W,341,142,3
TOR,01/29/2017,TOR vs. ORL,L,240,113,-1
CHI,01/29/2017,CHI vs. PHI,W,239,121,13
CLE,01/29/2017,CLE vs. OKC,W,241,107,16
GSW,01/29/2017,GSW @ POR,W,240,113,2
POR,01/29/2017,POR vs. GSW,L,239,111,-2
BOS,01/30/2017,BOS vs. DET,W,240,113,4
DET,01/30/2017,DET @ BOS,L,240,109,-4
PHI,01/30/2017,PHI vs. SAC,W,239,122,3
MIA,01/30/2017,MIA vs. BKN,W,239,104,8
DAL,01/30/2017,DAL vs. CLE,W,242,104,7
SAC,01/30/2017,SAC @ PHI,L,240,119,-3
PHX,01/30/2017,PHX vs. MEM,L,240,96,-19
MEM,01/30/2017,MEM @ PHX,W,239,115,19
BKN,01/30/2017,BKN @ MIA,L,240,96,-8
MIN,01/30/2017,MIN vs. ORL,W,265,111,6
ORL,01/30/2017,ORL @ MIN,L,264,105,-6
CLE,01/30/2017,CLE @ DAL,L,241,97,-7
CHA,01/31/2017,CHA @ POR,L,238,98,-17
DEN,01/31/2017,DEN @ LAL,L,240,116,-4
WAS,01/31/2017,WAS vs. NYK,W,239,117,16
NYK,01/31/2017,NYK @ WAS,L,241,101,-16
TOR,01/31/2017,TOR vs. NOP,W,264,108,2
SAC,01/31/2017,SAC @ HOU,L,240,83,-22
POR,01/31/2017,POR vs. CHA,W,240,115,17
HOU,01/31/2017,HOU vs. SAC,W,238,105,22
