TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
NYK,11/26/2016,NYK @ CHA,L,238,102,-5
WAS,11/26/2016,WAS vs. SAS,L,241,100,-12
MIN,11/26/2016,MIN @ GSW,L,240,102,-13
GSW,11/26/2016,GSW vs. MIN,W,239,115,13
OKC,11/26/2016,OKC vs. DET,W,240,106,18
SAS,11/26/2016,SAS @ WAS,W,238,112,12
ORL,11/27/2016,ORL vs. MIL,L,241,96,-8
ATL,11/27/2016,ATL @ LAL,L,239,94,-15
IND,11/27/2016,IND vs. LAC,W,239,91,21
LAC,11/27/2016,LAC @ IND,L,239,70,-21
NOP,11/27/2016,NOP @ DAL,L,240,81,-10
LAL,11/27/2016,LAL vs. ATL,W,239,109,15
MIL,11/27/2016,MIL @ ORL,W,241,104,8
HOU,11/27/2016,HOU @ POR,W,240,130,16
PHX,11/27/2016,PHX vs. DEN,L,240,114,-6
SAC,11/27/2016,SAC @ BKN,W,241,122,17
DEN,11/27/2016,DEN @ PHX,W,240,120,6
POR,11/27/2016,POR vs. HOU,L,241,114,-16
CLE,11/27/2016,CLE @ PHI,W,241,112,4
PHI,11/27/2016,PHI vs. CLE,L,241,108,-4
DAL,11/27/2016,DAL vs. NOP,W,240,91,10
BKN,11/27/2016,BKN vs. SAC,L,241,105,-17
SAC,11/28/2016,SAC @ WAS,L,265,95,-6
TOR,11/28/2016,TOR vs. PHI,W,241,122,27
WAS,11/28/2016,WAS vs. SAC,W,267,101,6
CHA,11/28/2016,CHA @ MEM,W,241,104,19
OKC,11/28/2016,OKC @ NYK,W,240,112,9
MEM,11/28/2016,MEM vs. CHA,L,239,85,-19
BOS,11/28/2016,BOS @ MIA,W,240,112,8
UTA,11/28/2016,UTA @ MIN,W,239,112,9
ATL,11/28/2016,ATL @ GSW,L,239,100,-5
MIN,11/28/2016,MIN vs. UTA,L,239,103,-9
MIA,11/28/2016,MIA vs. BOS,L,241,104,-8
PHI,11/28/2016,PHI @ TOR,L,241,95,-27
NYK,11/28/2016,NYK vs. OKC,L,240,103,-9
GSW,11/28/2016,GSW vs. ATL,W,239,105,5
CLE,11/29/2016,CLE @ MIL,L,240,101,-17
LAL,11/29/2016,LAL @ NOP,L,240,88,-17
LAC,11/29/2016,LAC @ BKN,L,291,122,-5
SAS,11/29/2016,SAS vs. ORL,L,240,83,-12
BKN,11/29/2016,BKN vs. LAC,W,291,127,5
MIL,11/29/2016,MIL vs. CLE,W,242,118,17
NOP,11/29/2016,NOP vs. LAL,W,240,105,17
DET,11/29/2016,DET @ CHA,W,240,112,23
UTA,11/29/2016,UTA vs. HOU,W,239,120,19
ORL,11/29/2016,ORL @ SAS,W,242,95,12
CHA,11/29/2016,CHA vs. DET,L,241,89,-23
HOU,11/29/2016,HOU @ UTA,L,238,101,-19
DEN,11/30/2016,DEN vs. MIA,L,240,98,-8
LAL,11/30/2016,LAL @ CHI,W,240,96,6
TOR,11/30/2016,TOR vs. MEM,W,241,120,15
IND,11/30/2016,IND @ POR,L,239,109,-22
CHI,11/30/2016,CHI vs. LAL,L,241,90,-6
DAL,11/30/2016,DAL vs. SAS,L,241,87,-7
NYK,11/30/2016,NYK @ MIN,W,240,106,2
DET,11/30/2016,DET @ BOS,W,240,121,7
POR,11/30/2016,POR vs. IND,W,240,131,22
BOS,11/30/2016,BOS vs. DET,L,241,114,-7
PHX,11/30/2016,PHX vs. ATL,W,240,109,2
SAS,11/30/2016,SAS @ DAL,W,240,94,7
MIA,11/30/2016,MIA @ DEN,W,239,106,8
ATL,11/30/2016,ATL @ PHX,L,239,107,-2
OKC,11/30/2016,OKC vs. WAS,W,265,126,11
WAS,11/30/2016,WAS @ OKC,L,266,115,-11
MEM,11/30/2016,MEM @ TOR,L,240,105,-15
MIN,11/30/2016,MIN vs. NYK,L,241,104,-2
BKN,12/01/2016,BKN vs. MIL,L,239,93,-18
MIA,12/01/2016,MIA @ UTA,W,241,111,1
CLE,12/01/2016,CLE vs. LAC,L,240,94,-19
MIL,12/01/2016,MIL @ BKN,W,241,111,18
LAC,12/01/2016,LAC @ CLE,W,240,113,19
ORL,12/01/2016,ORL @ MEM,L,240,94,-1
CHA,12/01/2016,CHA vs. DAL,W,239,97,10
UTA,12/01/2016,UTA vs. MIA,L,240,110,-1
GSW,12/01/2016,GSW vs. HOU,L,288,127,-5
HOU,12/01/2016,HOU @ GSW,W,291,132,5
DAL,12/01/2016,DAL @ CHA,L,239,87,-10
MEM,12/01/2016,MEM vs. ORL,W,240,95,1
NYK,12/02/2016,NYK vs. MIN,W,239,118,4
ORL,12/02/2016,ORL @ PHI,W,239,105,17
DEN,12/02/2016,DEN vs. HOU,L,239,110,-18
NOP,12/02/2016,NOP vs. LAC,L,239,96,-18
PHI,12/02/2016,PHI vs. ORL,L,239,88,-17
LAC,12/02/2016,LAC @ NOP,W,241,114,18
BOS,12/02/2016,BOS vs. SAC,W,240,97,5
CLE,12/02/2016,CLE @ CHI,L,240,105,-6
TOR,12/02/2016,TOR vs. LAL,W,241,113,33
SAS,12/02/2016,SAS vs. WAS,W,240,107,2
DET,12/02/2016,DET @ ATL,W,241,121,36
WAS,12/02/2016,WAS @ SAS,L,240,105,-2
LAL,12/02/2016,LAL @ TOR,L,240,80,-33
CHI,12/02/2016,CHI vs. CLE,W,241,111,6
HOU,12/02/2016,HOU @ DEN,W,240,128,18
SAC,12/02/2016,SAC @ BOS,L,240,92,-5
MIN,12/02/2016,MIN @ NYK,L,241,114,-4
ATL,12/02/2016,ATL vs. DET,L,241,85,-36
MIN,12/03/2016,MIN @ CHA,W,265,125,5
MIA,12/03/2016,MIA @ POR,L,240,92,-7
BOS,12/03/2016,BOS @ PHI,W,238,107,1
CHA,12/03/2016,CHA vs. MIN,L,265,120,-5
PHX,12/03/2016,PHX @ GSW,L,239,109,-29
UTA,12/03/2016,UTA vs. DEN,W,241,105,7
TOR,12/03/2016,TOR vs. ATL,W,240,128,44
DEN,12/03/2016,DEN @ UTA,L,240,98,-7
GSW,12/03/2016,GSW vs. PHX,W,242,138,29
LAL,12/03/2016,LAL @ MEM,L,240,100,-3
MEM,12/03/2016,MEM vs. LAL,W,238,103,3
BKN,12/03/2016,BKN @ MIL,L,240,103,-9
DAL,12/03/2016,DAL vs. CHI,W,239,107,25
MIL,12/03/2016,MIL vs. BKN,W,241,112,9
POR,12/03/2016,POR vs. MIA,W,239,99,7
PHI,12/03/2016,PHI vs. BOS,L,241,106,-1
CHI,12/03/2016,CHI @ DAL,L,241,82,-25
ATL,12/03/2016,ATL @ TOR,L,240,84,-44
OKC,12/04/2016,OKC vs. NOP,W,242,101,9
LAC,12/04/2016,LAC vs. IND,L,241,102,-9
IND,12/04/2016,IND @ LAC,W,240,111,9
ORL,12/04/2016,ORL @ DET,W,240,98,6
NOP,12/04/2016,NOP @ OKC,L,239,92,-9
NYK,12/04/2016,NYK vs. SAC,W,242,106,8
DET,12/04/2016,DET vs. ORL,L,240,92,-6
SAC,12/04/2016,SAC @ NYK,L,240,98,-8
ATL,12/05/2016,ATL vs. OKC,L,241,99,-3
CHI,12/05/2016,CHI vs. POR,L,240,110,-2
CLE,12/05/2016,CLE @ TOR,W,239,116,4
SAS,12/05/2016,SAS @ MIL,W,241,97,1
NOP,12/05/2016,NOP vs. MEM,L,289,108,-2
HOU,12/05/2016,HOU vs. BOS,W,240,107,1
WAS,12/05/2016,WAS @ BKN,W,241,118,5
TOR,12/05/2016,TOR vs. CLE,L,240,112,-4
LAL,12/05/2016,LAL vs. UTA,L,239,101,-6
DEN,12/05/2016,DEN @ PHI,W,241,106,8
CHA,12/05/2016,CHA @ DAL,W,241,109,8
MEM,12/05/2016,MEM @ NOP,W,290,110,2
POR,12/05/2016,POR @ CHI,W,239,112,2
GSW,12/05/2016,GSW vs. IND,W,238,142,36
IND,12/05/2016,IND @ GSW,L,242,106,-36
MIL,12/05/2016,MIL vs. SAS,L,240,96,-1
OKC,12/05/2016,OKC @ ATL,W,240,102,3
UTA,12/05/2016,UTA @ LAL,W,241,107,6
PHI,12/05/2016,PHI vs. DEN,L,239,98,-8
BOS,12/05/2016,BOS @ HOU,L,240,106,-1
DAL,12/05/2016,DAL vs. CHA,L,240,101,-8
BKN,12/05/2016,BKN vs. WAS,L,240,113,-5
PHX,12/06/2016,PHX @ UTA,L,240,105,-7
NYK,12/06/2016,NYK @ MIA,W,239,114,11
WAS,12/06/2016,WAS vs. ORL,L,240,116,-8
MEM,12/06/2016,MEM vs. PHI,W,242,96,5
CHI,12/06/2016,CHI @ DET,L,241,91,-11
ORL,12/06/2016,ORL @ WAS,W,239,124,8
DET,12/06/2016,DET vs. CHI,W,239,102,11
MIN,12/06/2016,MIN vs. SAS,L,240,91,-14
MIA,12/06/2016,MIA vs. NYK,L,240,103,-11
PHI,12/06/2016,PHI @ MEM,L,240,91,-5
SAS,12/06/2016,SAS @ MIN,W,240,105,14
UTA,12/06/2016,UTA vs. PHX,W,241,112,7
DET,12/07/2016,DET @ CHA,L,240,77,-10
LAC,12/07/2016,LAC vs. GSW,L,239,98,-17
MIL,12/07/2016,MIL vs. POR,W,240,115,8
HOU,12/07/2016,HOU vs. LAL,W,240,134,39
ORL,12/07/2016,ORL vs. BOS,L,241,87,-30
CHA,12/07/2016,CHA vs. DET,W,240,87,10
IND,12/07/2016,IND @ PHX,W,239,109,15
BOS,12/07/2016,BOS @ ORL,W,239,117,30
PHX,12/07/2016,PHX vs. IND,L,240,94,-15
CLE,12/07/2016,CLE @ NYK,W,239,126,32
DAL,12/07/2016,DAL vs. SAC,L,240,89,-31
GSW,12/07/2016,GSW @ LAC,W,240,115,17
MIA,12/07/2016,MIA @ ATL,L,240,95,-8
POR,12/07/2016,POR @ MIL,L,240,107,-8
NYK,12/07/2016,NYK vs. CLE,L,241,94,-32
SAC,12/07/2016,SAC @ DAL,W,240,120,31
LAL,12/07/2016,LAL @ HOU,L,240,95,-39
ATL,12/07/2016,ATL vs. MIA,W,240,103,8
DEN,12/07/2016,DEN @ BKN,L,239,111,-5
BKN,12/07/2016,BKN vs. DEN,W,241,116,5
MIN,12/08/2016,MIN @ TOR,L,240,110,-14
GSW,12/08/2016,GSW @ UTA,W,240,106,7
POR,12/08/2016,POR @ MEM,L,241,86,-2
SAS,12/08/2016,SAS @ CHI,L,239,91,-4
TOR,12/08/2016,TOR vs. MIN,W,239,124,14
PHI,12/08/2016,PHI @ NOP,W,240,99,11
MEM,12/08/2016,MEM vs. POR,W,241,88,2
NOP,12/08/2016,NOP vs. PHI,L,241,88,-11
CHI,12/08/2016,CHI vs. SAS,W,240,95,4
DEN,12/08/2016,DEN @ WAS,L,240,85,-7
WAS,12/08/2016,WAS vs. DEN,W,239,92,7
UTA,12/08/2016,UTA vs. GSW,L,241,99,-7
LAL,12/09/2016,LAL vs. PHX,L,241,115,-4
SAC,12/09/2016,SAC vs. NYK,L,240,100,-3
CHA,12/09/2016,CHA vs. ORL,W,241,109,21
HOU,12/09/2016,HOU @ OKC,W,240,102,3
BOS,12/09/2016,BOS vs. TOR,L,240,94,-7
ATL,12/09/2016,ATL @ MIL,W,240,114,4
DAL,12/09/2016,DAL vs. IND,W,240,111,8
IND,12/09/2016,IND @ DAL,L,239,103,-8
PHX,12/09/2016,PHX @ LAL,W,241,119,4
MIL,12/09/2016,MIL vs. ATL,L,240,110,-4
OKC,12/09/2016,OKC vs. HOU,L,239,99,-3
DET,12/09/2016,DET @ MIN,W,240,117,27
CLE,12/09/2016,CLE vs. MIA,W,239,114,30
NYK,12/09/2016,NYK @ SAC,W,240,103,3
TOR,12/09/2016,TOR @ BOS,W,240,101,7
ORL,12/09/2016,ORL @ CHA,L,238,88,-21
MIN,12/09/2016,MIN vs. DET,L,240,90,-27
MIA,12/09/2016,MIA @ CLE,L,240,84,-30
CHA,12/10/2016,CHA @ CLE,L,241,105,-11
POR,12/10/2016,POR @ IND,L,241,111,-7
BKN,12/10/2016,BKN @ SAS,L,241,101,-29
MIA,12/10/2016,MIA @ CHI,L,241,100,-5
CHI,12/10/2016,CHI vs. MIA,W,239,105,5
UTA,12/10/2016,UTA vs. SAC,W,240,104,20
MEM,12/10/2016,MEM vs. GSW,W,240,110,21
DEN,12/10/2016,DEN @ ORL,W,240,121,8
CLE,12/10/2016,CLE vs. CHA,W,239,116,11
SAC,12/10/2016,SAC @ UTA,L,241,84,-20
SAS,12/10/2016,SAS vs. BKN,W,239,130,29
DAL,12/10/2016,DAL @ HOU,L,240,87,-22
MIL,12/10/2016,MIL @ WAS,L,239,105,-5
ORL,12/10/2016,ORL vs. DEN,L,240,113,-8
IND,12/10/2016,IND vs. POR,W,241,118,7
GSW,12/10/2016,GSW @ MEM,L,240,89,-21
WAS,12/10/2016,WAS vs. MIL,W,240,110,5
NOP,12/10/2016,NOP @ LAC,L,241,105,-28
HOU,12/10/2016,HOU vs. DAL,W,240,109,22
LAC,12/10/2016,LAC vs. NOP,W,240,133,28
NOP,12/11/2016,NOP @ PHX,W,264,120,1
PHX,12/11/2016,PHX vs. NOP,L,264,119,-1
GSW,12/11/2016,GSW @ MIN,W,242,116,8
NYK,12/11/2016,NYK @ LAL,W,241,118,6
OKC,12/11/2016,OKC vs. BOS,W,241,99,3
DET,12/11/2016,DET vs. PHI,L,239,79,-18
PHI,12/11/2016,PHI @ DET,W,240,97,18
MIN,12/11/2016,MIN vs. GSW,L,240,108,-8
LAL,12/11/2016,LAL vs. NYK,L,240,112,-6
BOS,12/11/2016,BOS @ OKC,L,241,96,-3
MIA,12/12/2016,MIA vs. WAS,W,240,112,11
DEN,12/12/2016,DEN @ DAL,L,240,92,-20
POR,12/12/2016,POR @ LAC,L,240,120,-1
WAS,12/12/2016,WAS @ MIA,L,240,101,-11
BKN,12/12/2016,BKN @ HOU,L,240,118,-4
IND,12/12/2016,IND vs. CHA,W,240,110,16
DAL,12/12/2016,DAL vs. DEN,W,238,112,20
SAC,12/12/2016,SAC vs. LAL,W,240,116,24
LAC,12/12/2016,LAC vs. POR,W,241,121,1
CHA,12/12/2016,CHA @ IND,L,241,94,-16
LAL,12/12/2016,LAL @ SAC,L,239,92,-24
TOR,12/12/2016,TOR vs. MIL,W,240,122,22
MIL,12/12/2016,MIL @ TOR,L,240,100,-22
HOU,12/12/2016,HOU vs. BKN,W,241,122,4
ATL,12/13/2016,ATL vs. ORL,L,241,120,-11
CLE,12/13/2016,CLE vs. MEM,W,240,103,17
ORL,12/13/2016,ORL @ ATL,W,241,131,11
POR,12/13/2016,POR vs. OKC,W,241,114,19
GSW,12/13/2016,GSW @ NOP,W,239,113,4
MEM,12/13/2016,MEM @ CLE,L,239,86,-17
MIN,12/13/2016,MIN @ CHI,W,239,99,5
PHX,12/13/2016,PHX vs. NYK,W,264,113,2
OKC,12/13/2016,OKC @ POR,L,239,95,-19
CHI,12/13/2016,CHI vs. MIN,L,240,94,-5
NOP,12/13/2016,NOP vs. GSW,L,240,109,-4
NYK,12/13/2016,NYK @ PHX,L,265,111,-2
MIA,12/14/2016,MIA vs. IND,W,242,95,6
WAS,12/14/2016,WAS vs. CHA,W,239,109,3
HOU,12/14/2016,HOU vs. SAC,W,241,132,34
OKC,12/14/2016,OKC @ UTA,L,241,89,-20
UTA,12/14/2016,UTA vs. OKC,W,241,109,20
SAS,12/14/2016,SAS vs. BOS,W,240,108,7
TOR,12/14/2016,TOR @ PHI,W,240,123,9
PHI,12/14/2016,PHI vs. TOR,L,239,114,-9
CLE,12/14/2016,CLE @ MEM,L,240,85,-8
CHA,12/14/2016,CHA @ WAS,L,240,106,-3
SAC,12/14/2016,SAC @ HOU,L,241,98,-34
BKN,12/14/2016,BKN vs. LAL,W,240,107,10
ORL,12/14/2016,ORL vs. LAC,L,239,108,-5
DAL,12/14/2016,DAL vs. DET,L,240,85,-10
MEM,12/14/2016,MEM vs. CLE,W,240,93,8
BOS,12/14/2016,BOS @ SAS,L,242,101,-7
IND,12/14/2016,IND @ MIA,L,240,89,-6
LAL,12/14/2016,LAL @ BKN,L,240,97,-10
LAC,12/14/2016,LAC @ ORL,W,240,113,5
DET,12/14/2016,DET @ DAL,W,241,95,10
GSW,12/15/2016,GSW vs. NYK,W,241,103,13
CHI,12/15/2016,CHI @ MIL,L,240,97,-11
MIL,12/15/2016,MIL vs. CHI,W,239,108,11
NOP,12/15/2016,NOP vs. IND,W,240,102,7
NYK,12/15/2016,NYK @ GSW,L,242,90,-13
DEN,12/15/2016,DEN vs. POR,W,240,132,12
IND,12/15/2016,IND @ NOP,L,239,95,-7
SAS,12/15/2016,SAS @ PHX,W,240,107,15
PHX,12/15/2016,PHX vs. SAS,L,241,92,-15
POR,12/15/2016,POR @ DEN,L,240,120,-12
ORL,12/16/2016,ORL vs. BKN,W,241,118,7
BKN,12/16/2016,BKN @ ORL,L,243,111,-7
TOR,12/16/2016,TOR vs. ATL,L,241,121,-4
MIA,12/16/2016,MIA vs. LAC,L,241,98,-4
BOS,12/16/2016,BOS vs. CHA,W,241,96,8
DAL,12/16/2016,DAL @ UTA,L,241,100,-3
MEM,12/16/2016,MEM vs. SAC,L,240,92,-4
LAL,12/16/2016,LAL @ PHI,W,239,100,11
CHI,12/16/2016,CHI vs. MIL,L,239,69,-26
SAC,12/16/2016,SAC @ MEM,W,239,96,4
LAC,12/16/2016,LAC @ MIA,W,240,102,4
HOU,12/16/2016,HOU vs. NOP,W,240,122,22
CHA,12/16/2016,CHA @ BOS,L,241,88,-8
DET,12/16/2016,DET @ WAS,L,240,108,-14
PHI,12/16/2016,PHI vs. LAL,L,240,89,-11
UTA,12/16/2016,UTA vs. DAL,W,241,103,3
WAS,12/16/2016,WAS vs. DET,W,240,122,14
NOP,12/16/2016,NOP @ HOU,L,240,100,-22
ATL,12/16/2016,ATL @ TOR,W,241,125,4
MIL,12/16/2016,MIL @ CHI,W,241,95,26
IND,12/17/2016,IND @ DET,W,239,105,15
LAL,12/17/2016,LAL @ CLE,L,241,108,-11
NYK,12/17/2016,NYK @ DEN,L,241,114,-13
OKC,12/17/2016,OKC vs. PHX,W,240,114,13
GSW,12/17/2016,GSW vs. POR,W,240,135,45
HOU,12/17/2016,HOU @ MIN,W,265,111,2
PHX,12/17/2016,PHX @ OKC,L,239,101,-13
POR,12/17/2016,POR @ GSW,L,240,90,-45
DEN,12/17/2016,DEN vs. NYK,W,241,127,13
CLE,12/17/2016,CLE vs. LAL,W,240,119,11
CHA,12/17/2016,CHA @ ATL,W,240,107,8
MIN,12/17/2016,MIN vs. HOU,L,265,109,-2
ATL,12/17/2016,ATL vs. CHA,L,240,99,-8
DET,12/17/2016,DET vs. IND,L,239,90,-15
TOR,12/18/2016,TOR @ ORL,W,240,109,30
ORL,12/18/2016,ORL vs. TOR,L,240,79,-30
NOP,12/18/2016,NOP @ SAS,L,239,100,-13
MIA,12/18/2016,MIA vs. BOS,L,242,95,-10
SAC,12/18/2016,SAC @ DAL,L,241,79,-20
BKN,12/18/2016,BKN @ PHI,L,240,107,-1
UTA,12/18/2016,UTA @ MEM,W,238,82,9
BOS,12/18/2016,BOS @ MIA,W,240,105,10
DAL,12/18/2016,DAL vs. SAC,W,241,99,20
WAS,12/18/2016,WAS vs. LAC,W,240,117,7
SAS,12/18/2016,SAS vs. NOP,W,241,113,13
LAC,12/18/2016,LAC @ WAS,L,240,110,-7
MEM,12/18/2016,MEM vs. UTA,L,241,73,-9
PHI,12/18/2016,PHI vs. BKN,W,240,108,1
IND,12/19/2016,IND vs. WAS,W,241,107,2
DAL,12/19/2016,DAL @ DEN,L,239,107,-10
WAS,12/19/2016,WAS @ IND,L,241,105,-2
MIN,12/19/2016,MIN vs. PHX,W,240,115,7
DEN,12/19/2016,DEN vs. DAL,W,240,117,10
PHX,12/19/2016,PHX @ MIN,L,242,108,-7
CHI,12/19/2016,CHI vs. DET,W,239,113,31
DET,12/19/2016,DET @ CHI,L,240,82,-31
OKC,12/19/2016,OKC vs. ATL,L,240,108,-2
ATL,12/19/2016,ATL @ OKC,W,240,110,2
IND,12/20/2016,IND @ NYK,L,239,111,-7
CHA,12/20/2016,CHA vs. LAL,W,241,117,4
LAC,12/20/2016,LAC vs. DEN,W,241,119,17
UTA,12/20/2016,UTA @ GSW,L,240,74,-30
SAC,12/20/2016,SAC vs. POR,W,241,126,5
BKN,12/20/2016,BKN @ TOR,L,239,104,-12
DEN,12/20/2016,DEN @ LAC,L,240,102,-17
MEM,12/20/2016,MEM vs. BOS,L,266,109,-3
TOR,12/20/2016,TOR vs. BKN,W,242,116,12
NOP,12/20/2016,NOP @ PHI,W,241,108,15
SAS,12/20/2016,SAS @ HOU,W,240,102,2
CLE,12/20/2016,CLE @ MIL,W,264,114,6
POR,12/20/2016,POR @ SAC,L,239,121,-5
MIA,12/20/2016,MIA vs. ORL,L,290,130,-6
MIL,12/20/2016,MIL vs. CLE,L,265,108,-6
HOU,12/20/2016,HOU vs. SAS,L,241,100,-2
NYK,12/20/2016,NYK vs. IND,W,241,118,7
GSW,12/20/2016,GSW vs. UTA,W,239,104,30
BOS,12/20/2016,BOS @ MEM,W,265,112,3
LAL,12/20/2016,LAL @ CHA,L,240,113,-4
PHI,12/20/2016,PHI vs. NOP,L,241,93,-15
ORL,12/20/2016,ORL @ MIA,W,290,136,6
CHI,12/21/2016,CHI vs. WAS,L,240,97,-10
OKC,12/21/2016,OKC @ NOP,W,240,121,11
HOU,12/21/2016,HOU @ PHX,W,239,125,14
SAC,12/21/2016,SAC @ UTA,W,239,94,1
UTA,12/21/2016,UTA vs. SAC,L,240,93,-1
MIN,12/21/2016,MIN @ ATL,W,240,92,8
MEM,12/21/2016,MEM @ DET,W,241,98,12
CLE,12/21/2016,CLE vs. MIL,W,240,113,11
MIL,12/21/2016,MIL @ CLE,L,239,102,-11
WAS,12/21/2016,WAS @ CHI,W,239,107,10
PHX,12/21/2016,PHX vs. HOU,L,241,111,-14
DET,12/21/2016,DET vs. MEM,L,240,86,-12
DAL,12/21/2016,DAL @ POR,W,240,96,1
ATL,12/21/2016,ATL vs. MIN,L,241,84,-8
POR,12/21/2016,POR vs. DAL,L,241,95,-1
NOP,12/21/2016,NOP vs. OKC,L,242,110,-11
LAL,12/22/2016,LAL @ MIA,L,241,107,-8
GSW,12/22/2016,GSW @ BKN,W,240,117,16
LAC,12/22/2016,LAC vs. SAS,W,240,106,5
BKN,12/22/2016,BKN vs. GSW,L,239,101,-16
NYK,12/22/2016,NYK vs. ORL,W,240,106,11
MIA,12/22/2016,MIA vs. LAL,W,240,115,8
IND,12/22/2016,IND vs. BOS,L,240,102,-7
BOS,12/22/2016,BOS @ IND,W,240,109,7
SAS,12/22/2016,SAS @ LAC,L,239,101,-5
ORL,12/22/2016,ORL @ NYK,L,241,95,-11
MIN,12/23/2016,MIN vs. SAC,L,241,105,-4
GSW,12/23/2016,GSW @ DET,W,240,119,6
MIA,12/23/2016,MIA @ NOP,L,241,87,-4
SAC,12/23/2016,SAC @ MIN,W,242,109,4
LAL,12/23/2016,LAL @ ORL,L,239,90,-19
PHX,12/23/2016,PHX vs. PHI,W,240,123,7
ORL,12/23/2016,ORL vs. LAL,W,242,109,19
MEM,12/23/2016,MEM vs. HOU,W,242,115,6
DAL,12/23/2016,DAL @ LAC,W,241,90,2
HOU,12/23/2016,HOU @ MEM,L,240,109,-6
PHI,12/23/2016,PHI @ PHX,L,239,116,-7
CLE,12/23/2016,CLE vs. BKN,W,240,119,20
POR,12/23/2016,POR vs. SAS,L,240,90,-20
DET,12/23/2016,DET vs. GSW,L,239,113,-6
OKC,12/23/2016,OKC @ BOS,W,239,117,5
LAC,12/23/2016,LAC vs. DAL,L,241,88,-2
MIL,12/23/2016,MIL vs. WAS,W,241,123,27
WAS,12/23/2016,WAS @ MIL,L,240,96,-27
TOR,12/23/2016,TOR @ UTA,W,240,104,6
CHA,12/23/2016,CHA vs. CHI,W,241,103,12
NOP,12/23/2016,NOP vs. MIA,W,240,91,4
DEN,12/23/2016,DEN vs. ATL,L,241,108,-1
CHI,12/23/2016,CHI @ CHA,L,240,91,-12
BOS,12/23/2016,BOS vs. OKC,L,241,112,-5
SAS,12/23/2016,SAS @ POR,W,239,110,20
BKN,12/23/2016,BKN @ CLE,L,240,99,-20
UTA,12/23/2016,UTA vs. TOR,L,240,98,-6
ATL,12/23/2016,ATL @ DEN,W,239,109,1
NYK,12/25/2016,NYK vs. BOS,L,240,114,-5
LAL,12/25/2016,LAL vs. LAC,W,240,111,9
LAC,12/25/2016,LAC @ LAL,L,240,102,-9
SAS,12/25/2016,SAS vs. CHI,W,238,119,19
BOS,12/25/2016,BOS @ NYK,W,240,119,5
OKC,12/25/2016,OKC vs. MIN,W,240,112,12
GSW,12/25/2016,GSW @ CLE,L,241,108,-1
MIN,12/25/2016,MIN @ OKC,L,240,100,-12
CLE,12/25/2016,CLE vs. GSW,W,241,109,1
CHI,12/25/2016,CHI @ SAS,L,239,100,-19
MEM,12/26/2016,MEM @ ORL,L,240,102,-10
NOP,12/26/2016,NOP vs. DAL,W,240,111,7
DET,12/26/2016,DET vs. CLE,W,238,106,16
PHI,12/26/2016,PHI @ SAC,L,241,100,-2
PHX,12/26/2016,PHX @ HOU,L,241,115,-16
SAC,12/26/2016,SAC vs. PHI,W,240,102,2
ATL,12/26/2016,ATL @ MIN,L,240,90,-14
CHA,12/26/2016,CHA @ BKN,L,240,118,-2
MIN,12/26/2016,MIN vs. ATL,W,241,104,14
LAC,12/26/2016,LAC vs. DEN,L,240,102,-4
HOU,12/26/2016,HOU vs. PHX,W,239,131,16
DEN,12/26/2016,DEN @ LAC,W,240,106,4
MIL,12/26/2016,MIL @ WAS,L,239,102,-5
IND,12/26/2016,IND @ CHI,L,239,85,-5
CLE,12/26/2016,CLE @ DET,L,240,90,-16
TOR,12/26/2016,TOR @ POR,W,238,95,4
WAS,12/26/2016,WAS vs. MIL,W,240,107,5
ORL,12/26/2016,ORL vs. MEM,W,241,112,10
CHI,12/26/2016,CHI vs. IND,W,241,90,5
DAL,12/26/2016,DAL @ NOP,L,238,104,-7
POR,12/26/2016,POR vs. TOR,L,239,91,-4
BKN,12/26/2016,BKN vs. CHA,W,241,120,2
BOS,12/27/2016,BOS vs. MEM,W,241,113,10
OKC,12/27/2016,OKC @ MIA,W,239,106,12
HOU,12/27/2016,HOU @ DAL,W,239,123,16
MEM,12/27/2016,MEM @ BOS,L,239,103,-10
MIA,12/27/2016,MIA vs. OKC,L,239,94,-12
LAL,12/27/2016,LAL vs. UTA,L,240,100,-2
DAL,12/27/2016,DAL vs. HOU,L,239,107,-16
UTA,12/27/2016,UTA @ LAL,W,241,102,2
POR,12/28/2016,POR vs. SAC,W,240,102,13
ATL,12/28/2016,ATL vs. NYK,W,265,102,4
WAS,12/28/2016,WAS vs. IND,W,241,111,6
BKN,12/28/2016,BKN @ CHI,L,240,99,-2
MIN,12/28/2016,MIN @ DEN,L,239,103,-2
DET,12/28/2016,DET vs. MIL,L,240,94,-25
SAS,12/28/2016,SAS vs. PHX,W,241,119,21
MIL,12/28/2016,MIL @ DET,W,242,119,25
NYK,12/28/2016,NYK @ ATL,L,265,98,-4
CHA,12/28/2016,CHA @ ORL,W,241,120,19
SAC,12/28/2016,SAC @ POR,L,239,89,-13
GSW,12/28/2016,GSW vs. TOR,W,240,121,10
ORL,12/28/2016,ORL vs. CHA,L,242,101,-19
IND,12/28/2016,IND @ WAS,L,240,105,-6
LAC,12/28/2016,LAC @ NOP,L,240,98,-4
TOR,12/28/2016,TOR @ GSW,L,240,111,-10
NOP,12/28/2016,NOP vs. LAC,W,240,102,4
DEN,12/28/2016,DEN vs. MIN,W,240,105,2
CHI,12/28/2016,CHI vs. BKN,W,239,101,2
PHX,12/28/2016,PHX @ SAS,L,241,98,-21
