TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
DET,04/13/2016,DET @ CLE,W,266,112,2
LAL,04/13/2016,LAL vs. UTA,W,239,101,5
ATL,04/13/2016,ATL @ WAS,L,240,98,-11
WAS,04/13/2016,WAS vs. ATL,W,240,109,11
POR,04/13/2016,POR vs. DEN,W,241,107,8
DEN,04/13/2016,DEN @ POR,L,240,99,-8
CHI,04/13/2016,CHI vs. PHI,W,240,115,10
NOP,04/13/2016,NOP @ MIN,L,240,109,-35
CHA,04/13/2016,CHA vs. ORL,W,240,117,14
MIA,04/13/2016,MIA @ BOS,L,240,88,-10
HOU,04/13/2016,HOU vs. SAC,W,239,116,35
SAS,04/13/2016,SAS @ DAL,W,240,96,5
SAC,04/13/2016,SAC @ HOU,L,238,81,-35
ORL,04/13/2016,ORL @ CHA,L,240,103,-14
UTA,04/13/2016,UTA @ LAL,L,240,96,-5
MIL,04/13/2016,MIL vs. IND,L,240,92,-5
PHX,04/13/2016,PHX vs. LAC,W,240,114,9
PHI,04/13/2016,PHI @ CHI,L,241,105,-10
TOR,04/13/2016,TOR @ BKN,W,241,103,7
BKN,04/13/2016,BKN vs. TOR,L,240,96,-7
LAC,04/13/2016,LAC @ PHX,L,241,105,-9
MIN,04/13/2016,MIN vs. NOP,W,240,144,35
BOS,04/13/2016,BOS vs. MIA,W,240,98,10
IND,04/13/2016,IND @ MIL,W,240,97,5
DAL,04/13/2016,DAL vs. SAS,L,240,91,-5
CLE,04/13/2016,CLE vs. DET,L,265,110,-2
