TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
ORL,11/20/2017,ORL vs. IND,L,239,97,-8
UTA,11/20/2017,UTA @ PHI,L,239,86,-21
DAL,11/20/2017,DAL vs. BOS,L,265,102,-8
BOS,11/20/2017,BOS @ DAL,W,266,110,8
IND,11/20/2017,IND @ ORL,W,240,105,8
SAC,11/20/2017,SAC vs. DEN,L,241,98,-16
MEM,11/20/2017,MEM vs. POR,L,242,92,-8
NOP,11/20/2017,NOP vs. OKC,W,241,114,7
OKC,11/20/2017,OKC @ NOP,L,240,107,-7
DET,11/20/2017,DET vs. CLE,L,240,88,-28
SAS,11/20/2017,SAS vs. ATL,W,240,96,11
CLE,11/20/2017,CLE @ DET,W,239,116,28
ATL,11/20/2017,ATL @ SAS,L,238,85,-11
MIN,11/20/2017,MIN @ CHA,L,240,102,-16
WAS,11/20/2017,WAS @ MIL,W,240,99,11
LAC,11/20/2017,LAC @ NYK,L,240,85,-22
CHA,11/20/2017,CHA vs. MIN,W,240,118,16
NYK,11/20/2017,NYK vs. LAC,W,240,107,22
CHI,11/21/2017,CHI @ LAL,L,241,94,-9
LAL,11/21/2017,LAL vs. CHI,W,241,103,9
DEN,11/22/2017,DEN @ HOU,L,240,95,-30
UTA,11/22/2017,UTA vs. CHI,W,241,110,30
OKC,11/22/2017,OKC vs. GSW,W,241,108,17
PHX,11/22/2017,PHX vs. MIL,L,265,107,-6
SAC,11/22/2017,SAC vs. LAL,W,239,113,11
PHI,11/22/2017,PHI vs. POR,W,240,101,20
DAL,11/22/2017,DAL @ MEM,W,240,95,1
LAC,11/22/2017,LAC @ ATL,W,240,116,13
ORL,11/22/2017,ORL @ MIN,L,240,118,-6
MEM,11/22/2017,MEM vs. DAL,L,240,94,-1
ATL,11/22/2017,ATL vs. LAC,L,240,103,-13
BOS,11/22/2017,BOS @ MIA,L,239,98,-6
CHA,11/22/2017,CHA vs. WAS,W,264,129,5
GSW,11/22/2017,GSW @ OKC,L,239,91,-17
NOP,11/22/2017,NOP vs. SAS,W,241,107,17
CHI,11/22/2017,CHI @ UTA,L,240,80,-30
SAS,11/22/2017,SAS @ NOP,L,239,90,-17
MIN,11/22/2017,MIN vs. ORL,W,240,124,6
LAL,11/22/2017,LAL @ SAC,L,239,102,-11
POR,11/22/2017,POR @ PHI,L,238,81,-20
CLE,11/22/2017,CLE vs. BKN,W,238,119,10
HOU,11/22/2017,HOU vs. DEN,W,240,125,30
MIL,11/22/2017,MIL @ PHX,W,263,113,6
NYK,11/22/2017,NYK vs. TOR,W,240,108,8
TOR,11/22/2017,TOR @ NYK,L,240,100,-8
MIA,11/22/2017,MIA vs. BOS,W,240,104,6
BKN,11/22/2017,BKN @ CLE,L,240,109,-10
WAS,11/22/2017,WAS @ CHA,L,265,124,-5
OKC,11/24/2017,OKC vs. DET,L,240,98,-1
IND,11/24/2017,IND vs. TOR,W,239,107,3
BKN,11/24/2017,BKN vs. POR,L,241,125,-2
BOS,11/24/2017,BOS vs. ORL,W,240,118,15
ORL,11/24/2017,ORL @ BOS,L,241,103,-15
DEN,11/24/2017,DEN vs. MEM,W,240,104,12
TOR,11/24/2017,TOR @ IND,L,241,104,-3
DET,11/24/2017,DET @ OKC,W,240,99,1
MIN,11/24/2017,MIN vs. MIA,L,241,97,-12
NYK,11/24/2017,NYK @ ATL,L,241,104,-12
MIA,11/24/2017,MIA @ MIN,W,240,109,12
NOP,11/24/2017,NOP @ PHX,W,241,115,24
POR,11/24/2017,POR @ BKN,W,239,127,2
CHI,11/24/2017,CHI @ GSW,L,240,94,-49
ATL,11/24/2017,ATL vs. NYK,W,240,116,12
CLE,11/24/2017,CLE vs. CHA,W,240,100,1
PHX,11/24/2017,PHX vs. NOP,L,240,91,-24
GSW,11/24/2017,GSW vs. CHI,W,240,143,49
CHA,11/24/2017,CHA @ CLE,L,240,99,-1
MEM,11/24/2017,MEM @ DEN,L,240,92,-12
NOP,11/25/2017,NOP @ GSW,L,240,95,-15
OKC,11/25/2017,OKC @ DAL,L,241,81,-16
UTA,11/25/2017,UTA vs. MIL,W,239,121,13
ATL,11/25/2017,ATL vs. TOR,L,241,78,-34
NYK,11/25/2017,NYK @ HOU,L,240,102,-15
IND,11/25/2017,IND vs. BOS,L,240,98,-10
GSW,11/25/2017,GSW vs. NOP,W,239,110,15
TOR,11/25/2017,TOR @ ATL,W,240,112,34
PHI,11/25/2017,PHI vs. ORL,W,242,130,19
HOU,11/25/2017,HOU vs. NYK,W,240,117,15
DAL,11/25/2017,DAL vs. OKC,W,241,97,16
BOS,11/25/2017,BOS @ IND,W,240,108,10
POR,11/25/2017,POR @ WAS,W,240,108,3
CHA,11/25/2017,CHA vs. SAS,L,238,86,-20
SAC,11/25/2017,SAC vs. LAC,L,241,95,-2
MIL,11/25/2017,MIL @ UTA,L,239,108,-13
WAS,11/25/2017,WAS vs. POR,L,241,105,-3
LAC,11/25/2017,LAC @ SAC,W,239,97,2
SAS,11/25/2017,SAS @ CHA,W,240,106,20
ORL,11/25/2017,ORL @ PHI,L,240,111,-19
BKN,11/26/2017,BKN @ MEM,W,239,98,10
PHX,11/26/2017,PHX @ MIN,L,239,108,-11
CHI,11/26/2017,CHI vs. MIA,L,241,93,-7
MIA,11/26/2017,MIA @ CHI,W,240,100,7
MIN,11/26/2017,MIN vs. PHX,W,240,119,11
MEM,11/26/2017,MEM vs. BKN,L,241,88,-10
SAS,11/27/2017,SAS vs. DAL,W,240,115,5
ORL,11/27/2017,ORL @ IND,L,239,109,-12
IND,11/27/2017,IND vs. ORL,W,240,121,12
LAL,11/27/2017,LAL @ LAC,L,241,115,-5
HOU,11/27/2017,HOU vs. BKN,W,239,117,14
POR,11/27/2017,POR @ NYK,W,240,103,12
DET,11/27/2017,DET @ BOS,W,241,118,10
SAC,11/27/2017,SAC @ GSW,W,240,110,4
PHI,11/27/2017,PHI vs. CLE,L,240,91,-22
LAC,11/27/2017,LAC vs. LAL,W,240,120,5
BKN,11/27/2017,BKN @ HOU,L,240,103,-14
CLE,11/27/2017,CLE @ PHI,W,242,113,22
BOS,11/27/2017,BOS vs. DET,L,242,108,-10
GSW,11/27/2017,GSW vs. SAC,L,240,106,-4
DAL,11/27/2017,DAL @ SAS,L,241,108,-7
NYK,11/27/2017,NYK vs. POR,L,239,91,-12
CLE,11/28/2017,CLE vs. MIA,W,241,108,11
WAS,11/28/2017,WAS @ MIN,W,239,92,3
MIL,11/28/2017,MIL @ SAC,W,241,112,25
PHX,11/28/2017,PHX @ CHI,W,240,104,5
MIA,11/28/2017,MIA @ CLE,L,239,97,-11
CHI,11/28/2017,CHI vs. PHX,L,240,99,-5
DEN,11/28/2017,DEN @ UTA,L,240,77,-29
UTA,11/28/2017,UTA vs. DEN,W,241,106,29
SAC,11/28/2017,SAC vs. MIL,L,239,87,-25
MIN,11/28/2017,MIN vs. WAS,L,239,89,-3
SAS,11/29/2017,SAS vs. MEM,W,241,104,9
NYK,11/29/2017,NYK vs. MIA,W,240,115,29
LAL,11/29/2017,LAL vs. GSW,L,265,123,-4
WAS,11/29/2017,WAS @ PHI,L,239,113,-5
MEM,11/29/2017,MEM @ SAS,L,239,95,-9
ORL,11/29/2017,ORL vs. OKC,W,240,121,13
DAL,11/29/2017,DAL vs. BKN,L,240,104,-5
MIA,11/29/2017,MIA @ NYK,L,240,86,-29
TOR,11/29/2017,TOR vs. CHA,W,239,126,13
PHI,11/29/2017,PHI vs. WAS,W,240,118,5
CHA,11/29/2017,CHA @ TOR,L,241,113,-13
PHX,11/29/2017,PHX @ DET,L,241,107,-24
DET,11/29/2017,DET vs. PHX,W,240,131,24
OKC,11/29/2017,OKC @ ORL,L,240,108,-13
GSW,11/29/2017,GSW @ LAL,W,264,127,4
BKN,11/29/2017,BKN @ DAL,W,240,109,5
NOP,11/29/2017,NOP vs. MIN,L,241,102,-18
IND,11/29/2017,IND @ HOU,L,238,97,-21
HOU,11/29/2017,HOU vs. IND,W,239,118,17
MIN,11/29/2017,MIN @ NOP,W,242,120,18
LAC,11/30/2017,LAC vs. UTA,L,241,107,-19
PHI,11/30/2017,PHI @ BOS,L,241,97,-11
BOS,11/30/2017,BOS vs. PHI,W,242,108,11
CHI,11/30/2017,CHI @ DEN,L,240,110,-1
MIL,11/30/2017,MIL @ POR,W,240,103,12
POR,11/30/2017,POR vs. MIL,L,241,91,-12
ATL,11/30/2017,ATL vs. CLE,L,240,114,-7
CLE,11/30/2017,CLE @ ATL,W,240,121,7
UTA,11/30/2017,UTA @ LAC,W,238,126,19
DEN,11/30/2017,DEN vs. CHI,W,238,111,1
IND,12/01/2017,IND @ TOR,L,240,115,-5
DET,12/01/2017,DET @ WAS,L,239,91,-18
ORL,12/01/2017,ORL vs. GSW,L,239,112,-21
UTA,12/01/2017,UTA vs. NOP,W,240,114,6
CHA,12/01/2017,CHA @ MIA,L,239,100,-5
SAC,12/01/2017,SAC @ CHI,W,241,107,1
WAS,12/01/2017,WAS vs. DET,W,242,109,18
MIA,12/01/2017,MIA vs. CHA,W,242,105,5
OKC,12/01/2017,OKC vs. MIN,W,240,111,4
SAS,12/01/2017,SAS @ MEM,W,240,95,16
CHI,12/01/2017,CHI vs. SAC,L,240,106,-1
TOR,12/01/2017,TOR vs. IND,W,239,120,5
GSW,12/01/2017,GSW @ ORL,W,238,133,21
NOP,12/01/2017,NOP @ UTA,L,241,108,-6
MIN,12/01/2017,MIN @ OKC,L,240,107,-4
MEM,12/01/2017,MEM vs. SAS,L,241,79,-16
ATL,12/02/2017,ATL @ BKN,W,241,114,12
PHI,12/02/2017,PHI vs. DET,W,242,108,5
POR,12/02/2017,POR vs. NOP,L,239,116,-7
BOS,12/02/2017,BOS vs. PHX,W,239,116,5
BKN,12/02/2017,BKN vs. ATL,L,239,102,-12
LAL,12/02/2017,LAL @ DEN,L,240,100,-15
DET,12/02/2017,DET @ PHI,L,241,103,-5
NOP,12/02/2017,NOP @ POR,W,241,123,7
MIL,12/02/2017,MIL vs. SAC,W,240,109,5
PHX,12/02/2017,PHX @ BOS,L,239,111,-5
MEM,12/02/2017,MEM @ CLE,L,241,111,-5
LAC,12/02/2017,LAC @ DAL,L,240,82,-26
SAC,12/02/2017,SAC @ MIL,L,240,104,-5
CLE,12/02/2017,CLE vs. MEM,W,240,116,5
DEN,12/02/2017,DEN vs. LAL,W,240,115,15
DAL,12/02/2017,DAL vs. LAC,W,240,108,26
MIN,12/03/2017,MIN vs. LAC,W,240,112,6
MIA,12/03/2017,MIA vs. GSW,L,239,95,-28
ORL,12/03/2017,ORL @ NYK,W,239,105,5
NYK,12/03/2017,NYK vs. ORL,L,241,100,-5
GSW,12/03/2017,GSW @ MIA,W,240,123,28
SAS,12/03/2017,SAS @ OKC,L,239,87,-3
HOU,12/03/2017,HOU @ LAL,W,241,118,23
LAC,12/03/2017,LAC @ MIN,L,241,106,-6
LAL,12/03/2017,LAL vs. HOU,L,241,95,-23
OKC,12/03/2017,OKC vs. SAS,W,239,90,3
NYK,12/04/2017,NYK @ IND,L,241,97,-18
ORL,12/04/2017,ORL @ CHA,L,238,94,-10
UTA,12/04/2017,UTA vs. WAS,W,241,116,47
CHA,12/04/2017,CHA vs. ORL,W,240,104,10
GSW,12/04/2017,GSW @ NOP,W,239,125,-2
PHX,12/04/2017,PHX @ PHI,W,239,115,14
BKN,12/04/2017,BKN @ ATL,W,240,110,20
SAS,12/04/2017,SAS vs. DET,W,241,96,3
PHI,12/04/2017,PHI vs. PHX,L,240,101,-14
BOS,12/04/2017,BOS vs. MIL,W,241,111,11
MEM,12/04/2017,MEM vs. MIN,W,239,95,3
CLE,12/04/2017,CLE @ CHI,W,240,113,22
WAS,12/04/2017,WAS @ UTA,L,240,69,-47
MIN,12/04/2017,MIN @ MEM,L,240,92,-3
NOP,12/04/2017,NOP vs. GSW,L,239,115,2
CHI,12/04/2017,CHI vs. CLE,L,241,91,-22
DEN,12/04/2017,DEN @ DAL,L,240,105,-17
IND,12/04/2017,IND vs. NYK,W,240,115,18
DAL,12/04/2017,DAL vs. DEN,W,239,122,17
ATL,12/04/2017,ATL vs. BKN,L,241,90,-20
DET,12/04/2017,DET @ SAS,L,240,93,-3
MIL,12/04/2017,MIL @ BOS,L,239,100,-11
WAS,12/05/2017,WAS @ POR,W,240,106,14
TOR,12/05/2017,TOR vs. PHX,W,237,126,13
POR,12/05/2017,POR vs. WAS,L,241,92,-14
UTA,12/05/2017,UTA @ OKC,L,239,94,-6
PHX,12/05/2017,PHX @ TOR,L,239,113,-13
OKC,12/05/2017,OKC vs. UTA,W,240,100,6
CLE,12/06/2017,CLE vs. SAC,W,241,101,6
BOS,12/06/2017,BOS vs. DAL,W,241,97,7
CHA,12/06/2017,CHA vs. GSW,L,241,87,-14
IND,12/06/2017,IND vs. CHI,W,241,98,2
SAC,12/06/2017,SAC @ CLE,L,241,95,-6
SAS,12/06/2017,SAS vs. MIA,W,240,117,12
DET,12/06/2017,DET @ MIL,L,240,100,-4
NYK,12/06/2017,NYK vs. MEM,W,241,99,11
DAL,12/06/2017,DAL @ BOS,L,240,90,-7
ATL,12/06/2017,ATL @ ORL,L,265,106,-4
MIN,12/06/2017,MIN @ LAC,W,240,113,6
CHI,12/06/2017,CHI @ IND,L,240,96,-2
MEM,12/06/2017,MEM @ NYK,L,240,88,-11
GSW,12/06/2017,GSW @ CHA,W,241,101,14
MIL,12/06/2017,MIL vs. DET,W,240,104,4
MIA,12/06/2017,MIA @ SAS,L,241,105,-12
ORL,12/06/2017,ORL vs. ATL,W,265,110,4
NOP,12/06/2017,NOP vs. DEN,W,240,123,9
LAC,12/06/2017,LAC vs. MIN,L,239,107,-6
DEN,12/06/2017,DEN @ NOP,L,240,114,-9
WAS,12/07/2017,WAS @ PHX,W,240,109,10
PHI,12/07/2017,PHI vs. LAL,L,240,104,-3
BKN,12/07/2017,BKN vs. OKC,W,239,100,5
HOU,12/07/2017,HOU @ UTA,W,239,112,11
LAL,12/07/2017,LAL @ PHI,W,239,107,3
PHX,12/07/2017,PHX vs. WAS,L,240,99,-10
OKC,12/07/2017,OKC @ BKN,L,241,95,-5
UTA,12/07/2017,UTA vs. HOU,L,241,101,-11
CLE,12/08/2017,CLE @ IND,L,240,102,-4
IND,12/08/2017,IND vs. CLE,W,239,106,4
DET,12/08/2017,DET vs. GSW,L,239,98,-4
MEM,12/08/2017,MEM vs. TOR,L,239,107,-9
DAL,12/08/2017,DAL @ MIL,L,242,102,-7
NOP,12/08/2017,NOP vs. SAC,L,265,109,-7
MIL,12/08/2017,MIL vs. DAL,W,240,109,7
DEN,12/08/2017,DEN @ ORL,W,240,103,14
TOR,12/08/2017,TOR @ MEM,W,241,116,9
BOS,12/08/2017,BOS @ SAS,L,240,102,-3
SAC,12/08/2017,SAC @ NOP,W,263,116,7
GSW,12/08/2017,GSW @ DET,W,241,102,4
CHI,12/08/2017,CHI @ CHA,W,266,119,8
ORL,12/08/2017,ORL vs. DEN,L,240,89,-14
CHA,12/08/2017,CHA vs. CHI,L,266,111,-8
SAS,12/08/2017,SAS vs. BOS,W,239,105,3
MEM,12/09/2017,MEM vs. OKC,L,266,101,-1
NYK,12/09/2017,NYK @ CHI,L,239,102,-2
OKC,12/09/2017,OKC @ MEM,W,267,102,1
ATL,12/09/2017,ATL vs. ORL,W,240,117,7
UTA,12/09/2017,UTA @ MIL,L,240,100,-17
SAS,12/09/2017,SAS @ PHX,W,240,104,3
WAS,12/09/2017,WAS @ LAC,L,240,112,-1
PHX,12/09/2017,PHX vs. SAS,L,239,101,-3
LAC,12/09/2017,LAC vs. WAS,W,240,113,1
HOU,12/09/2017,HOU @ POR,W,240,124,7
BKN,12/09/2017,BKN vs. MIA,L,239,89,-12
CLE,12/09/2017,CLE vs. PHI,W,240,105,7
LAL,12/09/2017,LAL @ CHA,W,239,110,11
CHI,12/09/2017,CHI vs. NYK,W,242,104,2
MIL,12/09/2017,MIL vs. UTA,W,240,117,17
POR,12/09/2017,POR vs. HOU,L,242,117,-7
PHI,12/09/2017,PHI @ CLE,L,240,98,-7
CHA,12/09/2017,CHA vs. LAL,L,240,99,-11
ORL,12/09/2017,ORL @ ATL,L,240,110,-7
MIA,12/09/2017,MIA @ BKN,W,239,101,12
TOR,12/10/2017,TOR @ SAC,W,240,102,15
NYK,12/10/2017,NYK vs. ATL,W,239,111,5
NOP,12/10/2017,NOP vs. PHI,W,238,131,7
BOS,12/10/2017,BOS @ DET,W,242,91,10
DET,12/10/2017,DET vs. BOS,L,240,81,-10
ATL,12/10/2017,ATL @ NYK,L,240,107,-5
IND,12/10/2017,IND vs. DEN,W,265,126,10
PHI,12/10/2017,PHI @ NOP,L,240,124,-7
DAL,12/10/2017,DAL @ MIN,L,239,92,-5
MIN,12/10/2017,MIN vs. DAL,W,241,97,5
DEN,12/10/2017,DEN @ IND,L,264,116,-10
SAC,12/10/2017,SAC vs. TOR,L,239,87,-15
GSW,12/11/2017,GSW vs. POR,W,241,111,7
MIA,12/11/2017,MIA @ MEM,W,241,107,25
BOS,12/11/2017,BOS @ CHI,L,239,85,-23
OKC,12/11/2017,OKC vs. CHA,L,240,103,-13
NOP,12/11/2017,NOP @ HOU,L,239,123,-7
POR,12/11/2017,POR @ GSW,L,238,104,-7
CHA,12/11/2017,CHA @ OKC,W,240,116,13
CHI,12/11/2017,CHI vs. BOS,W,241,108,23
MEM,12/11/2017,MEM vs. MIA,L,240,82,-25
TOR,12/11/2017,TOR @ LAC,L,240,91,-5
HOU,12/11/2017,HOU vs. NOP,W,241,130,7
LAC,12/11/2017,LAC vs. TOR,W,242,96,5
DEN,12/12/2017,DEN @ DET,W,240,103,19
ATL,12/12/2017,ATL @ CLE,L,242,114,-9
DAL,12/12/2017,DAL vs. SAS,W,239,95,6
PHI,12/12/2017,PHI @ MIN,W,265,118,6
WAS,12/12/2017,WAS @ BKN,L,240,98,-5
DET,12/12/2017,DET vs. DEN,L,239,84,-19
LAL,12/12/2017,LAL @ NYK,L,264,109,-4
CLE,12/12/2017,CLE vs. ATL,W,242,123,9
SAC,12/12/2017,SAC vs. PHX,W,240,99,7
PHX,12/12/2017,PHX @ SAC,L,241,92,-7
NYK,12/12/2017,NYK vs. LAL,W,265,113,4
SAS,12/12/2017,SAS @ DAL,L,241,89,-6
MIN,12/12/2017,MIN vs. PHI,L,265,112,-6
BKN,12/12/2017,BKN vs. WAS,W,240,103,5
NOP,12/13/2017,NOP vs. MIL,W,240,115,7
UTA,12/13/2017,UTA @ CHI,L,238,100,-3
LAC,12/13/2017,LAC @ ORL,W,239,106,11
MEM,12/13/2017,MEM @ WAS,L,240,87,-6
OKC,12/13/2017,OKC @ IND,W,240,100,5
PHX,12/13/2017,PHX vs. TOR,L,240,109,-6
CHA,12/13/2017,CHA @ HOU,L,239,96,-12
HOU,12/13/2017,HOU vs. CHA,W,238,108,12
MIA,12/13/2017,MIA vs. POR,L,241,95,-7
TOR,12/13/2017,TOR @ PHX,W,239,115,6
DEN,12/13/2017,DEN @ BOS,L,240,118,-8
BOS,12/13/2017,BOS vs. DEN,W,241,124,6
WAS,12/13/2017,WAS vs. MEM,W,239,93,6
IND,12/13/2017,IND vs. OKC,L,240,95,-5
POR,12/13/2017,POR @ MIA,W,237,102,7
ORL,12/13/2017,ORL vs. LAC,L,240,95,-11
CHI,12/13/2017,CHI vs. UTA,W,239,103,3
MIL,12/13/2017,MIL @ NOP,L,240,108,-7
NYK,12/14/2017,NYK @ BKN,W,238,111,7
BKN,12/14/2017,BKN vs. NYK,L,239,104,-7
DAL,12/14/2017,DAL @ GSW,L,242,97,-15
DET,12/14/2017,DET @ ATL,W,240,105,15
GSW,12/14/2017,GSW vs. DAL,W,242,112,15
ATL,12/14/2017,ATL vs. DET,L,238,91,-15
CLE,12/14/2017,CLE vs. LAL,W,241,121,9
MIN,12/14/2017,MIN vs. SAC,W,241,119,23
SAC,12/14/2017,SAC @ MIN,L,242,96,-23
LAL,12/14/2017,LAL @ CLE,L,240,112,-9
SAS,12/15/2017,SAS @ HOU,L,242,109,-15
LAC,12/15/2017,LAC @ WAS,L,240,91,-9
PHI,12/15/2017,PHI vs. OKC,L,317,117,-2
TOR,12/15/2017,TOR vs. BKN,W,240,120,33
ORL,12/15/2017,ORL vs. POR,L,241,88,-10
ATL,12/15/2017,ATL @ MEM,L,241,94,-2
WAS,12/15/2017,WAS vs. LAC,W,241,100,9
IND,12/15/2017,IND vs. DET,L,241,98,-6
BOS,12/15/2017,BOS vs. UTA,L,240,95,-12
MEM,12/15/2017,MEM vs. ATL,W,240,96,2
DEN,12/15/2017,DEN vs. NOP,W,266,117,6
CHI,12/15/2017,CHI @ MIL,W,239,115,6
POR,12/15/2017,POR @ ORL,W,241,95,7
NOP,12/15/2017,NOP @ DEN,L,266,111,-6
MIA,12/15/2017,MIA @ CHA,W,240,104,6
DET,12/15/2017,DET @ IND,W,240,104,6
CHA,12/15/2017,CHA vs. MIA,L,240,98,-6
BKN,12/15/2017,BKN @ TOR,L,240,87,-33
OKC,12/15/2017,OKC @ PHI,W,316,119,2
MIL,12/15/2017,MIL vs. CHI,L,240,109,-6
HOU,12/15/2017,HOU vs. SAS,W,239,124,15
UTA,12/15/2017,UTA @ BOS,W,240,107,12
CHA,12/16/2017,CHA vs. POR,L,240,91,-2
PHX,12/16/2017,PHX @ MIN,W,241,108,5
CLE,12/16/2017,CLE vs. UTA,W,240,109,9
POR,12/16/2017,POR @ CHA,W,240,93,2
LAC,12/16/2017,LAC @ MIA,L,241,85,-5
MIL,12/16/2017,MIL @ HOU,L,240,111,-4
MIA,12/16/2017,MIA vs. LAC,W,239,90,5
HOU,12/16/2017,HOU vs. MIL,W,240,115,4
UTA,12/16/2017,UTA @ CLE,L,240,100,-9
SAS,12/16/2017,SAS vs. DAL,W,241,98,2
NYK,12/16/2017,NYK vs. OKC,W,241,111,15
MEM,12/16/2017,MEM vs. BOS,L,240,93,-9
DAL,12/16/2017,DAL @ SAS,L,241,96,-2
BOS,12/16/2017,BOS @ MEM,W,238,102,9
OKC,12/16/2017,OKC @ NYK,L,240,96,-15
MIN,12/16/2017,MIN vs. PHX,L,242,106,-5
CLE,12/17/2017,CLE @ WAS,W,239,106,7
TOR,12/17/2017,TOR vs. SAC,W,241,108,15
SAC,12/17/2017,SAC @ TOR,L,240,93,-15
BKN,12/17/2017,BKN vs. IND,L,239,97,-12
DET,12/17/2017,DET vs. ORL,W,240,114,4
WAS,12/17/2017,WAS vs. CLE,L,241,99,-7
IND,12/17/2017,IND @ BKN,W,240,109,12
ORL,12/17/2017,ORL @ DET,L,239,110,-4
DAL,12/18/2017,DAL vs. PHX,L,240,91,-6
OKC,12/18/2017,OKC vs. DEN,W,241,95,1
CHI,12/18/2017,CHI vs. PHI,W,240,117,2
DEN,12/18/2017,DEN @ OKC,L,241,94,-1
IND,12/18/2017,IND vs. BOS,L,240,111,-1
ATL,12/18/2017,ATL vs. MIA,W,241,110,6
PHX,12/18/2017,PHX @ DAL,W,241,97,6
GSW,12/18/2017,GSW @ LAL,W,266,116,2
LAC,12/18/2017,LAC @ SAS,L,240,91,-10
SAS,12/18/2017,SAS vs. LAC,W,240,109,18
CHA,12/18/2017,CHA vs. NYK,W,240,109,18
MIA,12/18/2017,MIA @ ATL,L,241,104,-6
UTA,12/18/2017,UTA @ HOU,L,240,99,-21
PHI,12/18/2017,PHI @ CHI,L,240,115,-2
POR,12/18/2017,POR @ MIN,L,240,107,-1
NYK,12/18/2017,NYK @ CHA,L,240,91,-18
LAL,12/18/2017,LAL vs. GSW,L,266,114,-2
HOU,12/18/2017,HOU vs. UTA,W,241,120,21
MIN,12/18/2017,MIN vs. POR,W,240,108,1
BOS,12/18/2017,BOS @ IND,W,240,112,1
MIL,12/19/2017,MIL vs. CLE,W,241,119,3
PHI,12/19/2017,PHI vs. SAC,L,239,95,-6
CLE,12/19/2017,CLE @ MIL,L,239,116,-3
WAS,12/19/2017,WAS vs. NOP,W,240,116,7
SAC,12/19/2017,SAC @ PHI,W,239,101,6
NOP,12/19/2017,NOP @ WAS,L,240,106,-7
BOS,12/20/2017,BOS vs. MIA,L,241,89,-1
SAC,12/20/2017,SAC @ BKN,W,238,104,5
SAS,12/20/2017,SAS @ POR,W,238,93,2
LAC,12/20/2017,LAC vs. PHX,W,239,108,13
LAL,12/20/2017,LAL @ HOU,W,239,122,6
GSW,12/20/2017,GSW vs. MEM,W,240,97,13
MEM,12/20/2017,MEM @ GSW,L,238,84,-13
UTA,12/20/2017,UTA @ OKC,L,241,79,-28
IND,12/20/2017,IND @ ATL,W,240,105,10
DET,12/20/2017,DET @ DAL,L,239,93,-17
CHI,12/20/2017,CHI vs. ORL,W,240,112,18
MIN,12/20/2017,MIN @ DEN,W,240,112,8
BKN,12/20/2017,BKN vs. SAC,L,240,99,-5
PHX,12/20/2017,PHX @ LAC,L,240,95,-13
DAL,12/20/2017,DAL vs. DET,W,239,110,17
ORL,12/20/2017,ORL @ CHI,L,238,94,-18
MIA,12/20/2017,MIA @ BOS,W,241,90,1
HOU,12/20/2017,HOU vs. LAL,L,239,116,-6
POR,12/20/2017,POR vs. SAS,L,238,91,-2
DEN,12/20/2017,DEN vs. MIN,L,240,104,-8
TOR,12/20/2017,TOR @ CHA,W,240,129,18
CHA,12/20/2017,CHA vs. TOR,L,240,111,-18
ATL,12/20/2017,ATL vs. IND,L,239,95,-10
OKC,12/20/2017,OKC vs. UTA,W,240,107,28
BOS,12/21/2017,BOS @ NYK,L,239,93,-9
CLE,12/21/2017,CLE vs. CHI,W,239,115,3
PHI,12/21/2017,PHI vs. TOR,L,240,109,-5
TOR,12/21/2017,TOR @ PHI,W,239,114,5
SAS,12/21/2017,SAS @ UTA,L,240,89,-11
UTA,12/21/2017,UTA vs. SAS,W,240,100,11
CHI,12/21/2017,CHI @ CLE,L,240,112,-3
NYK,12/21/2017,NYK vs. BOS,W,240,102,9
PHX,12/21/2017,PHX vs. MEM,W,240,97,2
MEM,12/21/2017,MEM @ PHX,L,241,95,-2
GSW,12/22/2017,GSW vs. LAL,W,241,113,7
DEN,12/22/2017,DEN @ POR,W,241,102,17
CHA,12/22/2017,CHA @ MIL,L,240,104,-5
MIA,12/22/2017,MIA vs. DAL,W,240,113,12
DET,12/22/2017,DET vs. NYK,W,240,104,3
LAL,12/22/2017,LAL @ GSW,L,240,106,-7
WAS,12/22/2017,WAS @ BKN,L,239,84,-35
DAL,12/22/2017,DAL @ MIA,L,241,101,-12
BKN,12/22/2017,BKN vs. WAS,W,241,119,35
ORL,12/22/2017,ORL vs. NOP,L,241,97,-14
ATL,12/22/2017,ATL @ OKC,L,241,117,-3
LAC,12/22/2017,LAC @ HOU,W,240,128,10
NOP,12/22/2017,NOP @ ORL,W,240,111,14
NYK,12/22/2017,NYK @ DET,L,240,101,-3
POR,12/22/2017,POR vs. DEN,L,241,85,-17
MIL,12/22/2017,MIL vs. CHA,W,239,109,5
OKC,12/22/2017,OKC vs. ATL,W,241,120,3
HOU,12/22/2017,HOU vs. LAC,L,240,118,-10
OKC,12/23/2017,OKC @ UTA,W,239,103,14
GSW,12/23/2017,GSW vs. DEN,L,241,81,-15
MEM,12/23/2017,MEM vs. LAC,W,239,115,3
CHI,12/23/2017,CHI @ BOS,L,242,92,-25
PHI,12/23/2017,PHI @ TOR,L,242,86,-16
MIL,12/23/2017,MIL @ CHA,L,240,106,-8
ORL,12/23/2017,ORL @ WAS,L,241,103,-27
SAS,12/23/2017,SAS @ SAC,W,241,108,9
NOP,12/23/2017,NOP @ MIA,W,241,109,15
PHX,12/23/2017,PHX vs. MIN,L,239,106,-9
MIA,12/23/2017,MIA vs. NOP,L,240,94,-15
ATL,12/23/2017,ATL vs. DAL,W,242,112,5
