TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
POR,04/01/2018,POR vs. MEM,W,240,113,15
OKC,04/01/2018,OKC @ NOP,W,241,109,5
MIN,04/01/2018,MIN vs. UTA,L,240,97,-24
CHA,04/01/2018,CHA vs. PHI,L,240,102,-17
BKN,04/01/2018,BKN vs. DET,L,238,96,-12
IND,04/01/2018,IND @ LAC,W,239,111,7
MEM,04/01/2018,MEM @ POR,L,240,98,-15
GSW,04/01/2018,GSW vs. PHX,W,239,117,10
CHI,04/01/2018,CHI vs. WAS,W,241,113,19
DAL,04/01/2018,DAL @ CLE,L,241,87,-11
SAS,04/01/2018,SAS vs. HOU,W,240,100,17
LAC,04/01/2018,LAC vs. IND,L,239,104,-7
DEN,04/01/2018,DEN vs. MIL,W,265,128,3
MIL,04/01/2018,MIL @ DEN,L,266,125,-3
LAL,04/01/2018,LAL vs. SAC,L,240,83,-1
HOU,04/01/2018,HOU @ SAS,L,239,83,-17
WAS,04/01/2018,WAS @ CHI,L,239,94,-19
PHI,04/01/2018,PHI @ CHA,W,239,119,17
ORL,04/01/2018,ORL @ ATL,L,240,88,-6
UTA,04/03/2018,UTA vs. LAL,W,240,117,7
GSW,04/03/2018,GSW @ OKC,W,240,111,4
CLE,04/03/2018,CLE vs. TOR,W,238,112,6
CHA,04/03/2018,CHA @ CHI,L,240,114,-6
DEN,04/03/2018,DEN vs. IND,W,240,107,3
NYK,04/03/2018,NYK vs. ORL,L,241,73,-24
PHX,04/03/2018,PHX vs. SAC,W,239,97,3
HOU,04/03/2018,HOU vs. WAS,W,240,120,16
POR,04/03/2018,POR @ DAL,L,239,109,-6
LAL,04/03/2018,LAL @ UTA,L,239,110,-7
ORL,04/03/2018,ORL @ NYK,W,241,97,24
DAL,04/03/2018,DAL vs. POR,W,241,115,6
BKN,04/03/2018,BKN @ PHI,L,240,95,-26
OKC,04/03/2018,OKC vs. GSW,L,240,107,-4
SAS,04/03/2018,SAS @ LAC,L,240,110,-3
CHI,04/03/2018,CHI vs. CHA,W,240,120,6
BOS,04/03/2018,BOS @ MIL,L,240,102,-4
MIA,04/03/2018,MIA vs. ATL,W,242,101,3
LAC,04/03/2018,LAC vs. SAS,W,240,113,3
ATL,04/03/2018,ATL @ MIA,L,240,98,-3
WAS,04/03/2018,WAS @ HOU,L,240,104,-16
IND,04/03/2018,IND @ DEN,L,240,104,-3
TOR,04/03/2018,TOR @ CLE,L,239,106,-6
PHI,04/03/2018,PHI vs. BKN,W,238,121,26
SAC,04/03/2018,SAC @ PHX,L,241,94,-3
MIL,04/03/2018,MIL vs. BOS,W,241,106,4
TOR,04/04/2018,TOR vs. BOS,W,240,96,18
ORL,04/04/2018,ORL vs. DAL,W,241,105,5
BOS,04/04/2018,BOS @ TOR,L,237,78,-18
NOP,04/04/2018,NOP vs. MEM,W,238,123,28
PHI,04/04/2018,PHI @ DET,W,240,115,7
MIA,04/04/2018,MIA @ ATL,W,240,115,29
MEM,04/04/2018,MEM @ NOP,L,242,95,-28
DAL,04/04/2018,DAL @ ORL,L,240,100,-5
DET,04/04/2018,DET vs. PHI,L,240,108,-7
SAS,04/04/2018,SAS @ LAL,L,264,112,-10
LAL,04/04/2018,LAL vs. SAS,W,265,122,10
ATL,04/04/2018,ATL vs. MIA,L,239,86,-29
LAC,04/05/2018,LAC @ UTA,L,237,95,-22
UTA,04/05/2018,UTA vs. LAC,W,241,117,22
HOU,04/05/2018,HOU vs. POR,W,239,96,2
POR,04/05/2018,POR @ HOU,L,241,94,-2
GSW,04/05/2018,GSW @ IND,L,240,106,-20
IND,04/05/2018,IND vs. GSW,W,239,126,20
WAS,04/05/2018,WAS @ CLE,L,240,115,-4
MIL,04/05/2018,MIL vs. BKN,L,241,111,-8
MIN,04/05/2018,MIN @ DEN,L,241,96,-4
CLE,04/05/2018,CLE vs. WAS,W,240,119,4
DEN,04/05/2018,DEN vs. MIN,W,240,100,4
BKN,04/05/2018,BKN @ MIL,W,240,119,8
CHI,04/06/2018,CHI @ BOS,L,239,104,-7
CLE,04/06/2018,CLE @ PHI,L,239,130,-2
IND,04/06/2018,IND @ TOR,L,240,73,-19
LAL,04/06/2018,LAL vs. MIN,L,240,96,-17
CHA,04/06/2018,CHA @ ORL,W,239,137,37
MIA,04/06/2018,MIA @ NYK,L,240,98,-24
NOP,04/06/2018,NOP @ PHX,W,241,122,19
DAL,04/06/2018,DAL @ DET,L,265,106,-7
PHI,04/06/2018,PHI vs. CLE,W,239,132,2
WAS,04/06/2018,WAS vs. ATL,L,240,97,-6
ORL,04/06/2018,ORL vs. CHA,L,240,100,-37
TOR,04/06/2018,TOR vs. IND,W,240,92,19
MIN,04/06/2018,MIN @ LAL,W,239,113,17
ATL,04/06/2018,ATL @ WAS,W,239,103,6
PHX,04/06/2018,PHX vs. NOP,L,239,103,-19
NYK,04/06/2018,NYK vs. MIA,W,239,122,24
SAC,04/06/2018,SAC @ MEM,W,241,94,1
BOS,04/06/2018,BOS vs. CHI,W,241,111,7
DET,04/06/2018,DET vs. DAL,W,265,113,7
MEM,04/06/2018,MEM vs. SAC,L,240,93,-1
DEN,04/07/2018,DEN @ LAC,W,241,134,19
GSW,04/07/2018,GSW vs. NOP,L,241,120,-6
NOP,04/07/2018,NOP @ GSW,W,240,126,6
POR,04/07/2018,POR @ SAS,L,241,105,-11
CHI,04/07/2018,CHI vs. BKN,L,239,96,-28
HOU,04/07/2018,HOU vs. OKC,L,240,102,-6
OKC,04/07/2018,OKC @ HOU,W,241,108,6
LAC,04/07/2018,LAC vs. DEN,L,240,115,-19
MIL,04/07/2018,MIL @ NYK,W,240,115,13
SAS,04/07/2018,SAS vs. POR,W,240,116,11
BKN,04/07/2018,BKN @ CHI,W,239,124,28
NYK,04/07/2018,NYK vs. MIL,L,240,102,-13
UTA,04/08/2018,UTA @ LAL,W,239,112,15
TOR,04/08/2018,TOR vs. ORL,W,239,112,11
PHX,04/08/2018,PHX vs. GSW,L,240,100,-17
ORL,04/08/2018,ORL @ TOR,L,240,101,-11
BOS,04/08/2018,BOS vs. ATL,L,239,106,-6
CHA,04/08/2018,CHA vs. IND,L,238,117,-6
DET,04/08/2018,DET @ MEM,L,240,117,-13
PHI,04/08/2018,PHI vs. DAL,W,239,109,12
ATL,04/08/2018,ATL @ BOS,W,239,112,6
LAL,04/08/2018,LAL vs. UTA,L,240,97,-15
DAL,04/08/2018,DAL @ PHI,L,239,97,-12
IND,04/08/2018,IND @ CHA,W,240,123,6
GSW,04/08/2018,GSW @ PHX,W,241,117,17
MEM,04/08/2018,MEM vs. DET,W,240,130,13
OKC,04/09/2018,OKC @ MIA,W,241,115,22
TOR,04/09/2018,TOR @ DET,W,239,108,10
DEN,04/09/2018,DEN vs. POR,W,239,88,6
CHI,04/09/2018,CHI @ BKN,L,240,105,-9
ORL,04/09/2018,ORL @ MIL,L,240,86,-16
BKN,04/09/2018,BKN vs. CHI,W,241,114,9
POR,04/09/2018,POR @ DEN,L,240,82,-6
DET,04/09/2018,DET vs. TOR,L,239,98,-10
MIL,04/09/2018,MIL vs. ORL,W,240,102,16
NOP,04/09/2018,NOP @ LAC,W,241,113,13
NYK,04/09/2018,NYK vs. CLE,L,240,109,-16
SAS,04/09/2018,SAS vs. SAC,W,241,98,13
MIN,04/09/2018,MIN vs. MEM,W,240,113,19
SAC,04/09/2018,SAC @ SAS,L,240,85,-13
LAC,04/09/2018,LAC vs. NOP,L,240,100,-13
MEM,04/09/2018,MEM @ MIN,L,241,94,-19
CLE,04/09/2018,CLE @ NYK,W,240,123,16
MIA,04/09/2018,MIA vs. OKC,L,239,93,-22
PHI,04/10/2018,PHI @ ATL,W,238,121,8
CHA,04/10/2018,CHA @ IND,W,240,119,26
ATL,04/10/2018,ATL vs. PHI,L,240,113,-8
DAL,04/10/2018,DAL vs. PHX,L,239,97,-27
PHX,04/10/2018,PHX @ DAL,W,240,124,27
IND,04/10/2018,IND vs. CHA,L,239,93,-26
HOU,04/10/2018,HOU @ LAL,W,239,105,6
UTA,04/10/2018,UTA vs. GSW,W,240,119,40
WAS,04/10/2018,WAS vs. BOS,W,240,113,12
GSW,04/10/2018,GSW @ UTA,L,239,79,-40
LAL,04/10/2018,LAL vs. HOU,L,240,99,-6
BOS,04/10/2018,BOS @ WAS,L,241,101,-12
DET,04/11/2018,DET @ CHI,W,240,119,32
PHI,04/11/2018,PHI vs. MIL,W,240,130,35
ORL,04/11/2018,ORL vs. WAS,W,239,101,9
POR,04/11/2018,POR vs. UTA,W,240,102,9
DEN,04/11/2018,DEN @ MIN,L,263,106,-6
HOU,04/11/2018,HOU @ SAC,L,242,83,-13
NYK,04/11/2018,NYK @ CLE,W,239,110,12
CLE,04/11/2018,CLE vs. NYK,L,241,98,-12
MIL,04/11/2018,MIL @ PHI,L,240,95,-35
CHI,04/11/2018,CHI vs. DET,L,240,87,-32
LAC,04/11/2018,LAC vs. LAL,L,240,100,-15
BKN,04/11/2018,BKN @ BOS,L,240,97,-13
NOP,04/11/2018,NOP vs. SAS,W,239,122,24
LAL,04/11/2018,LAL @ LAC,W,240,115,15
BOS,04/11/2018,BOS vs. BKN,W,240,110,13
WAS,04/11/2018,WAS @ ORL,L,240,92,-9
SAC,04/11/2018,SAC vs. HOU,W,240,96,13
SAS,04/11/2018,SAS @ NOP,L,241,98,-24
UTA,04/11/2018,UTA @ POR,L,241,93,-9
MIN,04/11/2018,MIN vs. DEN,W,265,112,6
OKC,04/11/2018,OKC vs. MEM,W,241,137,14
TOR,04/11/2018,TOR @ MIA,L,265,109,-7
MIA,04/11/2018,MIA vs. TOR,W,265,116,7
MEM,04/11/2018,MEM @ OKC,L,240,123,-14
