Semi Ojeleye,BOS,10/26/2017,BOS @ MIL,W,14,0,-2
Chandler Parsons,MEM,10/26/2017,MEM vs. DAL,W,16,3,11
DeAndre Liggins,MIL,10/26/2017,MIL vs. BOS,L,16,0,-7
Danilo Gallinari,LAC,10/26/2017,LAC @ POR,W,38,16,1
Isaiah Taylor,ATL,10/26/2017,ATL @ CHI,L,16,5,2
Mike Conley,MEM,10/26/2017,MEM vs. DAL,W,31,22,-3
Ed Davis,POR,10/26/2017,POR vs. LAC,L,22,1,-4
Daniel Theis,BOS,10/26/2017,BOS @ MIL,W,19,0,1
Yogi Ferrell,DAL,10/26/2017,DAL @ MEM,L,22,4,-6
Zach Randolph,SAC,10/26/2017,SAC vs. NOP,L,29,13,-12
Greg Monroe,MIL,10/26/2017,MIL vs. BOS,L,17,8,-1
Sindarius Thornwell,LAC,10/26/2017,LAC @ POR,W,9,6,3
Patrick Beverley,LAC,10/26/2017,LAC @ POR,W,34,13,-2
Cheick Diallo,NOP,10/26/2017,NOP @ SAC,W,9,4,-3
Willie Reed,LAC,10/26/2017,LAC @ POR,W,9,5,1
Tony Snell,MIL,10/26/2017,MIL vs. BOS,L,25,11,-2
Josh Magette,ATL,10/26/2017,ATL @ CHI,L,4,2,-6
Quincy Pondexter,CHI,10/26/2017,CHI vs. ATL,W,17,7,1
Tyreke Evans,MEM,10/26/2017,MEM vs. DAL,W,22,19,19
Lauri Markkanen,CHI,10/26/2017,CHI vs. ATL,W,31,14,4
Lou Williams,LAC,10/26/2017,LAC @ POR,W,19,13,6
Malcolm Brogdon,MIL,10/26/2017,MIL vs. BOS,L,36,15,3
Dillon Brooks,MEM,10/26/2017,MEM vs. DAL,W,25,7,19
Jusuf Nurkic,POR,10/26/2017,POR vs. LAC,L,27,12,-10
Kay Felder,CHI,10/26/2017,CHI vs. ATL,W,12,2,1
Nerlens Noel,DAL,10/26/2017,DAL @ MEM,L,19,5,11
Cristiano Felicio,CHI,10/26/2017,CHI vs. ATL,W,12,2,-7
Malcolm Delaney,ATL,10/26/2017,ATL @ CHI,L,35,6,-13
Dennis Smith Jr.,DAL,10/26/2017,DAL @ MEM,L,33,9,-3
Shabazz Napier,POR,10/26/2017,POR vs. LAC,L,8,3,-3
Jerian Grant,CHI,10/26/2017,CHI vs. ATL,W,36,11,4
CJ McCollum,POR,10/26/2017,POR vs. LAC,L,39,23,3
Mirza Teletovic,MIL,10/26/2017,MIL vs. BOS,L,17,3,0
Evan Turner,POR,10/26/2017,POR vs. LAC,L,22,4,0
Pat Connaughton,POR,10/26/2017,POR vs. LAC,L,11,3,-1
John Henson,MIL,10/26/2017,MIL vs. BOS,L,17,1,7
Luke Babbitt,ATL,10/26/2017,ATL @ CHI,L,14,0,0
James Ennis III,MEM,10/26/2017,MEM vs. DAL,W,27,2,7
Brandan Wright,MEM,10/26/2017,MEM vs. DAL,W,12,5,9
De'Aaron Fox,SAC,10/26/2017,SAC vs. NOP,L,25,14,-9
Skal Labissiere,SAC,10/26/2017,SAC vs. NOP,L,15,11,1
Dwight Powell,DAL,10/26/2017,DAL @ MEM,L,16,2,-1
Marcus Smart,BOS,10/26/2017,BOS @ MIL,W,27,8,7
David Nwaba,CHI,10/26/2017,CHI vs. ATL,W,23,15,-2
Andrew Harrison,MEM,10/26/2017,MEM vs. DAL,W,20,4,-9
Dewayne Dedmon,ATL,10/26/2017,ATL @ CHI,L,23,4,-2
Gian Clavell,DAL,10/26/2017,DAL @ MEM,L,3,0,-2
Giannis Antetokounmpo,MIL,10/26/2017,MIL vs. BOS,L,42,28,-10
Kyrie Irving,BOS,10/26/2017,BOS @ MIL,W,35,24,4
Dirk Nowitzki,DAL,10/26/2017,DAL @ MEM,L,28,14,-9
Salah Mejri,DAL,10/26/2017,DAL @ MEM,L,10,2,-14
Harrison Barnes,DAL,10/26/2017,DAL @ MEM,L,37,22,-2
Mike Muscala,ATL,10/26/2017,ATL @ CHI,L,31,14,-6
Khris Middleton,MIL,10/26/2017,MIL vs. BOS,L,35,15,-3
Justin Holiday,CHI,10/26/2017,CHI vs. ATL,W,37,13,11
Maurice Harkless,POR,10/26/2017,POR vs. LAC,L,36,13,2
Aron Baynes,BOS,10/26/2017,BOS @ MIL,W,24,12,12
Ian Clark,NOP,10/26/2017,NOP @ SAC,W,20,7,9
Damian Lillard,POR,10/26/2017,POR vs. LAC,L,38,25,1
Tony Allen,NOP,10/26/2017,NOP @ SAC,W,12,6,-8
Garrett Temple,SAC,10/26/2017,SAC vs. NOP,L,24,10,-5
Kent Bazemore,ATL,10/26/2017,ATL @ CHI,L,33,16,3
Terry Rozier,BOS,10/26/2017,BOS @ MIL,W,21,4,1
DeMarcus Cousins,NOP,10/26/2017,NOP @ SAC,W,44,41,1
Matthew Dellavedova,MIL,10/26/2017,MIL vs. BOS,L,21,5,-11
Wesley Johnson,LAC,10/26/2017,LAC @ POR,W,15,3,-5
Maxi Kleber,DAL,10/26/2017,DAL @ MEM,L,12,6,6
Buddy Hield,SAC,10/26/2017,SAC vs. NOP,L,20,12,-1
Jaylen Brown,BOS,10/26/2017,BOS @ MIL,W,34,9,5
Al Horford,BOS,10/26/2017,BOS @ MIL,W,34,27,2
Bogdan Bogdanovic,SAC,10/26/2017,SAC vs. NOP,L,25,10,-2
Jarell Martin,MEM,10/26/2017,MEM vs. DAL,W,32,9,0
Darius Miller,NOP,10/26/2017,NOP @ SAC,W,6,0,-15
Taurean Prince,ATL,10/26/2017,ATL @ CHI,L,28,3,-9
Willie Cauley-Stein,SAC,10/26/2017,SAC vs. NOP,L,30,12,-11
Jrue Holiday,NOP,10/26/2017,NOP @ SAC,W,41,20,14
Thon Maker,MIL,10/26/2017,MIL vs. BOS,L,14,3,-11
Justin Jackson,SAC,10/26/2017,SAC vs. NOP,L,16,7,5
Denzel Valentine,CHI,10/26/2017,CHI vs. ATL,W,36,11,1
Shane Larkin,BOS,10/26/2017,BOS @ MIL,W,5,0,-3
Jayson Tatum,BOS,10/26/2017,BOS @ MIL,W,28,12,8
E'Twaun Moore,NOP,10/26/2017,NOP @ SAC,W,38,12,11
Wesley Matthews,DAL,10/26/2017,DAL @ MEM,L,35,18,-8
Austin Rivers,LAC,10/26/2017,LAC @ POR,W,35,16,-6
Mario Chalmers,MEM,10/26/2017,MEM vs. DAL,W,20,0,7
Caleb Swanigan,POR,10/26/2017,POR vs. LAC,L,5,0,0
Andre Roberson,OKC,10/27/2017,OKC @ MIN,L,10,4,-1
Tarik Black,HOU,10/27/2017,HOU @ CHA,W,9,0,4
Enes Kanter,NYK,10/27/2017,NYK vs. BKN,W,16,12,12
Luc Mbah a Moute,HOU,10/27/2017,HOU @ CHA,W,41,12,12
Lonzo Ball,LAL,10/27/2017,LAL vs. TOR,L,32,5,-15
Delon Wright,TOR,10/27/2017,TOR @ LAL,W,12,2,-2
Kentavious Caldwell-Pope,LAL,10/27/2017,LAL vs. TOR,L,28,2,-17
Emmanuel Mudiay,DEN,10/27/2017,DEN @ ATL,W,28,16,9
Sean Kilpatrick,BKN,10/27/2017,BKN @ NYK,L,10,8,1
Manu Ginobili,SAS,10/27/2017,SAS @ ORL,L,14,6,-15
Eric Gordon,HOU,10/27/2017,HOU @ CHA,W,39,26,11
James Harden,HOU,10/27/2017,HOU @ CHA,W,37,27,-1
Clint Capela,HOU,10/27/2017,HOU @ CHA,W,17,7,-11
Ryan Anderson,HOU,10/27/2017,HOU @ CHA,W,35,21,1
Ian Mahinmi,WAS,10/27/2017,WAS @ GSW,L,13,2,-2
Steven Adams,OKC,10/27/2017,OKC @ MIN,L,32,20,-19
DeMar DeRozan,TOR,10/27/2017,TOR @ LAL,W,37,24,14
Jamal Crawford,MIN,10/27/2017,MIN vs. OKC,W,13,5,-7
Tim Hardaway Jr.,NYK,10/27/2017,NYK vs. BKN,W,37,11,14
Jeff Teague,MIN,10/27/2017,MIN vs. OKC,W,37,17,12
Marcus Georges-Hunt,MIN,10/27/2017,MIN vs. OKC,W,1,0,0
Timofey Mozgov,BKN,10/27/2017,BKN @ NYK,L,14,6,-11
Joe Harris,BKN,10/27/2017,BKN @ NYK,L,27,6,-13
Jordan Clarkson,LAL,10/27/2017,LAL vs. TOR,L,14,11,4
Jonathan Isaac,ORL,10/27/2017,ORL vs. SAS,W,19,6,18
Tomas Satoransky,WAS,10/27/2017,WAS @ GSW,L,6,1,-3
Kyle O'Quinn,NYK,10/27/2017,NYK vs. BKN,W,18,4,1
Danny Green,SAS,10/27/2017,SAS @ ORL,L,18,3,-9
Tyus Jones,MIN,10/27/2017,MIN vs. OKC,W,10,0,-9
Trevor Booker,BKN,10/27/2017,BKN @ NYK,L,18,10,-11
Terrance Ferguson,OKC,10/27/2017,OKC @ MIN,L,3,0,2
David West,GSW,10/27/2017,GSW vs. WAS,W,15,16,-1
Kevin Durant,GSW,10/27/2017,GSW vs. WAS,W,39,31,-9
Pascal Siakam,TOR,10/27/2017,TOR @ LAL,W,25,18,13
Stephen Curry,GSW,10/27/2017,GSW vs. WAS,W,36,20,-8
OG Anunoby,TOR,10/27/2017,TOR @ LAL,W,19,7,-2
Andre Iguodala,GSW,10/27/2017,GSW vs. WAS,W,31,7,-4
Jamal Murray,DEN,10/27/2017,DEN @ ATL,W,20,6,-4
Corey Brewer,LAL,10/27/2017,LAL vs. TOR,L,22,3,5
Kyle Kuzma,LAL,10/27/2017,LAL vs. TOR,L,32,15,2
Ersan Ilyasova,ATL,10/27/2017,ATL vs. DEN,L,30,7,1
Serge Ibaka,TOR,10/27/2017,TOR @ LAL,W,34,18,21
Kemba Walker,CHA,10/27/2017,CHA vs. HOU,L,39,26,0
Raymond Felton,OKC,10/27/2017,OKC @ MIN,L,14,7,13
Caris LeVert,BKN,10/27/2017,BKN @ NYK,L,26,7,-16
John Collins,ATL,10/27/2017,ATL vs. DEN,L,14,6,-7
Pau Gasol,SAS,10/27/2017,SAS @ ORL,L,26,12,-14
John Wall,WAS,10/27/2017,WAS @ GSW,L,38,20,6
Bradley Beal,WAS,10/27/2017,WAS @ GSW,L,15,4,16
Rudy Gay,SAS,10/27/2017,SAS @ ORL,L,24,2,-16
Shabazz Muhammad,MIN,10/27/2017,MIN vs. OKC,W,12,0,-5
Dennis Schroder,ATL,10/27/2017,ATL vs. DEN,L,33,20,4
Taj Gibson,MIN,10/27/2017,MIN vs. OKC,W,36,16,6
Lance Thomas,NYK,10/27/2017,NYK vs. BKN,W,6,0,4
Will Barton,DEN,10/27/2017,DEN @ ATL,W,29,18,9
Josh Hart,LAL,10/27/2017,LAL vs. TOR,L,20,9,7
LaMarcus Aldridge,SAS,10/27/2017,SAS @ ORL,L,30,24,-20
Nikola Vucevic,ORL,10/27/2017,ORL vs. SAS,W,23,15,17
Malcolm Delaney,ATL,10/27/2017,ATL vs. DEN,L,19,7,-11
DeMarre Carroll,BKN,10/27/2017,BKN @ NYK,L,23,6,-9
Bismack Biyombo,ORL,10/27/2017,ORL vs. SAS,W,19,5,15
Josh Huestis,OKC,10/27/2017,OKC @ MIN,L,15,3,0
Mike Scott,WAS,10/27/2017,WAS @ GSW,L,24,14,-1
Shelvin Mack,ORL,10/27/2017,ORL vs. SAS,W,23,8,5
Omri Casspi,GSW,10/27/2017,GSW vs. WAS,W,13,8,6
Kristaps Porzingis,NYK,10/27/2017,NYK vs. BKN,W,29,30,12
Jeremy Lamb,CHA,10/27/2017,CHA vs. HOU,L,30,20,-3
Zaza Pachulia,GSW,10/27/2017,GSW vs. WAS,W,13,4,-9
Allen Crabbe,BKN,10/27/2017,BKN @ NYK,L,20,0,-9
Larry Nance Jr.,LAL,10/27/2017,LAL vs. TOR,L,17,7,-14
Tyler Zeller,BKN,10/27/2017,BKN @ NYK,L,10,4,1
Taurean Prince,ATL,10/27/2017,ATL vs. DEN,L,33,19,-1
Doug McDermott,NYK,10/27/2017,NYK vs. BKN,W,21,12,8
Evan Fournier,ORL,10/27/2017,ORL vs. SAS,W,27,25,20
Nikola Jokic,DEN,10/27/2017,DEN @ ATL,W,34,18,8
Frank Kaminsky,CHA,10/27/2017,CHA vs. HOU,L,30,8,-11
Bobby Brown,HOU,10/27/2017,HOU @ CHA,W,26,7,9
Brandon Paul,SAS,10/27/2017,SAS @ ORL,L,21,5,-7
Alex Abrines,OKC,10/27/2017,OKC @ MIN,L,8,0,9
Davis Bertans,SAS,10/27/2017,SAS @ ORL,L,15,6,0
Frank Ntilikina,NYK,10/27/2017,NYK vs. BKN,W,23,9,10
Michael Kidd-Gilchrist,CHA,10/27/2017,CHA vs. HOU,L,14,4,8
Kyle Anderson,SAS,10/27/2017,SAS @ ORL,L,22,4,-17
Kent Bazemore,ATL,10/27/2017,ATL vs. DEN,L,27,7,-5
Wilson Chandler,DEN,10/27/2017,DEN @ ATL,W,23,2,-2
Marreese Speights,ORL,10/27/2017,ORL vs. SAS,W,6,0,-5
Willy Hernangomez,NYK,10/27/2017,NYK vs. BKN,W,13,4,8
D'Angelo Russell,BKN,10/27/2017,BKN @ NYK,L,18,15,-17
Jakob Poeltl,TOR,10/27/2017,TOR @ LAL,W,19,7,-12
PJ Tucker,HOU,10/27/2017,HOU @ CHA,W,37,9,16
Fred VanVleet,TOR,10/27/2017,TOR @ LAL,W,13,2,-8
Dwayne Bacon,CHA,10/27/2017,CHA vs. HOU,L,29,1,-13
Jonathon Simmons,ORL,10/27/2017,ORL vs. SAS,W,23,17,19
JaVale McGee,GSW,10/27/2017,GSW vs. WAS,W,9,0,5
Kelly Oubre Jr.,WAS,10/27/2017,WAS @ GSW,L,39,19,15
CJ Miles,TOR,10/27/2017,TOR @ LAL,W,25,9,-12
Rondae Hollis-Jefferson,BKN,10/27/2017,BKN @ NYK,L,17,6,-10
Damyean Dotson,NYK,10/27/2017,NYK vs. BKN,W,6,0,4
Paul George,OKC,10/27/2017,OKC @ MIN,L,38,23,-5
Wes Iwundu,ORL,10/27/2017,ORL vs. SAS,W,7,4,-3
Courtney Lee,NYK,10/27/2017,NYK vs. BKN,W,30,13,13
Gary Harris,DEN,10/27/2017,DEN @ ATL,W,34,18,-1
Brandon Ingram,LAL,10/27/2017,LAL vs. TOR,L,23,9,-15
Dewayne Dedmon,ATL,10/27/2017,ATL vs. DEN,L,31,13,6
Draymond Green,GSW,10/27/2017,GSW vs. WAS,W,17,3,-14
Mason Plumlee,DEN,10/27/2017,DEN @ ATL,W,19,9,7
Carmelo Anthony,OKC,10/27/2017,OKC @ MIN,L,37,23,-7
Arron Afflalo,ORL,10/27/2017,ORL vs. SAS,W,6,0,-5
Isaiah Taylor,ATL,10/27/2017,ATL vs. DEN,L,5,2,-5
Marco Belinelli,ATL,10/27/2017,ATL vs. DEN,L,28,15,-1
Aaron Gordon,ORL,10/27/2017,ORL vs. SAS,W,26,16,20
Jarrett Allen,BKN,10/27/2017,BKN @ NYK,L,16,2,-3
Terrence Ross,ORL,10/27/2017,ORL vs. SAS,W,24,2,18
Andrew Wiggins,MIN,10/27/2017,MIN vs. OKC,W,36,14,8
Nemanja Bjelica,MIN,10/27/2017,MIN vs. OKC,W,8,3,-4
Patty Mills,SAS,10/27/2017,SAS @ ORL,L,21,12,-19
Jerami Grant,OKC,10/27/2017,OKC @ MIN,L,28,6,-11
Dwight Howard,CHA,10/27/2017,CHA vs. HOU,L,32,19,-1
D.J. Augustin,ORL,10/27/2017,ORL vs. SAS,W,24,7,20
Russell Westbrook,OKC,10/27/2017,OKC @ MIN,L,37,27,-13
Quincy Acy,BKN,10/27/2017,BKN @ NYK,L,19,12,-7
Gorgui Dieng,MIN,10/27/2017,MIN vs. OKC,W,12,6,-14
Brook Lopez,LAL,10/27/2017,LAL vs. TOR,L,24,13,-21
Patrick Patterson,OKC,10/27/2017,OKC @ MIN,L,19,3,17
Jodie Meeks,WAS,10/27/2017,WAS @ GSW,L,27,10,-7
Marvin Williams,CHA,10/27/2017,CHA vs. HOU,L,26,3,-3
Michael Beasley,NYK,10/27/2017,NYK vs. BKN,W,15,4,8
Malik Beasley,DEN,10/27/2017,DEN @ ATL,W,11,2,2
Mike Muscala,ATL,10/27/2017,ATL vs. DEN,L,21,4,-6
Julius Randle,LAL,10/27/2017,LAL vs. TOR,L,24,18,13
Kevon Looney,GSW,10/27/2017,GSW vs. WAS,W,12,9,4
Paul Millsap,DEN,10/27/2017,DEN @ ATL,W,30,16,-5
Klay Thompson,GSW,10/27/2017,GSW vs. WAS,W,31,18,-17
Kenneth Faried,DEN,10/27/2017,DEN @ ATL,W,12,0,2
Jimmy Butler,MIN,10/27/2017,MIN vs. OKC,W,38,25,11
Tyler Ennis,LAL,10/27/2017,LAL vs. TOR,L,5,0,3
Derrick White,SAS,10/27/2017,SAS @ ORL,L,12,1,4
Karl-Anthony Towns,MIN,10/27/2017,MIN vs. OKC,W,36,33,17
Dejounte Murray,SAS,10/27/2017,SAS @ ORL,L,20,7,-10
Luke Babbitt,ATL,10/27/2017,ATL vs. DEN,L,0,0,0
Marcin Gortat,WAS,10/27/2017,WAS @ GSW,L,33,18,4
Kyle Lowry,TOR,10/27/2017,TOR @ LAL,W,36,11,14
Mario Hezonja,ORL,10/27/2017,ORL vs. SAS,W,12,9,-4
Nick Young,GSW,10/27/2017,GSW vs. WAS,W,8,0,-1
Jarrett Jack,NYK,10/27/2017,NYK vs. BKN,W,26,8,11
Tim Frazier,WAS,10/27/2017,WAS @ GSW,L,13,0,-2
Patrick McCaw,GSW,10/27/2017,GSW vs. WAS,W,16,4,5
Malik Monk,CHA,10/27/2017,CHA vs. HOU,L,28,10,-15
Johnny O'Bryant III,CHA,10/27/2017,CHA vs. HOU,L,14,2,-8
Otto Porter Jr.,WAS,10/27/2017,WAS @ GSW,L,34,29,5
Norman Powell,TOR,10/27/2017,TOR @ LAL,W,21,3,17
Bryn Forbes,SAS,10/27/2017,SAS @ ORL,L,17,5,-12
Spencer Dinwiddie,BKN,10/27/2017,BKN @ NYK,L,22,4,-1
Jusuf Nurkic,POR,10/28/2017,POR vs. PHX,W,28,17,0
Bam Adebayo,MIA,10/28/2017,MIA vs. BOS,L,24,6,-9
Russell Westbrook,OKC,10/28/2017,OKC @ CHI,W,28,12,26
Josh Jackson,PHX,10/28/2017,PHX @ POR,L,23,10,-1
Langston Galloway,DET,10/28/2017,DET @ LAC,W,18,13,-10
Blake Griffin,LAC,10/28/2017,LAC vs. DET,L,39,19,-3
Kentavious Caldwell-Pope,LAL,10/28/2017,LAL @ UTA,L,28,7,-20
Cristiano Felicio,CHI,10/28/2017,CHI vs. OKC,L,23,2,-19
Reggie Bullock,DET,10/28/2017,DET @ LAC,W,7,1,-6
Brandan Wright,MEM,10/28/2017,MEM vs. HOU,W,13,6,12
Dirk Nowitzki,DAL,10/28/2017,DAL vs. PHI,L,28,11,17
Marc Gasol,MEM,10/28/2017,MEM vs. HOU,W,32,6,5
Bobby Brown,HOU,10/28/2017,HOU @ MEM,L,22,11,-16
Lou Williams,LAC,10/28/2017,LAC vs. DET,L,22,10,0
Eric Moreland,DET,10/28/2017,DET @ LAC,W,1,0,-6
Harrison Barnes,DAL,10/28/2017,DAL vs. PHI,L,38,25,-18
Salah Mejri,DAL,10/28/2017,DAL vs. PHI,L,0,0,0
Patrick Patterson,OKC,10/28/2017,OKC @ CHI,W,15,2,2
Thabo Sefolosha,UTA,10/28/2017,UTA vs. LAL,W,14,4,1
Wesley Johnson,LAC,10/28/2017,LAC vs. DET,L,13,2,5
Tyler Ulis,PHX,10/28/2017,PHX @ POR,L,21,8,-3
Justin Anderson,PHI,10/28/2017,PHI @ DAL,W,14,3,-3
Darius Miller,NOP,10/28/2017,NOP vs. CLE,W,4,0,-1
Nerlens Noel,DAL,10/28/2017,DAL vs. PHI,L,20,4,-10
Timothe Luwawu-Cabarrot,PHI,10/28/2017,PHI @ DAL,W,10,6,20
Paul Zipser,CHI,10/28/2017,CHI vs. OKC,L,17,3,-18
Tristan Thompson,CLE,10/28/2017,CLE @ NOP,L,22,7,-9
Dragan Bender,PHX,10/28/2017,PHX @ POR,L,28,8,2
Jarell Martin,MEM,10/28/2017,MEM vs. HOU,W,22,9,-10
Mike Conley,MEM,10/28/2017,MEM vs. HOU,W,26,8,-9
Ekpe Udoh,UTA,10/28/2017,UTA vs. LAL,W,13,0,-1
Andrew Harrison,MEM,10/28/2017,MEM vs. HOU,W,14,5,-20
Kay Felder,CHI,10/28/2017,CHI vs. OKC,L,5,0,-7
DeAndre Jordan,LAC,10/28/2017,LAC vs. DET,L,35,7,-2
CJ McCollum,POR,10/28/2017,POR vs. PHX,W,34,23,6
Ivan Rabb,MEM,10/28/2017,MEM vs. HOU,W,1,0,-2
Damian Lillard,POR,10/28/2017,POR vs. PHX,W,36,25,2
Anthony Tolliver,DET,10/28/2017,DET @ LAC,W,26,8,9
Jae Crowder,CLE,10/28/2017,CLE @ NOP,L,21,5,-14
Troy Daniels,PHX,10/28/2017,PHX @ POR,L,14,0,-11
Dwight Powell,DAL,10/28/2017,DAL vs. PHI,L,18,5,-3
Kyrie Irving,BOS,10/28/2017,BOS @ MIA,W,34,24,4
Derrick Favors,UTA,10/28/2017,UTA vs. LAL,W,30,14,4
Channing Frye,CLE,10/28/2017,CLE @ NOP,L,16,2,0
Alex Len,PHX,10/28/2017,PHX @ POR,L,22,12,-11
Marcus Smart,BOS,10/28/2017,BOS @ MIA,W,27,16,-2
Trevor Ariza,HOU,10/28/2017,HOU @ MEM,L,36,10,-20
Luc Mbah a Moute,HOU,10/28/2017,HOU @ MEM,L,34,0,0
Troy Williams,HOU,10/28/2017,HOU @ MEM,L,3,2,5
Pat Connaughton,POR,10/28/2017,POR vs. PHX,W,27,13,5
Steven Adams,OKC,10/28/2017,OKC @ CHI,W,28,12,23
Al Horford,BOS,10/28/2017,BOS @ MIA,W,34,12,5
J.J. Barea,DAL,10/28/2017,DAL vs. PHI,L,24,15,2
Semi Ojeleye,BOS,10/28/2017,BOS @ MIA,W,7,0,-7
Mike James,PHX,10/28/2017,PHX @ POR,L,27,9,-5
Justise Winslow,MIA,10/28/2017,MIA vs. BOS,L,23,6,3
Dwyane Wade,CLE,10/28/2017,CLE @ NOP,L,23,15,-8
Devin Booker,PHX,10/28/2017,PHX @ POR,L,34,34,5
Zhou Qi,HOU,10/28/2017,HOU @ MEM,L,3,0,5
Austin Rivers,LAC,10/28/2017,LAC vs. DET,L,33,20,0
Alec Burks,UTA,10/28/2017,UTA vs. LAL,W,9,2,-4
Robert Covington,PHI,10/28/2017,PHI @ DAL,W,35,11,14
Terry Rozier,BOS,10/28/2017,BOS @ MIA,W,25,4,-1
Donovan Mitchell,UTA,10/28/2017,UTA vs. LAL,W,27,22,21
Willie Reed,LAC,10/28/2017,LAC vs. DET,L,12,4,-1
Quincy Pondexter,CHI,10/28/2017,CHI vs. OKC,L,20,6,-15
Rodney Hood,UTA,10/28/2017,UTA vs. LAL,W,29,13,4
Jerami Grant,OKC,10/28/2017,OKC @ CHI,W,23,6,2
JR Smith,CLE,10/28/2017,CLE @ NOP,L,23,3,-7
T.J. McConnell,PHI,10/28/2017,PHI @ DAL,W,31,15,11
E'Twaun Moore,NOP,10/28/2017,NOP vs. CLE,W,33,24,13
Wayne Ellington,MIA,10/28/2017,MIA vs. BOS,L,17,3,-10
Jameer Nelson,NOP,10/28/2017,NOP vs. CLE,W,19,0,10
Nene,HOU,10/28/2017,HOU @ MEM,L,15,4,-19
James Ennis III,MEM,10/28/2017,MEM vs. HOU,W,32,8,5
Ish Smith,DET,10/28/2017,DET @ LAC,W,16,8,-8
Kelly Olynyk,MIA,10/28/2017,MIA vs. BOS,L,24,14,3
Tony Allen,NOP,10/28/2017,NOP vs. CLE,W,6,2,-9
Nik Stauskas,PHI,10/28/2017,PHI @ DAL,W,6,4,-4
LeBron James,CLE,10/28/2017,CLE @ NOP,L,31,18,-10
Kevin Love,CLE,10/28/2017,CLE @ NOP,L,27,26,-12
Stanley Johnson,DET,10/28/2017,DET @ LAC,W,31,9,-1
Marquese Chriss,PHX,10/28/2017,PHX @ POR,L,20,7,-9
Anthony Davis,NOP,10/28/2017,NOP vs. CLE,W,36,30,24
Danilo Gallinari,LAC,10/28/2017,LAC vs. DET,L,38,13,-2
Cedi Osman,CLE,10/28/2017,CLE @ NOP,L,6,4,-6
Ricky Rubio,UTA,10/28/2017,UTA vs. LAL,W,33,21,13
Jerryd Bayless,PHI,10/28/2017,PHI @ DAL,W,32,9,-5
Dillon Brooks,MEM,10/28/2017,MEM vs. HOU,W,29,6,24
Brook Lopez,LAL,10/28/2017,LAL @ UTA,L,18,6,-9
Joel Embiid,PHI,10/28/2017,PHI @ DAL,W,29,23,5
Lauri Markkanen,CHI,10/28/2017,CHI vs. OKC,L,28,15,-17
James Johnson,MIA,10/28/2017,MIA vs. BOS,L,33,16,-8
Dario Saric,PHI,10/28/2017,PHI @ DAL,W,30,12,2
DeMarcus Cousins,NOP,10/28/2017,NOP vs. CLE,W,32,29,23
Terrance Ferguson,OKC,10/28/2017,OKC @ CHI,W,5,2,7
Shane Larkin,BOS,10/28/2017,BOS @ MIA,W,11,0,9
Justin Holiday,CHI,10/28/2017,CHI vs. OKC,L,32,11,-18
Brandon Ingram,LAL,10/28/2017,LAL @ UTA,L,34,16,-24
Amir Johnson,PHI,10/28/2017,PHI @ DAL,W,19,6,6
Goran Dragic,MIA,10/28/2017,MIA vs. BOS,L,36,22,-8
Dakari Johnson,OKC,10/28/2017,OKC @ CHI,W,3,2,7
Nick Collison,OKC,10/28/2017,OKC @ CHI,W,5,0,7
Raymond Felton,OKC,10/28/2017,OKC @ CHI,W,20,12,7
Jose Calderon,CLE,10/28/2017,CLE @ NOP,L,6,0,-6
Josh Hart,LAL,10/28/2017,LAL @ UTA,L,16,6,4
Iman Shumpert,CLE,10/28/2017,CLE @ NOP,L,21,5,-4
Tyler Johnson,MIA,10/28/2017,MIA vs. BOS,L,23,2,1
Kris Dunn,CHI,10/28/2017,CHI vs. OKC,L,22,8,-8
Demetrius Jackson,HOU,10/28/2017,HOU @ MEM,L,3,0,5
Corey Brewer,LAL,10/28/2017,LAL @ UTA,L,5,2,0
Andre Roberson,OKC,10/28/2017,OKC @ CHI,W,20,5,21
Ian Clark,NOP,10/28/2017,NOP vs. CLE,W,21,3,15
Tyreke Evans,MEM,10/28/2017,MEM vs. HOU,W,24,14,22
Henry Ellenson,DET,10/28/2017,DET @ LAC,W,12,0,-6
Ben Simmons,PHI,10/28/2017,PHI @ DAL,W,34,23,7
Jerian Grant,CHI,10/28/2017,CHI vs. OKC,L,21,2,-17
Jaylen Brown,BOS,10/28/2017,BOS @ MIA,W,32,6,18
Wesley Matthews,DAL,10/28/2017,DAL vs. PHI,L,33,19,-17
Devin Harris,DAL,10/28/2017,DAL vs. PHI,L,17,2,0
Josh Huestis,OKC,10/28/2017,OKC @ CHI,W,17,2,13
Dante Cunningham,NOP,10/28/2017,NOP vs. CLE,W,31,2,16
Tobias Harris,DET,10/28/2017,DET @ LAC,W,20,12,7
Robin Lopez,CHI,10/28/2017,CHI vs. OKC,L,25,10,-13
Patrick Beverley,LAC,10/28/2017,LAC vs. DET,L,37,9,-1
Kyle Korver,CLE,10/28/2017,CLE @ NOP,L,23,8,-10
Tyson Chandler,PHX,10/28/2017,PHX @ POR,L,25,7,2
Sam Dekker,LAC,10/28/2017,LAC vs. DET,L,3,0,-2
Alex Abrines,OKC,10/28/2017,OKC @ CHI,W,18,5,-1
Lonzo Ball,LAL,10/28/2017,LAL @ UTA,L,36,9,-19
Joe Ingles,UTA,10/28/2017,UTA vs. LAL,W,32,13,25
Josh Smith,NOP,10/28/2017,NOP vs. CLE,W,7,2,-3
Al-Farouq Aminu,POR,10/28/2017,POR vs. PHX,W,29,10,7
