PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Shabazz Muhammad,MIN,02/25/2017,MIN @ HOU,L,13,11,-8
Tristan Thompson,CLE,02/25/2017,CLE vs. CHI,L,32,4,-8
Jarrett Jack,NOP,02/25/2017,NOP @ DAL,L,25,6,-7
Hollis Thompson,NOP,02/25/2017,NOP @ DAL,L,25,0,9
Carmelo Anthony,NYK,02/25/2017,NYK vs. PHI,W,37,37,3
Darren Collison,SAC,02/25/2017,SAC vs. CHA,L,28,10,-12
Patrick McCaw,GSW,02/25/2017,GSW vs. BKN,W,25,9,20
Zaza Pachulia,GSW,02/25/2017,GSW vs. BKN,W,20,8,29
Bismack Biyombo,ORL,02/25/2017,ORL vs. ATL,W,17,2,-9
Lavoy Allen,IND,02/25/2017,IND @ MIA,L,16,4,-1
Hassan Whiteside,MIA,02/25/2017,MIA vs. IND,W,37,22,15
Jeremy Lin,BKN,02/25/2017,BKN @ GSW,L,15,9,-23
Tim Hardaway Jr.,ATL,02/25/2017,ATL @ ORL,L,33,15,-24
Courtney Lee,NYK,02/25/2017,NYK vs. PHI,W,24,5,-3
Ryan Anderson,HOU,02/25/2017,HOU vs. MIN,W,24,18,-6
Tyler Johnson,MIA,02/25/2017,MIA vs. IND,W,31,5,16
Derrick Williams,CLE,02/25/2017,CLE vs. CHI,L,23,8,-21
Salah Mejri,DAL,02/25/2017,DAL vs. NOP,W,6,0,5
Rajon Rondo,CHI,02/25/2017,CHI @ CLE,W,25,15,15
Wesley Matthews,DAL,02/25/2017,DAL vs. NOP,W,30,10,-3
Yogi Ferrell,DAL,02/25/2017,DAL vs. NOP,W,29,7,8
Anthony Tolliver,SAC,02/25/2017,SAC vs. CHA,L,20,11,-13
Willy Hernangomez,NYK,02/25/2017,NYK vs. PHI,W,23,11,3
Jeremy Lamb,CHA,02/25/2017,CHA @ SAC,W,18,7,7
Channing Frye,CLE,02/25/2017,CLE vs. CHI,L,32,11,-8
Stephen Zimmerman,ORL,02/25/2017,ORL vs. ATL,W,2,2,0
Tyreke Evans,SAC,02/25/2017,SAC vs. CHA,L,22,11,-13
DeMarcus Cousins,NOP,02/25/2017,NOP @ DAL,L,32,12,-15
Georgios Papagiannis,SAC,02/25/2017,SAC vs. CHA,L,5,0,9
Trevor Booker,BKN,02/25/2017,BKN @ GSW,L,27,12,1
Cameron Payne,CHI,02/25/2017,CHI @ CLE,W,12,6,-2
Skal Labissiere,SAC,02/25/2017,SAC vs. CHA,L,23,8,1
Elfrid Payton,ORL,02/25/2017,ORL vs. ATL,W,28,15,27
Sam Dekker,HOU,02/25/2017,HOU vs. MIN,W,16,8,13
Timothe Luwawu-Cabarrot,PHI,02/25/2017,PHI @ NYK,L,12,2,3
Cristiano Felicio,CHI,02/25/2017,CHI @ CLE,W,24,10,19
Monta Ellis,IND,02/25/2017,IND @ MIA,L,27,8,-17
Richaun Holmes,PHI,02/25/2017,PHI @ NYK,L,16,8,-6
Seth Curry,DAL,02/25/2017,DAL vs. NOP,W,37,13,4
Joe Young,IND,02/25/2017,IND @ MIA,L,1,0,0
Nemanja Bjelica,MIN,02/25/2017,MIN @ HOU,L,14,10,-10
Devin Harris,DAL,02/25/2017,DAL vs. NOP,W,22,8,12
Denzel Valentine,CHI,02/25/2017,CHI @ CLE,W,20,11,8
Derrick Rose,NYK,02/25/2017,NYK vs. PHI,W,36,18,1
Clint Capela,HOU,02/25/2017,HOU vs. MIN,W,22,16,6
Okaro White,MIA,02/25/2017,MIA vs. IND,W,5,0,7
Reggie Williams,NOP,02/25/2017,NOP @ DAL,L,16,2,-17
Draymond Green,GSW,02/25/2017,GSW vs. BKN,W,23,5,7
Kent Bazemore,ATL,02/25/2017,ATL @ ORL,L,24,9,-21
Michael Kidd-Gilchrist,CHA,02/25/2017,CHA @ SAC,W,27,6,17
Mindaugas Kuzminskas,NYK,02/25/2017,NYK vs. PHI,W,22,3,6
Rodney Stuckey,IND,02/25/2017,IND @ MIA,L,18,12,-1
Gerald Henderson,PHI,02/25/2017,PHI @ NYK,L,30,9,4
KJ McDaniels,BKN,02/25/2017,BKN @ GSW,L,2,0,2
Tim Frazier,NOP,02/25/2017,NOP @ DAL,L,10,2,-17
Malcolm Delaney,ATL,02/25/2017,ATL @ ORL,L,15,2,-5
Brandon Rush,MIN,02/25/2017,MIN @ HOU,L,33,0,-6
Jimmy Butler,CHI,02/25/2017,CHI @ CLE,W,39,18,20
Jerian Grant,CHI,02/25/2017,CHI @ CLE,W,16,6,4
Kyle O'Quinn,NYK,02/25/2017,NYK vs. PHI,W,25,9,-4
Willie Cauley-Stein,SAC,02/25/2017,SAC vs. CHA,L,28,2,-12
Iman Shumpert,CLE,02/25/2017,CLE vs. CHI,L,23,5,-7
Kyrie Irving,CLE,02/25/2017,CLE vs. CHI,L,35,34,-4
Andrew Wiggins,MIN,02/25/2017,MIN @ HOU,L,37,30,-3
Briante Weber,GSW,02/25/2017,GSW vs. BKN,W,2,4,3
Kyle Korver,CLE,02/25/2017,CLE vs. CHI,L,27,14,-6
Josh Richardson,MIA,02/25/2017,MIA vs. IND,W,14,2,4
Luke Babbitt,MIA,02/25/2017,MIA vs. IND,W,15,9,-1
Justin Hamilton,BKN,02/25/2017,BKN @ GSW,L,17,2,-6
Lance Thomas,NYK,02/25/2017,NYK vs. PHI,W,37,11,-7
Nene,HOU,02/25/2017,HOU vs. MIN,W,19,11,8
Dante Cunningham,NOP,02/25/2017,NOP @ DAL,L,17,2,-12
Trevor Ariza,HOU,02/25/2017,HOU vs. MIN,W,32,15,-1
Harrison Barnes,DAL,02/25/2017,DAL vs. NOP,W,34,19,0
Nik Stauskas,PHI,02/25/2017,PHI @ NYK,L,24,14,-2
Tyus Jones,MIN,02/25/2017,MIN @ HOU,L,21,6,-6
Dwyane Wade,CHI,02/25/2017,CHI @ CLE,W,34,20,10
Eric Gordon,HOU,02/25/2017,HOU vs. MIN,W,30,14,15
Brandon Jennings,NYK,02/25/2017,NYK vs. PHI,W,12,2,0
Christian Wood,CHA,02/25/2017,CHA @ SAC,W,10,5,-5
Ersan Ilyasova,ATL,02/25/2017,ATL @ ORL,L,25,5,-5
Spencer Dinwiddie,BKN,02/25/2017,BKN @ GSW,L,29,13,4
Isaiah Whitehead,BKN,02/25/2017,BKN @ GSW,L,23,9,-6
CJ Miles,IND,02/25/2017,IND @ MIA,L,27,8,-7
Frank Kaminsky,CHA,02/25/2017,CHA @ SAC,W,38,23,19
Glenn Robinson III,IND,02/25/2017,IND @ MIA,L,24,13,5
Bobby Portis,CHI,02/25/2017,CHI @ CLE,W,19,7,2
Evan Fournier,ORL,02/25/2017,ORL vs. ATL,W,34,7,29
Shaun Livingston,GSW,02/25/2017,GSW vs. BKN,W,17,6,-7
Langston Galloway,SAC,02/25/2017,SAC vs. CHA,L,12,0,2
Andre Iguodala,GSW,02/25/2017,GSW vs. BKN,W,26,5,21
Taurean Prince,ATL,02/25/2017,ATL @ ORL,L,27,11,3
Nikola Mirotic,CHI,02/25/2017,CHI @ CLE,W,29,14,16
David West,GSW,02/25/2017,GSW vs. BKN,W,14,2,-5
Kay Felder,CLE,02/25/2017,CLE vs. CHI,L,9,0,-8
Nerlens Noel,DAL,02/25/2017,DAL vs. NOP,W,30,9,9
CJ Wilcox,ORL,02/25/2017,ORL vs. ATL,W,3,2,-2
Mario Hezonja,ORL,02/25/2017,ORL vs. ATL,W,23,4,-14
D.J. Augustin,ORL,02/25/2017,ORL vs. ATL,W,21,8,-8
Joffrey Lauvergne,CHI,02/25/2017,CHI @ CLE,W,2,0,-5
Randy Foye,BKN,02/25/2017,BKN @ GSW,L,20,2,-4
Montrezl Harrell,HOU,02/25/2017,HOU vs. MIN,W,7,4,-2
Jeff Green,ORL,02/25/2017,ORL vs. ATL,W,22,7,-6
Marvin Williams,CHA,02/25/2017,CHA @ SAC,W,36,16,8
Nicolas Batum,CHA,02/25/2017,CHA @ SAC,W,34,15,5
Brook Lopez,BKN,02/25/2017,BKN @ GSW,L,31,9,-11
Nikola Vucevic,ORL,02/25/2017,ORL vs. ATL,W,29,16,28
Dennis Schroder,ATL,02/25/2017,ATL @ ORL,L,31,11,-9
DeAndre Liggins,CLE,02/25/2017,CLE vs. CHI,L,5,0,-10
Ian Clark,GSW,02/25/2017,GSW vs. BKN,W,19,9,-11
Aaron Brooks,IND,02/25/2017,IND @ MIA,L,1,0,0
Dario Saric,PHI,02/25/2017,PHI @ NYK,L,40,19,6
Solomon Hill,NOP,02/25/2017,NOP @ DAL,L,36,2,-2
Aaron Gordon,ORL,02/25/2017,ORL vs. ATL,W,24,18,27
Terrence Ross,ORL,02/25/2017,ORL vs. ATL,W,35,24,25
Lou Williams,HOU,02/25/2017,HOU vs. MIN,W,26,17,4
JaVale McGee,GSW,02/25/2017,GSW vs. BKN,W,12,7,-5
Willie Reed,MIA,02/25/2017,MIA vs. IND,W,10,4,3
Dirk Nowitzki,DAL,02/25/2017,DAL vs. NOP,W,28,18,8
James Harden,HOU,02/25/2017,HOU vs. MIN,W,35,24,5
DeAndre' Bembry,ATL,02/25/2017,ATL @ ORL,L,4,2,-1
T.J. McConnell,PHI,02/25/2017,PHI @ NYK,L,33,7,6
Ben McLemore,SAC,02/25/2017,SAC vs. CHA,L,33,18,-8
Buddy Hield,SAC,02/25/2017,SAC vs. CHA,L,26,15,-3
Dorian Finney-Smith,DAL,02/25/2017,DAL vs. NOP,W,24,12,22
James Johnson,MIA,02/25/2017,MIA vs. IND,W,29,15,12
Anthony Davis,NOP,02/25/2017,NOP @ DAL,L,39,39,-2
Dwight Howard,ATL,02/25/2017,ATL @ ORL,L,29,11,-18
James Jones,CLE,02/25/2017,CLE vs. CHI,L,23,14,-13
Justin Anderson,PHI,02/25/2017,PHI @ NYK,L,4,0,-8
Paul George,IND,02/25/2017,IND @ MIA,L,19,10,-9
Karl-Anthony Towns,MIN,02/25/2017,MIN @ HOU,L,37,37,-1
Kevon Looney,GSW,02/25/2017,GSW vs. BKN,W,2,0,-2
Jeff Teague,IND,02/25/2017,IND @ MIA,L,32,16,-24
Jahlil Okafor,PHI,02/25/2017,PHI @ NYK,L,29,28,3
Brian Roberts,CHA,02/25/2017,CHA @ SAC,W,12,2,5
Thabo Sefolosha,ATL,02/25/2017,ATL @ ORL,L,19,9,7
Wayne Ellington,MIA,02/25/2017,MIA vs. IND,W,21,7,7
Richard Jefferson,CLE,02/25/2017,CLE vs. CHI,L,31,9,-5
Kosta Koufos,SAC,02/25/2017,SAC vs. CHA,L,19,6,-7
Rondae Hollis-Jefferson,BKN,02/25/2017,BKN @ GSW,L,21,16,-18
Kemba Walker,CHA,02/25/2017,CHA @ SAC,W,36,12,9
Dion Waiters,MIA,02/25/2017,MIA vs. IND,W,31,22,10
Stephen Curry,GSW,02/25/2017,GSW vs. BKN,W,35,27,17
Sean Kilpatrick,BKN,02/25/2017,BKN @ GSW,L,29,15,-2
Marco Belinelli,CHA,02/25/2017,CHA @ SAC,W,29,13,5
Rakeem Christmas,IND,02/25/2017,IND @ MIA,L,16,4,1
James Michael McAdoo,GSW,02/25/2017,GSW vs. BKN,W,15,6,-5
Thaddeus Young,IND,02/25/2017,IND @ MIA,L,26,2,-18
Jeremy Lamb,CHA,02/26/2017,CHA @ LAC,L,37,19,10
Rudy Gobert,UTA,02/26/2017,UTA @ WAS,W,36,15,13
DeMar DeRozan,TOR,02/26/2017,TOR vs. POR,W,36,33,9
Gary Harris,DEN,02/26/2017,DEN vs. MEM,L,34,19,6
Hollis Thompson,NOP,02/26/2017,NOP @ OKC,L,31,7,-3
Brandon Ingram,LAL,02/26/2017,LAL vs. SAS,L,35,22,-10
Marcus Smart,BOS,02/26/2017,BOS @ DET,W,31,14,-6
LaMarcus Aldridge,SAS,02/26/2017,SAS @ LAL,W,23,16,13
Jared Dudley,PHX,02/26/2017,PHX @ MIL,L,25,6,-14
Sheldon Mac,WAS,02/26/2017,WAS vs. UTA,L,1,0,0
JaMychal Green,MEM,02/26/2017,MEM @ DEN,W,28,9,2
Kyle Anderson,SAS,02/26/2017,SAS @ LAL,W,14,9,1
Delon Wright,TOR,02/26/2017,TOR vs. POR,W,15,11,5
Jordan Clarkson,LAL,02/26/2017,LAL vs. SAS,L,27,19,-19
Corey Brewer,LAL,02/26/2017,LAL vs. SAS,L,13,5,-7
Enes Kanter,OKC,02/26/2017,OKC vs. NOP,W,24,20,21
Blake Griffin,LAC,02/26/2017,LAC vs. CHA,W,42,43,17
Serge Ibaka,TOR,02/26/2017,TOR vs. POR,W,34,18,2
Doug McDermott,OKC,02/26/2017,OKC vs. NOP,W,23,2,10
Danny Green,SAS,02/26/2017,SAS @ LAL,W,20,5,8
Tim Frazier,NOP,02/26/2017,NOP @ OKC,L,15,2,-3
Patrick Patterson,TOR,02/26/2017,TOR vs. POR,W,19,6,2
Allen Crabbe,POR,02/26/2017,POR @ TOR,L,31,9,2
Christian Wood,CHA,02/26/2017,CHA @ LAC,L,23,4,-1
Tobias Harris,DET,02/26/2017,DET vs. BOS,L,33,8,1
Brian Roberts,CHA,02/26/2017,CHA @ LAC,L,10,2,15
Jonas Valanciunas,TOR,02/26/2017,TOR vs. POR,W,22,15,6
Rodney Hood,UTA,02/26/2017,UTA @ WAS,W,27,11,11
Thomas Robinson,LAL,02/26/2017,LAL vs. SAS,L,17,9,2
Marcus Morris,DET,02/26/2017,DET vs. BOS,L,38,16,-10
Alex Len,PHX,02/26/2017,PHX @ MIL,L,14,6,-2
Kentavious Caldwell-Pope,DET,02/26/2017,DET vs. BOS,L,36,18,-18
Nikola Jokic,DEN,02/26/2017,DEN vs. MEM,L,33,10,4
Tony Snell,MIL,02/26/2017,MIL vs. PHX,W,33,13,-1
Marquese Chriss,PHX,02/26/2017,PHX @ MIL,L,16,8,-4
Mason Plumlee,DEN,02/26/2017,DEN vs. MEM,L,17,2,-12
Lucas Nogueira,TOR,02/26/2017,TOR vs. POR,W,10,0,-7
Joe Johnson,UTA,02/26/2017,UTA @ WAS,W,24,4,0
Daniel Ochefu,WAS,02/26/2017,WAS vs. UTA,L,1,0,0
CJ McCollum,POR,02/26/2017,POR @ TOR,L,35,17,-16
Marcin Gortat,WAS,02/26/2017,WAS vs. UTA,L,28,6,-6
Austin Rivers,LAC,02/26/2017,LAC vs. CHA,W,20,5,-13
Jason Terry,MIL,02/26/2017,MIL vs. PHX,W,16,3,5
Mike Conley,MEM,02/26/2017,MEM @ DEN,W,35,31,6
Matthew Dellavedova,MIL,02/26/2017,MIL vs. PHX,W,24,0,-2
Jamal Crawford,LAC,02/26/2017,LAC vs. CHA,W,16,4,-16
Al-Farouq Aminu,POR,02/26/2017,POR @ TOR,L,29,13,-10
Jon Leuer,DET,02/26/2017,DET vs. BOS,L,25,10,-3
Joe Ingles,UTA,02/26/2017,UTA @ WAS,W,19,2,-2
Jusuf Nurkic,POR,02/26/2017,POR @ TOR,L,21,8,3
Bradley Beal,WAS,02/26/2017,WAS vs. UTA,L,34,22,6
Taj Gibson,OKC,02/26/2017,OKC vs. NOP,W,21,6,2
Darrell Arthur,DEN,02/26/2017,DEN vs. MEM,L,12,0,-9
Nicolas Batum,CHA,02/26/2017,CHA @ LAC,L,43,31,-17
Noah Vonleh,POR,02/26/2017,POR @ TOR,L,21,5,4
Michael Kidd-Gilchrist,CHA,02/26/2017,CHA @ LAC,L,21,2,-11
Jerami Grant,OKC,02/26/2017,OKC vs. NOP,W,21,7,5
D'Angelo Russell,LAL,02/26/2017,LAL vs. SAS,L,29,18,-8
Bojan Bogdanovic,WAS,02/26/2017,WAS vs. UTA,L,33,15,-4
Patty Mills,SAS,02/26/2017,SAS @ LAL,W,17,9,20
Tyler Zeller,BOS,02/26/2017,BOS @ DET,W,4,0,-2
Khris Middleton,MIL,02/26/2017,MIL vs. PHX,W,28,8,-14
Dante Exum,UTA,02/26/2017,UTA @ WAS,W,11,0,-12
Tarik Black,LAL,02/26/2017,LAL vs. SAS,L,16,2,-6
Domantas Sabonis,OKC,02/26/2017,OKC vs. NOP,W,8,4,-9
Marc Gasol,MEM,02/26/2017,MEM @ DEN,W,38,23,-6
Tony Allen,MEM,02/26/2017,MEM @ DEN,W,28,8,-7
Luol Deng,LAL,02/26/2017,LAL vs. SAS,L,13,0,-6
Devin Booker,PHX,02/26/2017,PHX @ MIL,L,35,15,6
Terry Rozier,BOS,02/26/2017,BOS @ DET,W,18,13,5
Ivica Zubac,LAL,02/26/2017,LAL vs. SAS,L,18,2,-11
Alec Burks,UTA,02/26/2017,UTA @ WAS,W,10,4,-3
Tony Parker,SAS,02/26/2017,SAS @ LAL,W,20,8,8
Aron Baynes,DET,02/26/2017,DET vs. BOS,L,12,3,7
Jrue Holiday,NOP,02/26/2017,NOP @ OKC,L,33,6,-5
Larry Nance Jr.,LAL,02/26/2017,LAL vs. SAS,L,13,2,-13
Alex Abrines,OKC,02/26/2017,OKC vs. NOP,W,35,13,8
Greg Monroe,MIL,02/26/2017,MIL vs. PHX,W,33,14,9
Troy Daniels,MEM,02/26/2017,MEM @ DEN,W,18,6,10
Trey Burke,WAS,02/26/2017,WAS vs. UTA,L,5,0,-6
Gordon Hayward,UTA,02/26/2017,UTA @ WAS,W,40,30,14
Treveon Graham,CHA,02/26/2017,CHA @ LAC,L,7,0,5
Jamal Murray,DEN,02/26/2017,DEN vs. MEM,L,16,11,-14
Alexis Ajinca,NOP,02/26/2017,NOP @ OKC,L,5,0,1
Davis Bertans,SAS,02/26/2017,SAS @ LAL,W,8,3,-3
Thon Maker,MIL,02/26/2017,MIL vs. PHX,W,14,2,-5
Tyler Ulis,PHX,02/26/2017,PHX @ MIL,L,14,2,-9
Marco Belinelli,CHA,02/26/2017,CHA @ LAC,L,14,5,7
Al Horford,BOS,02/26/2017,BOS @ DET,W,36,4,5
Danilo Gallinari,DEN,02/26/2017,DEN vs. MEM,L,35,24,1
Will Barton,DEN,02/26/2017,DEN vs. MEM,L,25,6,-16
Dejounte Murray,SAS,02/26/2017,SAS @ LAL,W,11,0,-7
DeMarre Carroll,TOR,02/26/2017,TOR vs. POR,W,32,5,4
Pau Gasol,SAS,02/26/2017,SAS @ LAL,W,20,15,13
Kawhi Leonard,SAS,02/26/2017,SAS @ LAL,W,26,25,18
Raymond Felton,LAC,02/26/2017,LAC vs. CHA,W,12,0,-15
Alan Anderson,LAC,02/26/2017,LAC vs. CHA,W,5,3,-3
George Hill,UTA,02/26/2017,UTA @ WAS,W,37,21,24
Norman Powell,TOR,02/26/2017,TOR vs. POR,W,12,8,-3
Boris Diaw,UTA,02/26/2017,UTA @ WAS,W,13,5,-2
Chandler Parsons,MEM,02/26/2017,MEM @ DEN,W,21,0,-10
Steven Adams,OKC,02/26/2017,OKC vs. NOP,W,29,13,-8
Reggie Jackson,DET,02/26/2017,DET vs. BOS,L,34,17,-13
Damian Lillard,POR,02/26/2017,POR @ TOR,L,36,28,-3
Tyler Ennis,LAL,02/26/2017,LAL vs. SAS,L,8,5,3
Ian Mahinmi,WAS,02/26/2017,WAS vs. UTA,L,16,7,-3
Jameer Nelson,DEN,02/26/2017,DEN vs. MEM,L,32,12,7
Alan Williams,PHX,02/26/2017,PHX @ MIL,L,34,17,-2
Donatas Motiejunas,NOP,02/26/2017,NOP @ OKC,L,23,6,-5
Toney Douglas,MEM,02/26/2017,MEM @ DEN,W,20,2,12
Ish Smith,DET,02/26/2017,DET vs. BOS,L,14,2,7
Julius Randle,LAL,02/26/2017,LAL vs. SAS,L,28,6,-17
Wesley Johnson,LAC,02/26/2017,LAC vs. CHA,W,5,0,-8
Tomas Satoransky,WAS,02/26/2017,WAS vs. UTA,L,7,2,3
Maurice Harkless,POR,02/26/2017,POR @ TOR,L,36,18,-7
David Lee,SAS,02/26/2017,SAS @ LAL,W,25,6,8
