PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
James Harden,HOU,11/06/2015,HOU @ SAC,W,42,43,24
Lavoy Allen,IND,11/06/2015,IND vs. MIA,W,23,4,23
James Jones,CLE,11/06/2015,CLE vs. PHI,W,13,3,-4
Nick Young,LAL,11/06/2015,LAL @ BKN,W,16,10,6
Ian Mahinmi,IND,11/06/2015,IND vs. MIA,W,25,6,10
Rodney Stuckey,IND,11/06/2015,IND vs. MIA,W,10,6,-12
Alexis Ajinca,NOP,11/06/2015,NOP vs. ATL,L,9,4,0
Bojan Bogdanovic,BKN,11/06/2015,BKN vs. LAL,L,22,5,-15
Dennis Schroder,ATL,11/06/2015,ATL @ NOP,W,19,15,2
Montrezl Harrell,HOU,11/06/2015,HOU @ SAC,W,7,3,-10
Greivis Vasquez,MIL,11/06/2015,MIL @ NYK,W,31,8,8
Jon Leuer,PHX,11/06/2015,PHX vs. DET,L,13,3,-2
David Lee,BOS,11/06/2015,BOS vs. WAS,W,13,2,5
Leandro Barbosa,GSW,11/06/2015,GSW vs. DEN,W,12,6,3
Stephen Curry,GSW,11/06/2015,GSW vs. DEN,W,35,34,14
James Michael McAdoo,GSW,11/06/2015,GSW vs. DEN,W,10,3,2
Hollis Thompson,PHI,11/06/2015,PHI @ CLE,L,26,8,9
Mo Williams,CLE,11/06/2015,CLE vs. PHI,W,31,16,2
Sonny Weems,PHX,11/06/2015,PHX vs. DET,L,6,0,-2
Paul George,IND,11/06/2015,IND vs. MIA,W,38,36,8
C.J. Watson,ORL,11/06/2015,ORL vs. TOR,W,27,12,14
Harrison Barnes,GSW,11/06/2015,GSW vs. DEN,W,31,21,6
Stanley Johnson,DET,11/06/2015,DET @ PHX,W,22,5,7
Myles Turner,IND,11/06/2015,IND vs. MIA,W,13,2,-22
Matthew Dellavedova,CLE,11/06/2015,CLE vs. PHI,W,26,11,-15
Kostas Papanikolaou,DEN,11/06/2015,DEN @ GSW,L,2,0,2
Darrell Arthur,DEN,11/06/2015,DEN @ GSW,L,12,4,6
John Wall,WAS,11/06/2015,WAS @ BOS,L,28,13,4
Jordan Clarkson,LAL,11/06/2015,LAL @ BKN,W,33,16,3
Anthony Tolliver,DET,11/06/2015,DET @ PHX,W,25,4,4
Chris Copeland,MIL,11/06/2015,MIL @ NYK,W,9,0,-4
Nik Stauskas,PHI,11/06/2015,PHI @ CLE,L,38,14,-15
Trevor Ariza,HOU,11/06/2015,HOU @ SAC,W,37,18,27
Andre Drummond,DET,11/06/2015,DET @ PHX,W,36,12,1
Larry Nance Jr.,LAL,11/06/2015,LAL @ BKN,W,16,6,9
Lamar Patterson,ATL,11/06/2015,ATL @ NOP,W,10,0,-3
Kosta Koufos,SAC,11/06/2015,SAC vs. HOU,L,25,6,-32
Kristaps Porzingis,NYK,11/06/2015,NYK vs. MIL,L,28,14,-6
Shane Larkin,BKN,11/06/2015,BKN vs. LAL,L,10,0,-13
James Anderson,SAC,11/06/2015,SAC vs. HOU,L,18,2,-18
Jrue Holiday,NOP,11/06/2015,NOP vs. ATL,L,23,4,0
Jason Thompson,GSW,11/06/2015,GSW vs. DEN,W,7,2,-2
Marcin Gortat,WAS,11/06/2015,WAS @ BOS,L,26,10,6
JaKarr Sampson,PHI,11/06/2015,PHI @ CLE,L,10,5,-3
Reggie Jackson,DET,11/06/2015,DET @ PHX,W,30,23,7
Steve Blake,DET,11/06/2015,DET @ PHX,W,18,8,1
T.J. McConnell,PHI,11/06/2015,PHI @ CLE,L,25,8,-16
Mario Hezonja,ORL,11/06/2015,ORL vs. TOR,W,22,6,5
Sam Dekker,HOU,11/06/2015,HOU @ SAC,W,0,0,-3
Terrence Ross,TOR,11/06/2015,TOR @ ORL,L,15,0,-6
Chris Bosh,MIA,11/06/2015,MIA @ IND,L,35,21,6
Dwyane Wade,MIA,11/06/2015,MIA @ IND,L,30,9,-24
Aron Baynes,DET,11/06/2015,DET @ PHX,W,12,4,7
Jarrett Jack,BKN,11/06/2015,BKN vs. LAL,L,38,18,7
Darren Collison,SAC,11/06/2015,SAC vs. HOU,L,31,22,17
Elfrid Payton,ORL,11/06/2015,ORL vs. TOR,W,15,0,-17
Brandon Knight,PHX,11/06/2015,PHX vs. DET,L,39,22,0
Tristan Thompson,CLE,11/06/2015,CLE vs. PHI,W,23,3,-3
Alex Len,PHX,11/06/2015,PHX vs. DET,L,9,4,-5
Rudy Gay,SAC,11/06/2015,SAC vs. HOU,L,26,15,-23
Wayne Ellington,BKN,11/06/2015,BKN vs. LAL,L,12,2,0
Khris Middleton,MIL,11/06/2015,MIL @ NYK,W,38,13,14
Jonas Jerebko,BOS,11/06/2015,BOS vs. WAS,W,20,6,18
Avery Bradley,BOS,11/06/2015,BOS vs. WAS,W,26,6,6
Jose Calderon,NYK,11/06/2015,NYK vs. MIL,L,16,0,-7
Roy Hibbert,LAL,11/06/2015,LAL @ BKN,W,27,2,-3
Justin Holiday,ATL,11/06/2015,ATL @ NOP,W,15,4,-1
Anthony Bennett,TOR,11/06/2015,TOR @ ORL,L,6,2,-8
George Hill,IND,11/06/2015,IND vs. MIA,W,40,12,12
Lance Thomas,NYK,11/06/2015,NYK vs. MIL,L,17,5,-9
Thaddeus Young,BKN,11/06/2015,BKN vs. LAL,L,34,14,-2
Eric Bledsoe,PHX,11/06/2015,PHX vs. DET,L,37,22,0
Jerian Grant,NYK,11/06/2015,NYK vs. MIL,L,23,8,12
Al Horford,ATL,11/06/2015,ATL @ NOP,W,30,14,10
Greg Monroe,MIL,11/06/2015,MIL @ NYK,W,23,8,2
Richaun Holmes,PHI,11/06/2015,PHI @ CLE,L,12,3,9
Evan Fournier,ORL,11/06/2015,ORL vs. TOR,W,28,11,-10
Jerami Grant,PHI,11/06/2015,PHI @ CLE,L,27,8,-12
Tyler Ennis,MIL,11/06/2015,MIL @ NYK,W,17,4,-1
Ronnie Price,PHX,11/06/2015,PHX vs. DET,L,12,6,-12
Patrick Patterson,TOR,11/06/2015,TOR @ ORL,L,22,0,4
Justise Winslow,MIA,11/06/2015,MIA @ IND,L,31,13,10
Ryan Anderson,NOP,11/06/2015,NOP vs. ATL,L,30,10,-7
Lou Williams,LAL,11/06/2015,LAL @ BKN,W,25,10,8
Jared Dudley,WAS,11/06/2015,WAS @ BOS,L,27,8,-23
Brook Lopez,BKN,11/06/2015,BKN vs. LAL,L,39,23,-4
Johnny O'Bryant III,MIL,11/06/2015,MIL @ NYK,W,16,11,-5
Shabazz Napier,ORL,11/06/2015,ORL vs. TOR,W,17,5,12
Jared Cunningham,CLE,11/06/2015,CLE vs. PHI,W,20,0,16
DeMarre Carroll,TOR,11/06/2015,TOR @ ORL,L,36,9,-15
Brandon Bass,LAL,11/06/2015,LAL @ BKN,W,3,2,3
Kevin Love,CLE,11/06/2015,CLE vs. PHI,W,34,12,14
Jordan Hill,IND,11/06/2015,IND vs. MIA,W,24,10,13
Jordan Mickey,BOS,11/06/2015,BOS vs. WAS,W,3,3,1
RJ Hunter,BOS,11/06/2015,BOS vs. WAS,W,5,0,-4
Randy Foye,DEN,11/06/2015,DEN @ GSW,L,18,0,-6
Anderson Varejao,CLE,11/06/2015,CLE vs. PHI,W,7,2,-4
Marcus Thornton,HOU,11/06/2015,HOU @ SAC,W,42,16,19
Kyle Korver,ATL,11/06/2015,ATL @ NOP,W,33,22,16
Markieff Morris,PHX,11/06/2015,PHX vs. DET,L,30,18,7
Bradley Beal,WAS,11/06/2015,WAS @ BOS,L,31,24,-7
Glenn Robinson III,IND,11/06/2015,IND vs. MIA,W,16,7,2
Tyson Chandler,PHX,11/06/2015,PHX vs. DET,L,35,4,-6
Kentavious Caldwell-Pope,DET,11/06/2015,DET @ PHX,W,36,18,4
Christian Wood,PHI,11/06/2015,PHI @ CLE,L,1,0,3
Ersan Ilyasova,DET,11/06/2015,DET @ PHX,W,21,6,3
DeJuan Blair,WAS,11/06/2015,WAS @ BOS,L,8,0,-6
Isaiah Canaan,PHI,11/06/2015,PHI @ CLE,L,22,17,9
Cory Joseph,TOR,11/06/2015,TOR @ ORL,L,29,19,-2
Tobias Harris,ORL,11/06/2015,ORL vs. TOR,W,36,20,6
Kenneth Faried,DEN,11/06/2015,DEN @ GSW,L,21,8,-5
Seth Curry,SAC,11/06/2015,SAC vs. HOU,L,15,8,10
Julius Randle,LAL,11/06/2015,LAL @ BKN,W,32,14,-6
Kyle O'Quinn,NYK,11/06/2015,NYK vs. MIL,L,17,6,-5
Dante Cunningham,NOP,11/06/2015,NOP vs. ATL,L,23,8,-9
Marreese Speights,GSW,11/06/2015,GSW vs. DEN,W,14,3,0
Tyler Johnson,MIA,11/06/2015,MIA @ IND,L,19,6,1
Brandon Rush,GSW,11/06/2015,GSW vs. DEN,W,2,0,-2
Monta Ellis,IND,11/06/2015,IND vs. MIA,W,36,4,7
Kelly Oubre Jr.,WAS,11/06/2015,WAS @ BOS,L,14,7,3
Nerlens Noel,PHI,11/06/2015,PHI @ CLE,L,36,18,-7
KJ McDaniels,HOU,11/06/2015,HOU @ SAC,W,0,0,-3
JJ Hickson,DEN,11/06/2015,DEN @ GSW,L,7,5,-7
Festus Ezeli,GSW,11/06/2015,GSW vs. DEN,W,18,16,4
TJ Warren,PHX,11/06/2015,PHX vs. DET,L,16,5,-14
Paul Millsap,ATL,11/06/2015,ATL @ NOP,W,34,22,0
Clint Capela,HOU,11/06/2015,HOU @ SAC,W,26,13,19
Joe Johnson,BKN,11/06/2015,BKN vs. LAL,L,38,22,-6
Jae Crowder,BOS,11/06/2015,BOS vs. WAS,W,28,12,9
Goran Dragic,MIA,11/06/2015,MIA @ IND,L,31,11,-6
Emmanuel Mudiay,DEN,11/06/2015,DEN @ GSW,L,30,13,-11
Kris Humphries,WAS,11/06/2015,WAS @ BOS,L,21,9,3
Willie Cauley-Stein,SAC,11/06/2015,SAC vs. HOU,L,22,7,22
Kent Bazemore,ATL,11/06/2015,ATL @ NOP,W,33,10,2
Langston Galloway,NYK,11/06/2015,NYK vs. MIL,L,32,13,0
John Henson,MIL,11/06/2015,MIL @ NYK,W,23,22,9
Otto Porter Jr.,WAS,11/06/2015,WAS @ BOS,L,24,9,-7
Channing Frye,ORL,11/06/2015,ORL vs. TOR,W,14,5,6
Bismack Biyombo,TOR,11/06/2015,TOR @ ORL,L,16,2,-12
Jason Terry,HOU,11/06/2015,HOU @ SAC,W,13,2,-25
Metta World Peace,LAL,11/06/2015,LAL @ BKN,W,17,3,12
Garrett Temple,WAS,11/06/2015,WAS @ BOS,L,11,5,-5
Evan Turner,BOS,11/06/2015,BOS vs. WAS,W,30,16,26
Richard Jefferson,CLE,11/06/2015,CLE vs. PHI,W,29,17,-8
Gary Harris,DEN,11/06/2015,DEN @ GSW,L,29,16,-13
Luke Babbitt,NOP,11/06/2015,NOP vs. ATL,L,29,13,-2
Tarik Black,LAL,11/06/2015,LAL @ BKN,W,18,7,6
Jason Smith,ORL,11/06/2015,ORL vs. TOR,W,8,0,3
Luol Deng,MIA,11/06/2015,MIA @ IND,L,26,9,-14
Ramon Sessions,WAS,11/06/2015,WAS @ BOS,L,20,6,-24
PJ Tucker,PHX,11/06/2015,PHX vs. DET,L,34,5,4
Rajon Rondo,SAC,11/06/2015,SAC vs. HOU,L,24,12,-17
Ty Lawson,HOU,11/06/2015,HOU @ SAC,W,41,13,15
Trey Lyles,UTA,11/07/2015,UTA vs. MEM,W,1,0,0
Jerryd Bayless,MIL,11/07/2015,MIL vs. BKN,W,32,19,19
Luke Babbitt,NOP,11/07/2015,NOP @ DAL,L,19,3,-8
Nicolas Batum,CHA,11/07/2015,CHA @ SAS,L,32,10,-20
Richaun Holmes,PHI,11/07/2015,PHI vs. ORL,L,18,8,-5
Bradley Beal,WAS,11/07/2015,WAS @ ATL,L,37,11,-15
Willie Cauley-Stein,SAC,11/07/2015,SAC vs. GSW,L,20,6,4
Doug McDermott,CHI,11/07/2015,CHI vs. MIN,L,21,11,-19
E'Twaun Moore,CHI,11/07/2015,CHI vs. MIN,L,15,5,1
Gary Neal,WAS,11/07/2015,WAS @ ATL,L,18,8,-10
Nene,WAS,11/07/2015,WAS @ ATL,L,22,10,5
Beno Udrih,MEM,11/07/2015,MEM @ UTA,L,8,4,-8
Jabari Parker,MIL,11/07/2015,MIL vs. BKN,W,24,8,1
Adreian Payne,MIN,11/07/2015,MIN @ CHI,W,4,2,4
Christian Wood,PHI,11/07/2015,PHI vs. ORL,L,0,0,-1
Ray McCallum,SAS,11/07/2015,SAS vs. CHA,W,4,0,-4
Blake Griffin,LAC,11/07/2015,LAC vs. HOU,L,38,35,0
Otto Porter Jr.,WAS,11/07/2015,WAS @ ATL,L,39,23,-12
Jason Smith,ORL,11/07/2015,ORL @ PHI,W,18,10,5
Rudy Gobert,UTA,11/07/2015,UTA vs. MEM,W,36,7,7
Shane Larkin,BKN,11/07/2015,BKN @ MIL,L,18,6,7
Kris Humphries,WAS,11/07/2015,WAS @ ATL,L,25,9,-15
Evan Fournier,ORL,11/07/2015,ORL @ PHI,W,40,17,1
Garrett Temple,WAS,11/07/2015,WAS @ ATL,L,1,1,0
James Harden,HOU,11/07/2015,HOU @ LAC,W,40,46,6
Jamal Crawford,LAC,11/07/2015,LAC vs. HOU,L,19,2,-1
Mike Scott,ATL,11/07/2015,ATL vs. WAS,W,14,8,-2
Joe Johnson,BKN,11/07/2015,BKN @ MIL,L,35,8,-13
Dewayne Dedmon,ORL,11/07/2015,ORL @ PHI,W,30,12,3
LaMarcus Aldridge,SAS,11/07/2015,SAS vs. CHA,W,17,16,-1
Chandler Parsons,DAL,11/07/2015,DAL vs. NOP,W,15,6,-9
Al Horford,ATL,11/07/2015,ATL vs. WAS,W,29,14,16
JJ Redick,LAC,11/07/2015,LAC vs. HOU,L,35,19,2
Ty Lawson,HOU,11/07/2015,HOU @ LAC,W,41,6,-5
Jeremy Lin,CHA,11/07/2015,CHA @ SAS,L,22,12,-37
Draymond Green,GSW,11/07/2015,GSW @ SAC,W,38,10,10
Jared Dudley,WAS,11/07/2015,WAS @ ATL,L,20,4,4
Justin Anderson,DAL,11/07/2015,DAL vs. NOP,W,4,0,0
J.J. Barea,DAL,11/07/2015,DAL vs. NOP,W,24,13,-4
Jahlil Okafor,PHI,11/07/2015,PHI vs. ORL,L,33,19,-6
Rondae Hollis-Jefferson,BKN,11/07/2015,BKN @ MIL,L,24,2,-10
Zaza Pachulia,DAL,11/07/2015,DAL vs. NOP,W,28,9,0
Cody Zeller,CHA,11/07/2015,CHA @ SAS,L,24,2,-38
Nikola Mirotic,CHI,11/07/2015,CHI vs. MIN,L,17,4,5
Troy Daniels,CHA,11/07/2015,CHA @ SAS,L,4,0,4
Kent Bazemore,ATL,11/07/2015,ATL vs. WAS,W,29,25,16
Tony Snell,CHI,11/07/2015,CHI vs. MIN,L,28,14,15
Tobias Harris,ORL,11/07/2015,ORL @ PHI,W,26,9,6
Phil Pressey,PHI,11/07/2015,PHI vs. ORL,L,11,3,-8
Victor Oladipo,ORL,11/07/2015,ORL @ PHI,W,34,15,10
Brandan Wright,MEM,11/07/2015,MEM @ UTA,L,6,0,-8
Thabo Sefolosha,ATL,11/07/2015,ATL vs. WAS,W,20,10,9
Marco Belinelli,SAC,11/07/2015,SAC vs. GSW,L,35,22,-15
Alec Burks,UTA,11/07/2015,UTA vs. MEM,W,25,9,12
Zach LaVine,MIN,11/07/2015,MIN @ CHI,W,19,8,7
Paul Millsap,ATL,11/07/2015,ATL vs. WAS,W,34,21,17
Marcin Gortat,WAS,11/07/2015,WAS @ ATL,L,26,10,-20
Kelly Oubre Jr.,WAS,11/07/2015,WAS @ ATL,L,1,0,0
Rudy Gay,SAC,11/07/2015,SAC vs. GSW,L,34,22,-8
Austin Rivers,LAC,11/07/2015,LAC vs. HOU,L,31,10,-5
C.J. Watson,ORL,11/07/2015,ORL @ PHI,W,15,0,1
Jason Thompson,GSW,11/07/2015,GSW @ SAC,W,7,2,9
Dwight Powell,DAL,11/07/2015,DAL vs. NOP,W,26,15,20
Dante Cunningham,NOP,11/07/2015,NOP @ DAL,L,19,0,-17
Gordon Hayward,UTA,11/07/2015,UTA vs. MEM,W,35,18,9
Dirk Nowitzki,DAL,11/07/2015,DAL vs. NOP,W,30,18,4
Kosta Koufos,SAC,11/07/2015,SAC vs. GSW,L,27,12,-6
Jeff Teague,ATL,11/07/2015,ATL vs. WAS,W,27,10,10
Jeremy Evans,DAL,11/07/2015,DAL vs. NOP,W,13,3,-6
Joakim Noah,CHI,11/07/2015,CHI vs. MIN,L,25,3,-2
T.J. McConnell,PHI,11/07/2015,PHI vs. ORL,L,36,6,1
Quincy Acy,SAC,11/07/2015,SAC vs. GSW,L,15,3,8
Chris Copeland,MIL,11/07/2015,MIL vs. BKN,W,2,0,-7
Aaron Brooks,CHI,11/07/2015,CHI vs. MIN,L,15,10,6
Danny Green,SAS,11/07/2015,SAS vs. CHA,W,27,8,-3
Damien Inglis,MIL,11/07/2015,MIL vs. BKN,W,2,0,-7
Taj Gibson,CHI,11/07/2015,CHI vs. MIN,L,25,3,-12
Manu Ginobili,SAS,11/07/2015,SAS vs. CHA,W,18,13,34
Greg Monroe,MIL,11/07/2015,MIL vs. BKN,W,35,20,12
Raymond Felton,DAL,11/07/2015,DAL vs. NOP,W,18,5,17
Nik Stauskas,PHI,11/07/2015,PHI vs. ORL,L,36,18,-4
Mike Muscala,ATL,11/07/2015,ATL vs. WAS,W,19,7,-1
Jeff Green,MEM,11/07/2015,MEM @ UTA,L,29,8,-4
Harrison Barnes,GSW,11/07/2015,GSW @ SAC,W,32,13,0
Wesley Matthews,DAL,11/07/2015,DAL vs. NOP,W,29,13,14
Marcus Thornton,HOU,11/07/2015,HOU @ LAC,W,38,16,5
Tony Parker,SAS,11/07/2015,SAS vs. CHA,W,25,7,-15
Festus Ezeli,GSW,11/07/2015,GSW @ SAC,W,22,10,-9
Toney Douglas,NOP,11/07/2015,NOP @ DAL,L,28,11,-17
Klay Thompson,GSW,11/07/2015,GSW @ SAC,W,36,18,-4
Devin Harris,DAL,11/07/2015,DAL vs. NOP,W,24,6,13
Ish Smith,NOP,11/07/2015,NOP @ DAL,L,33,7,8
Dennis Schroder,ATL,11/07/2015,ATL vs. WAS,W,24,6,4
Khris Middleton,MIL,11/07/2015,MIL vs. BKN,W,33,14,11
Joe Ingles,UTA,11/07/2015,UTA vs. MEM,W,13,8,1
Josh Smith,LAC,11/07/2015,LAC vs. HOU,L,11,10,-9
Corey Brewer,HOU,11/07/2015,HOU @ LAC,W,17,4,4
James Anderson,SAC,11/07/2015,SAC vs. GSW,L,14,2,-1
Ramon Sessions,WAS,11/07/2015,WAS @ ATL,L,15,4,-7
PJ Hairston,CHA,11/07/2015,CHA @ SAS,L,17,4,16
Tony Allen,MEM,11/07/2015,MEM @ UTA,L,24,5,-3
Patty Mills,SAS,11/07/2015,SAS vs. CHA,W,19,15,39
Eric Gordon,NOP,11/07/2015,NOP @ DAL,L,41,21,-5
Tim Duncan,SAS,11/07/2015,SAS vs. CHA,W,24,11,-4
Kawhi Leonard,SAS,11/07/2015,SAS vs. CHA,W,34,23,11
Paul Pierce,LAC,11/07/2015,LAC vs. HOU,L,24,6,6
Dwight Howard,HOU,11/07/2015,HOU @ LAC,W,29,20,2
Rajon Rondo,SAC,11/07/2015,SAC vs. GSW,L,44,14,0
Mario Hezonja,ORL,11/07/2015,ORL @ PHI,W,12,11,7
Andre Iguodala,GSW,11/07/2015,GSW @ SAC,W,34,14,23
Rasual Butler,SAS,11/07/2015,SAS vs. CHA,W,10,2,0
DeAndre Jordan,LAC,11/07/2015,LAC vs. HOU,L,34,11,-3
Matt Barnes,MEM,11/07/2015,MEM @ UTA,L,21,11,-2
Leandro Barbosa,GSW,11/07/2015,GSW @ SAC,W,12,4,3
Derrick Favors,UTA,11/07/2015,UTA vs. MEM,W,40,12,10
Nemanja Bjelica,MIN,11/07/2015,MIN @ CHI,W,40,17,12
Kyle Anderson,SAS,11/07/2015,SAS vs. CHA,W,13,4,1
Karl-Anthony Towns,MIN,11/07/2015,MIN @ CHI,W,27,17,15
Giannis Antetokounmpo,MIL,11/07/2015,MIL vs. BKN,W,37,11,11
Caron Butler,SAC,11/07/2015,SAC vs. GSW,L,6,1,-10
Zach Randolph,MEM,11/07/2015,MEM @ UTA,L,38,10,-1
Pau Gasol,CHI,11/07/2015,CHI vs. MIN,L,40,21,-9
Trevor Ariza,HOU,11/07/2015,HOU @ LAC,W,39,6,-3
Luc Mbah a Moute,LAC,11/07/2015,LAC vs. HOU,L,0,0,-2
Andrew Wiggins,MIN,11/07/2015,MIN @ CHI,W,41,31,20
Kemba Walker,CHA,11/07/2015,CHA @ SAS,L,29,27,4
Kyle Korver,ATL,11/07/2015,ATL vs. WAS,W,26,7,3
Alonzo Gee,NOP,11/07/2015,NOP @ DAL,L,9,2,12
Shabazz Muhammad,MIN,11/07/2015,MIN @ CHI,W,21,4,-17
Jeremy Lamb,CHA,11/07/2015,CHA @ SAS,L,23,4,-29
Mike Conley,MEM,11/07/2015,MEM @ UTA,L,40,20,-2
Aaron Gordon,ORL,11/07/2015,ORL @ PHI,W,22,10,3
Pablo Prigioni,LAC,11/07/2015,LAC vs. HOU,L,16,0,0
John Henson,MIL,11/07/2015,MIL vs. BKN,W,9,4,4
Isaiah Canaan,PHI,11/07/2015,PHI vs. ORL,L,27,23,1
Anthony Davis,NOP,11/07/2015,NOP @ DAL,L,39,25,-7
Clint Capela,HOU,11/07/2015,HOU @ LAC,W,19,9,0
Greivis Vasquez,MIL,11/07/2015,MIL vs. BKN,W,28,1,5
Marvin Williams,CHA,11/07/2015,CHA @ SAS,L,27,9,7
Thomas Robinson,BKN,11/07/2015,BKN @ MIL,L,15,3,6
Rashad Vaughn,MIL,11/07/2015,MIL vs. BKN,W,2,2,-7
Gorgui Dieng,MIN,11/07/2015,MIN @ CHI,W,23,6,-10
Spencer Hawes,CHA,11/07/2015,CHA @ SAS,L,14,4,-28
Boban Marjanovic,SAS,11/07/2015,SAS vs. CHA,W,4,2,-3
Kevin Garnett,MIN,11/07/2015,MIN @ CHI,W,12,2,-3
Derrick Rose,CHI,11/07/2015,CHI vs. MIN,L,38,11,-21
Marc Gasol,MEM,11/07/2015,MEM @ UTA,L,38,13,-7
Brian Roberts,CHA,11/07/2015,CHA @ SAS,L,4,1,4
Justin Holiday,ATL,11/07/2015,ATL vs. WAS,W,17,6,3
Tyler Ennis,MIL,11/07/2015,MIL vs. BKN,W,16,9,-1
Edy Tavares,ATL,11/07/2015,ATL vs. WAS,W,1,0,0
Shaun Livingston,GSW,11/07/2015,GSW @ SAC,W,18,6,10
Shabazz Napier,ORL,11/07/2015,ORL @ PHI,W,10,1,3
Trevor Booker,UTA,11/07/2015,UTA vs. MEM,W,19,0,3
Ryan Anderson,NOP,11/07/2015,NOP @ DAL,L,35,21,-18
Wayne Ellington,BKN,11/07/2015,BKN @ MIL,L,16,0,-4
David West,SAS,11/07/2015,SAS vs. CHA,W,29,9,14
JaMychal Green,MEM,11/07/2015,MEM @ UTA,L,9,2,4
Tayshaun Prince,MIN,11/07/2015,MIN @ CHI,W,39,8,2
Omri Casspi,SAC,11/07/2015,SAC vs. GSW,L,29,10,-19
Al Jefferson,CHA,11/07/2015,CHA @ SAS,L,30,13,4
Frank Kaminsky,CHA,11/07/2015,CHA @ SAS,L,9,8,9
Raul Neto,UTA,11/07/2015,UTA vs. MEM,W,12,4,3
Andrea Bargnani,BKN,11/07/2015,BKN @ MIL,L,8,4,3
Tyler Hansbrough,CHA,11/07/2015,CHA @ SAS,L,4,0,4
Johnny O'Bryant III,MIL,11/07/2015,MIL vs. BKN,W,16,6,7
JaKarr Sampson,PHI,11/07/2015,PHI vs. ORL,L,5,1,-15
Boris Diaw,SAS,11/07/2015,SAS vs. CHA,W,16,4,31
Jarnell Stokes,MEM,11/07/2015,MEM @ UTA,L,1,0,-4
Brook Lopez,BKN,11/07/2015,BKN @ MIL,L,29,20,-9
Stephen Curry,GSW,11/07/2015,GSW @ SAC,W,39,24,6
Thaddeus Young,BKN,11/07/2015,BKN @ MIL,L,39,18,-11
Jarrett Jack,BKN,11/07/2015,BKN @ MIL,L,30,10,-15
Deron Williams,DAL,11/07/2015,DAL vs. NOP,W,30,19,-4
Bojan Bogdanovic,BKN,11/07/2015,BKN @ MIL,L,24,13,-1
Montrezl Harrell,HOU,11/07/2015,HOU @ LAC,W,4,0,1
Marreese Speights,GSW,11/07/2015,GSW @ SAC,W,3,2,-3
Trey Burke,UTA,11/07/2015,UTA vs. MEM,W,28,24,1
Alexis Ajinca,NOP,11/07/2015,NOP @ DAL,L,16,8,7
Courtney Lee,MEM,11/07/2015,MEM @ UTA,L,27,6,-15
John Wall,WAS,11/07/2015,WAS @ ATL,L,36,19,-5
Sergey Karasev,BKN,11/07/2015,BKN @ MIL,L,2,2,7
Wesley Johnson,LAC,11/07/2015,LAC vs. HOU,L,9,5,-1
Lance Stephenson,LAC,11/07/2015,LAC vs. HOU,L,22,7,-7
Elfrid Payton,ORL,11/07/2015,ORL @ PHI,W,33,20,11
Ben McLemore,SAC,11/07/2015,SAC vs. GSW,L,16,2,2
Hollis Thompson,PHI,11/07/2015,PHI vs. ORL,L,28,6,-6
Miles Plumlee,MIL,11/07/2015,MIL vs. BKN,W,4,0,-8
Jason Terry,HOU,11/07/2015,HOU @ LAC,W,13,2,10
Ricky Rubio,MIN,11/07/2015,MIN @ CHI,W,39,7,15
Jerami Grant,PHI,11/07/2015,PHI vs. ORL,L,23,11,-3
Nerlens Noel,PHI,11/07/2015,PHI vs. ORL,L,21,2,-4
